gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,composite_primary,rank_primary,pu_score_v2,pu_score_v2_rank,maxITSI,best_cancer_ind,FC_best,P_tumor_best,pu_score_v3,pu_score_fused,pu_rank_fused,known_target,pu_score_v6,pu_rank_v6,bag_sd_v6,label,pu_score_v2b,pu_score_v4,pu_score_v5,pu_score_v5w,pu_score_v5w_fused,pu_rank_v5,bag_sd_v5,hpa_tumor_level_max,n_cancers_med_high,n_glyco_EC,geo_max_itsi,n_geo_itsi_pos,geo_max_fc,best_cancer,best_log2tpm,n_cancers_positive,enhanced_score_v2,rank_v2,eas,ntrs,risk_level,ctgov_n_trials,ctgov_max_phase,p2rank_top_score,p2rank_top_prob,p2rank_n_pockets,p2rank_filt_top_prob,p2rank_filt_n_pockets,purity_corr_max,high_purity_fc_shift,maxitsi_purityadj,expr_cv_median,tier,cohort,subsystem,failure_note
SIGLECL1,2350,0.1048983491407958,0.2605042014617612,0.0011956349833939,0.0011265935369107,1.9e-05,3,1,SER,Q8N7X8,-9.966,0.002,0.0183637339360535,Non-essential,83.2,20.3,12.7,0.1864570276416925,2209,0.1715168093908622,2233,0.2776510705770736,1764,0.1131,AML,6.919,0.023,0.0337265523784908,0.1812297734627831,2025,0,0.0259241579030105,2216,0.0249774255131461,0,0.3032878673027983,0.0384718673516079,0.0345668621014645,0.0332692086136011,419.5,2283,0.0234861256163299,0.0,0.0,0,0.0,0.0,0.0,,,,0.2602904960695011,2177,0.5,,,,,0.82,0.003,0.0,,,0.1482,0.221,0.1761,,,,solid,
CHRNA7,2283,0.1084570831102444,0.2605042014617612,0.0103305393009647,0.0038541357841683,6.5e-05,22,2,TYR,P36544,-1.49,0.247,0.0040175147186753,Non-essential,78.3,23.3,15.9,0.1864226392828997,2210,0.1719391662479479,2228,0.4973986747605556,830,1.0334,Pheochromocytoma,5.695,0.96,0.4449089832060356,0.6322815533980582,910,0,0.5411683868126013,686,0.2270882780500924,0,0.4990507690629865,0.3897817650864487,0.4684384453234834,0.5406004285164452,1565.0,967,0.2376699326155451,3.0,20.0,3,2.2132,1.0,3.162,,,,0.2596629853824669,2184,0.5,,,,,9.1,0.487,0.0,,,0.2666,0.719,1.0486,2.0892,,,solid,
CRLF2,2095,0.1165454352770323,0.2689075627992374,0.0184975486319784,0.0114438185591461,0.000193,6,2,TYR,Q9HC73,-4.035,0.047,0.0872901199731421,Non-essential,77.2,30.2,21.8,0.1864029887775142,2211,0.1723278662091131,2222,0.4886938216517089,878,1.4521,AML,7.944,0.578,0.6313597996503735,0.7487864077669903,622,0,0.7263440261305986,259,0.1925686344297155,0,0.4115919955352448,0.6707957608296303,0.7232236968624736,0.7468560801180437,1678.5,234,0.2184171728399093,,0.0,4,-0.0,0.0,-0.033,,,,0.2580151641380342,2215,0.5,,,,,1.17,0.01,0.0,,,0.091,0.352,1.346,2.1948,,,solid,
HTR6,1887,0.1278161728554505,0.2605042014617612,0.0749201328483314,0.0037948413874888,6.4e-05,19,9,SER,P50406,-5.574,0.026,0.0640420669669478,Non-essential,72.6,39.5,25.9,0.1863552140705714,2212,0.175101220712988,2184,0.3650437519425116,1436,1.0893,Kidney Clear Cell,7.972,0.237,0.2328568893025075,0.3567961165048543,1591,0,0.0863905268445349,1932,0.0935446201773215,0,0.242259559861674,0.1159660265009214,0.1442218124476202,0.153096195632224,580.5,1901,0.1537154776485482,2.0,12.0,0,0.0263,0.0,0.158,,,,0.2563690452126044,2236,0.5,,,,,30.21,0.934,1.0,,,0.2447,0.783,0.7764,,,,solid,
ACKR2,2220,0.1108103670147639,0.2352941174493327,0.0097485370868258,0.0458938630299436,0.000774,17,2,LYS,O00590,-0.759,0.327,0.0734527281427898,Non-essential,80.4,25.0,16.4,0.1862635411364588,2213,0.1717509679908,2230,0.3880051284062134,1336,0.1912,Uterine,1.638,0.65,0.3393194024860689,0.4453883495145631,1372,0,0.4053199324001472,1060,0.2219700201257741,0,0.3521809044014838,0.3286792596769697,0.2832548754738102,0.3553960546882989,974.0,1545,0.1907035419350009,2.0,4.0,1,-0.0,0.0,-0.644,,,,0.2599520093856871,2180,0.5,,,,,17.47,0.803,1.0,,,0.2444,0.718,0.2794,2.0544,,,solid,
OR4Q3,2280,0.1086097723240047,0.2605042014617612,0.0131519848173335,0.0015416543136673,2.6e-05,12,6,CYS,Q8NH05,-9.966,0.0,,No data,87.8,8.6,3.8,0.1862498802943666,2214,0.1869074795352333,2010,0.0517156569105878,2270,0.0,AML,0.0,0.0,0.0176255511225305,0.0307443365695793,2397,0,0.0165100794178196,2459,0.0080734475397138,0,0.0586812304858049,0.0266714609173295,0.0274735802168361,0.0282477846789169,105.0,2409,0.0171196300081162,2.0,1.0,1,0.0002,0.0,0.001,,,,0.2594647781916405,2190,0.5,,,,,9.94,0.534,1.0,,,0.1181,0.0,0.0,,,,solid,
FFAR3,2101,0.1162598196643397,0.2605042014617612,0.0222868891349043,0.0179069077972131,0.000302,11,5,TYR,O14843,-3.626,0.031,,No data,86.4,15.0,8.7,0.1862249197446457,2215,0.1873392642013909,2007,0.2315647644577446,1903,0.2932,Sarcoma,7.577,0.155,0.1406991616096429,0.2119741100323624,1949,0,0.3021263653802206,1365,0.2502421144241899,0,0.3306108260418013,0.1879249299931979,0.1597404907139599,0.1860030524204981,722.0,1873,0.150473900800352,3.0,19.0,1,0.0678,0.0,0.136,,,,0.2581648097518638,2212,0.5,,,,,5.85,0.286,0.0,,,-0.0544,0.0,0.1937,2.3316,,,solid,
RAET1E,2305,0.1075931087042679,0.2605042014617612,0.0113047603985449,0.0,0.0,10,0,,Q8TD07,-1.781,0.243,0.1598184866265853,Non-essential,81.6,22.8,13.3,0.1862026606112526,2216,0.1717678986311799,2229,0.4846139307467374,887,0.6954,Head&Neck,4.073,0.854,0.4494225659328235,0.6241909385113269,930,0,0.5718533289116243,617,0.2004087415757403,0,0.4743959454332929,0.4371163296718076,0.518201687883107,0.5716729589142768,1563.5,828,0.234174460301985,,0.0,3,0.7088,1.0,0.861,,,,0.2595870024451493,2185,0.5,,,,,1.14,0.009,0.0,,,0.3023,0.944,0.859,1.9508,,,solid,
VSIG1,1912,0.1268573650137288,0.3109243694866181,0.0051494543729242,0.0031426030240142,5.3e-05,5,6,TYR,Q86XK7,-1.831,0.224,0.117424877220616,Non-essential,75.6,39.8,21.2,0.1860965436695509,2217,0.1713540163881971,2235,0.680116358795283,262,1.9043,Pancreatic,8.521,0.836,0.6432069704768454,0.8782362459546925,302,0,0.8128008245844224,91,0.1753220600706495,0,0.7118463958963405,0.7575467722071951,0.8090970326063759,0.8416935451088345,2313.5,79,0.1797810913730296,3.0,7.0,5,0.0379,0.0,6.766,,,,0.2545895038510422,2266,0.5,,,,,,,0.0,,,0.1115,0.453,1.9018,2.7226,,,solid,
NAGPA,2297,0.108054968073582,0.2605042014617612,0.0088122726553851,0.0040320189742069,6.8e-05,22,1,SER,Q9UK23,3.162,1.0,-0.1403173173852342,Non-essential,82.2,23.3,14.4,0.1860875434190144,2218,0.1715281570517836,2232,0.3064828667220469,1672,0.2904,AML,1.643,1.0,0.1928126816059513,0.2811488673139158,1778,0,0.2927583621465651,1392,0.1878468694145601,0,0.3288302100724762,0.3321448629997034,0.3652151614009535,0.4246444167329551,1019.0,1311,0.1971707441852552,2.0,10.0,6,0.314,0.0,0.314,,,,0.2593949086913587,2191,0.5,,,,,1.85,0.036,0.0,,,0.0809,0.034,0.2871,0.4223,,,solid,
HTR2C,1940,0.1254214436893827,0.2605042014617612,0.061186145816859,0.0095463978654017,0.000161,23,10,TYR,P28335,-9.966,0.055,0.0040802921756754,Non-essential,73.6,37.8,27.7,0.1860596064321816,2219,0.1741189137230245,2201,0.4398785516015002,1084,0.9621,Lung Squamous,8.414,0.229,0.4254614517151999,0.5639158576051779,1079,0,0.0910676922761013,1918,0.0830842729312449,0,0.3284742640416644,0.3209215283982745,0.3532436527835816,0.3827399752200814,955.5,1344,0.2850823774859253,,0.0,2,1.0303,1.0,5.151,,,,0.2564725591018925,2233,0.5,,,,,36.93,0.956,2.0,,,0.2789,3.459,1.0024,,,,solid,
ROR1,1859,0.1294720083648738,0.2352941174493327,0.101186145816859,0.0166617254669433,0.000281,35,13,TYR,Q01973,-0.119,0.479,0.0623054507225536,Non-essential,68.2,40.8,31.8,0.186014908928217,2220,0.1760742162190599,2170,0.5363705421301227,679,0.7367,Sarcoma,4.219,0.94,0.5209841286126672,0.720873786407767,691,0,0.227339678125828,1580,0.1636589042728743,0,0.4496844498648137,0.2873999118084708,0.34087288456561,0.3825765604995256,1219.5,1381,0.2209708203283885,,0.0,4,1.5108,1.0,1.511,,,,0.2565931036190936,2231,0.5,,,,,6.2,0.309,0.0,,,0.1109,0.081,0.7287,1.2928,,,solid,
SLC2A12,2125,0.1150576981213506,0.2436974787868088,0.0298972006958722,0.0286984879928846,0.000484,25,2,CYS,Q8TD20,-0.284,0.455,-0.0088235643629675,Non-essential,74.9,29.3,25.8,0.1856430397475723,2221,0.1721378997823659,2226,0.4515927395602262,1035,0.3768,Kidney Chromophobe,2.164,0.954,0.3529049946058762,0.5169902912621359,1195,0,0.5644441310356297,634,0.2080755373865652,0,0.4434538080389341,0.3592362054665595,0.4208000142659615,0.4572853213281591,1318.5,1133,0.1900108451634979,2.0,5.0,4,6.0401,1.0,6.04,,,,0.2583435074344535,2207,0.5,,,,,22.24,0.879,1.0,,,0.3052,1.006,0.3374,2.1726,,,solid,
CEACAM8,2386,0.1014039925418854,0.252100840124285,0.0018788549739047,0.0,0.0,6,0,,P31997,-9.966,0.008,-0.0302186432210169,Non-essential,86.9,18.1,11.5,0.1856050077869759,2222,0.1706989505356711,2238,0.2197651294310288,1933,0.7455,AML,3.738,0.399,0.0662977741319094,0.1808252427184465,2026,0,0.270885307977365,1457,0.2167115910004982,0,0.3167763085186966,0.1123969507338933,0.1573861091014756,0.166657628900824,686.5,1876,0.1758128858217103,3.0,11.0,11,0.0,0.0,0.764,,,,0.2603009810258522,2176,0.5,,,,,,,0.0,,,0.103,0.168,0.4651,4.1605,,,solid,
OR4K3,2286,0.1083597405223089,0.2605042014617612,0.0124371342717064,0.0014230655203083,2.4e-05,13,4,CYS,Q96R72,-9.966,0.0,,No data,84.7,9.2,2.2,0.1854415204596201,2223,0.1860633771732054,2020,0.0337526569628779,2416,0.0,AML,0.0,0.0,0.0183139284838218,0.0060679611650485,2458,0,0.0157501387702389,2466,0.0070000537990539,0,0.0377931640051861,0.0256496680612319,0.0238989370113381,0.0264288349637689,6.5,2464,0.011187381836671,,,1,0.0,0.0,0.0,,,,0.2586980903238433,2202,0.5,,,,,10.61,0.57,1.0,,,0.2256,0.0,0.0,,,,solid,
ENG,2348,0.1050473284978664,0.2100840334369042,0.018459591965839,0.0515861251111769,0.00087,33,7,LYS,P17813,5.475,1.0,0.0255490772193804,Non-essential,80.0,20.8,12.8,0.1852408409721704,2224,0.1711638205704624,2236,0.6682321468170537,299,0.6942,AML,3.927,1.0,0.6522343626486331,0.8737864077669903,313,1,0.5623092416619567,642,0.0511479065830577,1,0.6220662952295699,0.549071476360485,0.5523854958160761,0.5720937577150648,1822.5,697,0.212753455581339,0.0,0.0,5,0.4331,0.0,0.433,,,,0.2607301517746292,2170,0.5,,,0.0,tier 1 / literature,1.73,0.031,0.0,,,0.0917,0.12,0.6609,0.6743,tier1,,solid,
HEPH,2436,0.0926911561643455,0.1932773107619518,0.039645737782698,0.0116217017491847,0.000196,47,3,TYR,Q9BQS7,1.964,0.827,0.0856281961727127,Non-essential,89.1,10.3,5.4,0.1851639186496538,2225,0.1721462055387886,2225,0.3879199179671705,1337,0.8514,Pancreatic,4.85,0.977,0.3437649354282396,0.4466019417475728,1369,0,0.6105376820833687,509,0.1881247699307509,0,0.4893664716495609,0.2640079414395971,0.3062234909021082,0.2982118878475857,1201.0,1488,0.1971308556716942,3.0,20.0,8,0.0663,0.0,0.08,,,,0.2632728155968644,2132,0.5,,,,,15.42,0.753,2.0,,,0.2228,1.321,0.8744,1.4442,,,solid,
LILRB3,1987,0.122372939508046,0.2184873947743803,0.0615087774790447,0.0550844945152683,0.000929,11,7,LYS,O75022,0.904,0.712,0.1546168277024793,Non-essential,74.0,35.5,29.5,0.1851189061696113,2226,0.1731943450435636,2212,0.5963782945170425,487,0.3033,Glioblastoma,1.977,0.868,0.7529781112133435,0.8851132686084142,285,0,0.5310208303522027,712,0.195969409649665,0,0.5195687472950014,0.6959296555242727,0.6981594084275842,0.7470791403964526,1912.5,284,0.2155197294606124,,0.0,4,0.5225,1.0,0.523,,,,0.2574405030924577,2220,0.5,,,,,2.39,0.063,0.0,,,-0.0026,-0.033,0.2059,1.3861,,,solid,
TMEM178B,2071,0.1179929740133265,0.2689075627992374,0.0082619009963624,0.0265045953157426,0.000447,14,4,TYR,H3BS89,-1.181,0.386,0.0035895197035224,Non-essential,75.4,32.7,18.4,0.1851092710577593,2227,0.1705223661075774,2241,0.4932449327884643,856,0.7367,Kidney Papillary,4.044,0.947,0.3599076191657994,0.5647249190938511,1077,0,0.2332222130696975,1560,0.1910598019772127,0,0.5247615472055209,0.5352823128855049,0.4600897219405998,0.5338801140947019,1596.5,999,0.2051003344601893,2.0,8.0,2,-0.6087,0.0,-1.217,,,,0.2564801899622303,2232,0.5,,,,,3.31,0.116,0.0,,,0.2209,0.446,0.719,1.0837,,,solid,
GABRB2,2100,0.1162971862475268,0.252100840124285,0.0034350782856239,0.0480877557070856,0.000811,16,1,LYS,P47870,-3.816,0.128,0.0122730075489402,Non-essential,76.5,31.1,25.2,0.1850160025416771,2228,0.1701877564559583,2244,0.6163942332213935,435,1.9891,Thyroid,7.323,0.815,0.468325494475765,0.7354368932038835,655,0,0.4312793466060556,976,0.2246500490118534,0,0.6370848465183797,0.5577928344451504,0.5910156210378721,0.6538095455750744,1971.5,582,0.2339044637553534,0.0,0.0,3,-0.0,0.0,-0.143,,,,0.2572297768296131,2224,0.5,,,,,1.73,0.031,0.0,,,0.1722,1.73,1.2488,1.7039,,,solid,
TMEM235,2250,0.1095143399946609,0.2605042014617612,0.0127281353787758,0.0049807293210791,8.4e-05,7,3,SER,A6NFC5,-9.966,0.054,-0.1646814900785385,Non-essential,80.9,25.6,9.9,0.1850036866865801,2229,0.1706400934555189,2239,0.557760747332508,603,1.4085,Thymoma,7.576,0.322,0.4077049363168561,0.6622168284789645,836,0,0.428791697186416,986,0.279199508776376,0,0.5547574818756265,0.3855865048001434,0.3831110527733068,0.3656934209206817,1413.5,1252,0.3121426440958194,2.0,5.0,1,0.0,0.0,0.0,,,,0.2580678233054113,2214,0.5,,,,,10.86,0.583,1.0,,,0.1729,0.403,1.4712,3.0668,,,solid,
KLRK1,1804,0.1335140918640685,0.2605042014617612,0.0016511149770678,0.0960569226208123,0.00162,2,2,LYS,P26718,0.67,0.642,,No data,79.2,30.6,22.2,0.1850034799110864,2230,0.1850860356599398,2041,0.5238131123151875,726,0.4894,Kidney Clear Cell,2.942,0.941,0.4733335380126321,0.6783980582524272,796,0,0.6814193447169781,351,0.2002123919410075,0,0.5111925357768313,0.4897452238584287,0.5576624495992957,0.5762353753775228,1649.0,680,0.1976521090677847,2.0,3.0,3,-0.014,0.0,-0.017,,,,0.2540676578850163,2269,0.5,,,,,1.04,0.006,0.0,,,0.1829,0.219,0.3997,1.8566,,,solid,
CD84,1939,0.1254341994824546,0.302521008149142,0.0082302704412462,0.0065223836347465,0.00011,9,4,SER,Q9UIB8,0.624,0.628,0.1232337892319535,Non-essential,74.6,39.7,26.1,0.1848705163711979,2231,0.1702820298932602,2242,0.4831994711597123,891,0.6921,AML,3.915,1.0,0.2852122413015582,0.4991909385113269,1239,0,0.388854874354859,1109,0.2318884100103452,0,0.5506948623787475,0.508553648220276,0.470123458846179,0.5335693076343273,1640.5,965,0.1906263773198551,2.0,1.0,1,0.4904,0.0,0.49,,,,0.253880782852484,2272,0.5,,,,,,,0.0,,,-0.2168,-0.162,0.6635,1.3693,,,solid,
GABRG2,2077,0.1178162951935869,0.1848739494244757,0.0074142021192471,0.1388081826267417,0.002341,21,6,CYS,P18507,-9.966,0.116,0.1048535563318032,Non-essential,77.2,31.4,25.9,0.1848614784850636,2232,0.170232188591026,2243,0.6291577641580947,403,3.3382,Pheochromocytoma,9.06,0.824,0.399962976264249,0.698220064724919,747,0,0.2357224870800872,1553,0.1782793617197489,0,0.5545790269854582,0.4392712914027756,0.4648394502147385,0.5182323559710589,1629.5,978,0.2681023992731082,,0.0,3,1.9486,2.0,3.012,,,,0.2590629643053167,2196,0.5,,,,,3.03,0.1,0.0,,,0.3257,3.459,2.8531,1.4205,,,solid,
LTK,2069,0.1180581023893949,0.2352941174493327,0.0688913490431757,0.0109101689890305,0.000184,44,11,TYR,P29376,-1.639,0.237,-0.0037757184114909,Non-essential,73.7,32.5,23.8,0.184803320615318,2233,0.1732478880674768,2211,0.4158602001766727,1198,0.2228,Pancreatic,2.535,0.497,0.5405253854323513,0.6152912621359223,952,0,0.4306565381288516,977,0.1801013961620417,0,0.366755851008709,0.3862637918710778,0.4045758472824526,0.4436209494584309,1124.5,1179,0.2285466741570348,,0.0,3,0.7531,1.0,2.51,,,,0.2572838329687744,2222,0.5,,,,,5.8,0.283,0.0,,,0.1933,0.402,0.2688,2.4339,,,solid,
GLRB,2325,0.1061124183704502,0.2605042014617612,0.0041752332753439,0.002193892677142,3.7e-05,13,1,SER,P48167,0.972,0.641,-0.0094635617713532,Non-essential,78.0,23.1,19.9,0.1846687519997379,2234,0.1698775136635051,2247,0.4185329264865202,1180,0.6608,Kidney Papillary,3.816,0.932,0.2290841185897042,0.4069579288025889,1467,0,0.1924998217884861,1673,0.1827834017867884,0,0.4178475458035011,0.2187792749588211,0.2311388264289902,0.2570941518683176,989.0,1715,0.1512425589963174,3.0,4.0,2,0.7639,1.0,0.764,,,,0.2582998755559375,2208,0.5,,,,,2.68,0.079,0.0,,,0.2147,0.277,0.6317,1.1688,,,solid,
LRRC3B,2425,0.095011526467318,0.2352941174493327,0.00297959829195,0.0,0.0,5,0,,Q96PB8,-4.608,0.11,-0.0138969964697962,Non-essential,85.8,13.5,2.7,0.1845978406802539,2235,0.1697468205948514,2250,0.2489946875329939,1852,0.5463,Uterine Carcinosarcoma,2.807,0.702,0.1927597743267128,0.2439320388349514,1870,0,0.2216485261590708,1589,0.1811245269197091,0,0.3759556252976275,0.4226062941424456,0.3642364567046507,0.3797671844008229,1049.0,1316,0.27549390064742,3.0,19.0,2,0.0088,0.0,0.075,,,,0.2609194490207231,2168,0.5,,,,,1.5,0.021,0.0,,,0.177,0.444,0.7899,1.747,,,solid,
ZP2,2009,0.1207397674350068,0.2605042014617612,0.0498497548631978,0.0052772013044767,8.9e-05,40,9,SER,Q05996,-9.966,0.007,0.0454438114632025,Non-essential,71.6,35.4,21.1,0.184558209553535,2236,0.1720506972966949,2227,0.1708854241186569,2041,0.0139,Colorectal,0.802,0.03,0.065652163366193,0.1610032362459547,2075,0,0.0282821637281801,2184,0.0283636252342486,0,0.0877439646452249,0.0371368517755324,0.0317703937337654,0.0336653249632692,210.5,2331,0.0225715337907131,3.0,1.0,2,0.0037,0.0,0.022,,,,0.2557514415989752,2244,0.5,,,,,5.81,0.283,0.0,,,0.2155,0.19,0.2717,,,,solid,
TMEM114,2336,0.1057198853382995,0.2605042014617612,0.0041119721651114,0.0009487103468722,1.6e-05,12,2,SER,B3SHH9,-9.966,0.027,0.0279785879330192,Non-essential,82.1,22.9,7.6,0.1845416411396123,2237,0.1697472397478678,2249,0.6115266411391393,456,5.0601,Pheochromocytoma,11.662,0.614,0.1867157807076559,0.5368122977346279,1146,0,0.2852061306492572,1410,0.2119813902788146,0,0.5037886435066266,0.136874469357406,0.1364584606942222,0.152416581727271,1086.5,1918,0.1640706362514872,,0.0,2,0.0,0.0,0.0,,,,0.258238186867837,2211,0.5,,,,,10.24,0.55,1.0,,,0.3543,5.672,4.3236,1.9434,,,solid,
IL5RA,2343,0.1052891390696008,0.2605042014617612,0.0036248616163213,0.0,0.0,10,0,,Q01344,-3.626,0.068,0.1332342297257553,Non-essential,83.8,22.6,15.2,0.1844826859156967,2238,0.1696639289965128,2251,0.2114432563179591,1949,0.2294,AML,1.958,0.497,0.2524024246678777,0.2588996763754045,1833,0,0.5940179136852708,557,0.256815950214625,0,0.2688463934346092,0.3962669378527105,0.46254893874666,0.51871765380163,1069.0,988,0.2689776286987885,,0.0,4,-0.0,0.0,-0.082,,,,0.2582510226887046,2210,0.5,,,,,,,0.0,,,0.1065,0.221,0.2722,3.8652,,,solid,
SIGLEC9,1993,0.1218244715816558,0.302521008149142,0.0027202277399968,0.0,0.0,12,2,CYS,Q9Y336,0.476,0.623,-0.0112480869437089,Non-essential,73.4,37.1,23.1,0.1844624097871989,2239,0.1695984211741987,2253,0.4026882067791844,1261,0.7247,Glioblastoma,4.206,0.975,0.238642780225366,0.3932038834951457,1501,0,0.3843983747904891,1120,0.2503249216937944,0,0.4288991144929105,0.2772601784845136,0.3384532988358257,0.3585873784870522,1144.0,1392,0.1846402833045627,2.0,2.0,8,0.2357,0.0,0.767,,,,0.2540742975852849,2268,0.5,,,,,1.62,0.026,0.0,,,-0.059,0.033,0.5988,1.3609,,,solid,
ERVW-1,1766,0.1354525270170571,0.252100840124285,0.0569096947651431,0.0584642751260005,0.000986,19,10,TYR,Q9UQF0,-4.608,0.022,-0.430118939360412,Context-dependent,59.3,67.8,30.5,0.1842787865162856,2240,0.1521242712545428,2384,0.5538666047014168,610,0.9839,AML,5.708,0.827,0.5831238140615872,0.7758899676375405,555,0,0.3808632602251013,1131,0.2527081546485142,0,0.4825054162809991,0.4809539736093751,0.5358376347476501,0.5681035804370909,1572.0,762,0.2768366568629967,,0.0,7,0.0289,0.0,0.284,,,,0.2533000040093,2276,0.5,,,,,5.21,0.242,0.0,,,0.1898,1.523,0.9556,1.2129,,,solid,
HTR2B,1934,0.1256669334616876,0.2773109241367135,0.0484896409931994,0.0006522383634746,1.1e-05,21,4,SER,P41595,-1.283,0.267,0.0029772675480298,Non-essential,71.5,40.1,31.6,0.1842442932870182,2241,0.1716687753366781,2231,0.4341482711635588,1116,0.6901,Pancreatic,4.845,0.74,0.4099913235199335,0.5485436893203883,1117,0,0.6348325393565217,452,0.2093164824036772,0,0.4230096224940385,0.4289183053823222,0.4120656408510583,0.5462017564949005,1398.5,1160,0.2301681351514582,3.0,15.0,1,0.1958,0.0,0.294,,,,0.2540561069055131,2270,0.5,,,,,36.13,0.954,1.0,,,-0.1567,-0.134,0.43,4.8269,,,solid,
CDHR1,2321,0.1063680965506152,0.252100840124285,0.0124371342717064,0.0059887340646308,0.000101,25,1,TYR,Q96JP9,-1.181,0.386,-0.0661011124688056,Non-essential,78.7,23.6,15.5,0.184241761127584,2242,0.1698636178411693,2248,0.7073724632063623,209,0.6482,Pheochromocytoma,3.905,0.909,0.7013861165711291,0.91626213592233,208,0,0.6728608308013904,362,0.1984913536496363,0,0.6887371374122152,0.6552514822728207,0.6265217442553673,0.7126884972566317,2138.0,472,0.1813209458158016,0.0,0.0,3,0.1394,0.0,1.394,,,,0.2581103836983387,2213,0.5,,,,,1.5,0.021,0.0,,,0.3966,0.688,0.6812,2.1075,,,solid,
TP53I13,1532,0.157934111126542,0.2605042014617612,0.0631282619009963,0.1159798399051289,0.001956,12,4,LYS,Q8NBR0,4.937,1.0,-0.1081175542382825,Non-essential,60.7,66.9,36.6,0.1840534959631476,2243,0.1722099090581975,2223,0.5659822118659134,581,0.3315,Sarcoma,1.875,1.0,0.6970593210981908,0.8389967637540453,399,0,0.4106103558441439,1042,0.2363276562503802,0,0.4496683344497845,0.6302304117412728,0.609339952919343,0.6685194014249228,1649.0,526,0.172728925843046,,0.0,0,1.1117,2.0,1.112,,,,0.2490476707266653,2321,0.5,,,,,9.13,0.489,0.0,,,0.2254,0.204,0.3412,0.4703,,,solid,
ICAM5,2397,0.0998410951651362,0.2436974787868088,0.0044346038272971,0.0034390750074117,5.8e-05,21,2,SER,Q9UMF0,-1.392,0.331,-0.1392661591848267,Non-essential,80.1,18.3,13.1,0.1839625372840602,2244,0.1691842674754251,2259,0.5720088727426357,558,0.3044,Thyroid,1.954,0.839,0.7056737714578869,0.8466828478964401,380,0,0.7257239264172175,263,0.2019567441395897,0,0.5302485696524165,0.6692856103919045,0.692529366009699,0.7110975193821323,1886.5,300,0.1869418345220127,0.0,0.0,14,4.7217,1.0,5.902,,,,0.259199105463644,2195,0.5,,,,,,,0.0,,,0.2557,1.241,0.2036,2.5697,,,solid,
DPEP3,2317,0.106513692801432,0.2605042014617612,0.0073509410090147,0.000355766380077,6e-06,12,3,TYR,Q9H4B8,-4.608,0.041,-0.1247090980993765,Non-essential,83.7,24.2,18.0,0.1839031473588893,2245,0.16927069440934,2257,0.3130904577510157,1653,0.1457,AML,3.924,0.098,0.2794742806812857,0.3422330097087378,1627,0,0.3399627697618174,1254,0.2192902718598548,0,0.3326478491272678,0.2899654479826318,0.2450554558248663,0.268199140170882,811.0,1684,0.212499007355838,3.0,1.0,1,0.0,0.0,0.0,,,,0.2574673918432586,2219,0.5,,,,,6.28,0.315,0.0,,,0.2179,0.655,0.1225,5.6272,,,solid,
OR4A15,2172,0.1125083112933784,0.2605042014617612,0.0248426379882966,0.0028461310406166,4.8e-05,17,5,TYR,Q8NGL6,-9.966,0.0,,No data,85.3,14.2,9.6,0.1838986627688447,2246,0.1851407946682595,2040,0.0377235031384062,2384,0.0,AML,0.0,0.0,0.0229920683209643,0.0190129449838187,2426,0,0.0228765974377437,2276,0.0101722362088529,0,0.0410771361429809,0.0282853864660907,0.0304477537356667,0.0377013572643016,93.5,2362,0.0185413436877461,,0.0,2,0.2116,0.0,0.423,,,,0.2564638041712229,2235,0.5,,,,,30.99,0.937,1.0,,,0.0976,0.0,0.0,,,,solid,
IL20RA,1683,0.143209330284781,0.3445378148365229,0.0120512414992883,0.0059294396679513,0.0001,17,3,SER,Q9UHF4,1.6,0.657,0.0393323535821068,Non-essential,63.0,56.4,43.4,0.1836834054845929,2247,0.1692859675595573,2256,0.4975710069050577,828,0.7464,Colorectal,3.971,0.995,0.2858062492765513,0.5129449838187703,1205,0,0.3910529965832916,1099,0.269662648086634,0,0.4697830610849854,0.3225589320948325,0.4002461718480432,0.4218619544036129,1328.5,1196,0.2682429536174214,3.0,19.0,6,-0.137,0.0,-0.613,,,,0.2483305899425786,2329,0.5,,,,,3.56,0.131,0.0,,,0.3466,0.933,0.7505,1.0816,,,solid,
ITGA10,2442,0.0917807460318693,0.1848739494244757,0.0496536454214771,0.0097835754521197,0.000165,51,11,TYR,O75578,-0.969,0.291,-0.0980738943044187,Non-essential,85.2,10.9,4.5,0.1836651875169657,2248,0.1711478697880395,2237,0.2896795610627172,1729,0.1371,AML,2.065,0.376,0.4126169926111773,0.4178802588996764,1440,0,0.4739003333226299,871,0.2417578122920489,0,0.3268166352212044,0.3833662778672823,0.4436510260804885,0.5017866320756498,1125.5,1052,0.2038017471614791,,0.0,11,1.4117,2.0,1.412,,,,0.2622059315308382,2150,0.5,,,,,16.67,0.784,1.0,,,0.0979,0.486,0.113,2.9966,,,solid,
