gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,LDT_NAS_score,LDT_NAS_best_res,SuFEx_CTR_score,SuFEx_CTR_best_res,Traditional_Acrylamide_score,Traditional_Acrylamide_best_res,best_strategy
LRRC19,1615,0.1500975126220281,0.2773109241367135,0.0064146765775739,0.1241624666469018,0.002094,8,2,LYS,Q9H756,-4.608,0.141,0.1278231306403568,Non-essential,74.5,39.2,30.0,0.2055031092539686,1880,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SIGLEC6,1693,0.1421814685858192,0.252100840124285,0.0056365649217143,0.1321672101986362,0.002229,12,3,LYS,O43699,-2.932,0.11,-0.0009293439000063,Non-essential,77.3,32.2,17.2,0.2054862378235873,1881,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR5D13,1828,0.1316908338971986,0.2605042014617612,0.0405187411039063,0.0511117699377408,0.000862,12,7,CYS,Q8NGL4,-9.966,0.0,,No data,88.7,8.6,3.8,0.2054840982720281,1882,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
KIRREL3,1645,0.1469121481002615,0.252100840124285,0.0119183931678,0.1416543136673584,0.002389,13,3,CYS,Q8IZU9,-1.806,0.185,0.103982576701313,Non-essential,72.4,36.2,33.7,0.2054284707522893,1883,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
GPBAR1,1894,0.1274295475564491,0.2352941174493327,0.059275660287838,0.0517640083012155,0.000873,16,11,TYR,Q8TDU6,-0.913,0.268,-0.0960021270381821,Non-essential,80.4,19.7,8.5,0.2054128582545298,1884,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
GPR25,1911,0.1269924354089792,0.302521008149142,0.0188201802941641,0.0011265935369107,1.9e-05,20,4,SER,O00155,-5.012,0.038,-0.0281720319824977,Non-essential,82.4,20.5,14.1,0.2053690463099684,1885,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TNFSF4,1947,0.1251174941175952,0.3109243694866181,0.0024924877431598,0.0,0.0,3,2,CYS,P23510,0.152,0.543,0.0293993274348872,Non-essential,84.8,19.1,9.3,0.2053466512561063,1886,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
CLDN22,2043,0.119463035946958,0.2605042014617612,0.0097801676419421,0.041091016898903,0.000693,7,3,LYS,Q8N7P3,-9.966,0.056,0.0888077623356075,Non-essential,86.6,13.6,4.1,0.2052942666468277,1887,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR4D6,2233,0.1104249106251607,0.2605042014617612,0.0170678475407243,0.0036762525941298,6.2e-05,14,3,CYS,Q8NGJ1,-9.966,0.0,0.1898791003905789,Non-essential,88.5,6.1,2.5,0.2052624955453299,1888,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
GCGR,1938,0.1254889478719657,0.2436974787868088,0.0326490589909852,0.0607174621998221,0.001024,19,5,LYS,P47871,-4.608,0.105,0.0448074677142211,Non-essential,81.9,18.4,10.7,0.2052357478730849,1889,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10C1,2213,0.1111024990077351,0.2605042014617612,0.0202751858295113,0.0027275422472576,4.6e-05,13,4,TYR,Q96KK4,-9.966,0.0,-0.2784705136719698,Non-essential,86.8,6.7,2.2,0.2052271525308086,1890,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
SLC5A5,1904,0.1271411785892997,0.2773109241367135,0.0477115293373398,0.0063445004447079,0.000107,22,5,SER,Q92911,-4.608,0.088,-0.1637821281361443,Non-essential,81.3,20.4,16.3,0.2051728308933616,1891,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR7C2,2175,0.1123503089340747,0.2605042014617612,0.0241973746639253,0.0029647198339756,5e-05,17,4,CYS,O60412,-9.966,0.0,-0.1854315185742633,Non-essential,88.5,7.8,2.2,0.2051669941360916,1892,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR8D1,2264,0.1092292756417667,0.2605042014617612,0.0130823975960778,0.0036762525941298,6.2e-05,12,3,TYR,Q8WZ84,-9.966,0.001,0.0437744144882913,Non-essential,90.9,5.2,2.3,0.2051661330591683,1893,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
KIR2DL4,1584,0.1528592404380536,0.2773109241367135,0.0178143286414676,0.1219685739697598,0.002057,11,1,CYS,Q99706,-2.826,0.095,0.0238570475314752,Non-essential,70.0,41.9,32.4,0.2051045491006565,1894,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR2J2,2196,0.1117717882378406,0.2605042014617612,0.0235141546734145,0.0017195375037058,2.9e-05,14,5,CYS,O76002,-9.966,0.0,-0.0384024379335899,Non-essential,89.3,7.4,3.8,0.2050848935558964,1895,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
PODXL2,1227,0.1896054101862681,0.4453781508862369,0.0311244662343824,0.0070560332048621,0.000119,8,2,SER,Q9NZ53,4.131,0.919,0.0112213879361523,Non-essential,54.4,75.4,57.7,0.205027477669994,1896,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR1S2,1827,0.131824372042987,0.2605042014617612,0.0479013126680373,0.0441743255262377,0.000745,17,6,LYS,Q8NGQ3,-9.966,0.0,,No data,86.4,9.2,0.3,0.2049953800601851,1897,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LAIR1,1518,0.159317378827144,0.3361344534990467,0.0005187411039063,0.0823599169878446,0.001389,3,2,LYS,Q6GTX8,3.418,0.974,-0.1429673708415628,Non-essential,71.4,48.4,26.8,0.204966723247604,1898,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LYPD5,1853,0.129886912950454,0.3109243694866181,0.017263956982445,0.0011265935369107,1.9e-05,10,2,SER,Q6UWN5,0.873,0.708,0.0597373873176671,Non-essential,84.0,23.5,5.2,0.2049211669501552,1899,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ASIC5,2006,0.1209092468188571,0.2605042014617612,0.0155495808951447,0.0401423065520308,0.000677,24,4,LYS,Q9NY37,-9.966,0.001,0.1092593903235387,Non-essential,84.5,15.2,6.7,0.2048994423734103,1900,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10V1,2274,0.1088088191968207,0.2605042014617612,0.0139933575834255,0.0013637711236288,2.3e-05,18,5,CYS,Q8NGI7,-9.966,0.0,-0.0274726509184361,Non-essential,88.5,5.2,2.3,0.2048157526883799,1901,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
PVR,1932,0.1257183721696356,0.2941176468116659,0.0060920449153882,0.0208123332345093,0.000351,4,1,TYR,P15151,3.911,0.999,-0.0462723459879828,Non-essential,84.9,19.9,11.8,0.2047672709215574,1902,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR9Q2,2169,0.1127763350949726,0.2605042014617612,0.0214075597026727,0.0071746219982211,0.000121,15,4,TYR,Q8NGE9,-9.966,0.0,0.0240492000831769,Non-essential,85.2,8.6,2.2,0.2047220159368398,1903,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR4C45,1985,0.1228078408345867,0.2605042014617612,0.0262660129685275,0.0357545211977468,0.000603,12,6,CYS,A6NMZ5,-9.966,0.0,,No data,88.0,2.0,0.3,0.2046816040531849,1904,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
RNF167,1740,0.1376591637670134,0.2773109241367135,0.0202751858295113,0.0688407945449155,0.001161,8,1,LYS,Q9H6Y7,6.673,1.0,0.0823787361381209,Non-essential,78.4,29.7,21.1,0.2046378185414564,1905,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OPN1LW,1968,0.1238156522125747,0.2605042014617612,0.0305740945753597,0.0348058108508745,0.000587,14,7,TYR,P04000,-9.966,0.002,0.0285926598107967,Non-essential,82.2,17.9,14.6,0.2046214468681749,1906,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR5K1,2205,0.1113983353792069,0.2605042014617612,0.021439190257789,0.002549659057219,4.3e-05,18,5,CYS,Q8NHB7,-9.966,0.0,0.0353918135403617,Non-essential,89.5,7.8,1.3,0.2043736828403684,1907,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
CD300LF,1514,0.1596836517876011,0.3949579828613799,0.0056681954768306,0.0,0.0,3,0,,Q8TDQ1,0.576,0.636,0.0065752783582123,Non-essential,72.5,50.3,25.5,0.2043523428706906,1908,0.0212,LYS,0.0446,HIS,0.0577,CYS,Traditional_Acrylamide
MYADM,2082,0.1174193771057876,0.2689075627992374,0.0067056776846433,0.0261488289356655,0.000441,11,2,TYR,Q96S97,5.512,0.999,-0.0821217069632445,Non-essential,85.7,13.0,8.4,0.2043312736348103,1909,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR4D11,2267,0.109155096410363,0.2605042014617612,0.0139617270283093,0.002549659057219,4.3e-05,19,2,CYS,Q8NGI4,-9.966,0.0,0.0006767749329892,Non-essential,86.7,6.1,2.3,0.2042043170329985,1910,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR6J1,2173,0.1124760171811676,0.2605042014617612,0.0242606357741578,0.0033204862140527,5.6e-05,15,10,TYR,Q8NGC5,-9.966,0.0,-0.1145576282116457,Non-essential,86.5,8.9,5.2,0.204171751008669,1911,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
GRIN2D,1527,0.1587332688635719,0.3277310921615705,0.0860287838051557,0.0061073228579899,0.000103,54,6,SER,O15399,-0.492,0.427,-0.0571983104692875,Non-essential,63.2,48.6,39.6,0.204139908922336,1912,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
FZD9,1889,0.1277231200862145,0.252100840124285,0.0492297959829195,0.0403794841387488,0.000681,33,13,LYS,O00144,-2.053,0.2,-0.0961803832005923,Non-essential,80.9,21.5,14.6,0.2041376140739168,1913,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2G6,2230,0.1104363904629793,0.2605042014617612,0.0185291791870947,0.0022531870738215,3.8e-05,14,6,TYR,Q5TZ20,-9.966,0.001,-0.1076321203787335,Non-essential,88.6,7.3,3.5,0.2040720620768454,1914,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR5AU1,1873,0.1285488304752283,0.2605042014617612,0.0533480942590542,0.0278090720426919,0.000469,18,10,TYR,Q8NGC0,-9.966,0.001,-0.1509998208830485,Non-essential,79.9,22.4,16.3,0.2040657620870529,1915,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
SLC22A15,1964,0.1239323359109895,0.201680672099428,0.1245737782698086,0.019626445300919,0.000331,19,12,TYR,Q8IZD6,0.19,0.556,-0.1674230766874829,Non-essential,83.0,17.6,7.7,0.2040382911274816,1916,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR9A4,2152,0.1140297057347937,0.2605042014617612,0.0269492329590384,0.0058108508745923,9.8e-05,18,6,CYS,Q8NGU2,-9.966,0.002,-0.0275382853142641,Non-essential,85.4,10.5,2.5,0.2038664914700241,1917,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
MC2R,2140,0.1143260203625094,0.2605042014617612,0.017263956982445,0.0164838422769048,0.000278,15,2,LYS,Q01718,-9.966,0.008,0.0888840210203372,Non-essential,85.4,10.8,6.1,0.2038134203264539,1918,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2Z1,2137,0.1146301198765682,0.2605042014617612,0.0323896884390321,0.0023717758671805,4e-05,14,6,SER,Q8NG97,-9.966,0.0,0.0053106349647312,Non-essential,85.2,11.1,3.8,0.2037668365881695,1919,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SIGLEC8,1697,0.1418689649791174,0.302521008149142,0.0085212715483156,0.0610139341832196,0.001029,7,3,TYR,Q9NYZ4,-1.026,0.34,-0.0879230535451777,Non-essential,73.8,34.5,28.9,0.2037661542850835,1920,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
ADAM15,1691,0.1423331085872146,0.2773109241367135,0.0985291791870947,0.0061666172546694,0.000104,41,4,TYR,Q13444,6.299,1.0,-0.0792599648382609,Non-essential,73.2,34.6,22.7,0.2036327725582907,1921,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
LRRN4,1646,0.146878612202943,0.3193277308240944,0.0426569666297643,0.0211680996145864,0.000357,23,5,TYR,Q8WUT4,-3.626,0.18,0.0773033772611277,Non-essential,69.4,39.1,33.9,0.2036209723495207,1922,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR11H6,2146,0.114183049878281,0.2605042014617612,0.0252664874268543,0.0080047435517343,0.000135,18,2,CYS,Q8NGC7,-9.966,0.0,-0.0495930018780907,Non-essential,86.8,10.9,7.6,0.2035942782562635,1923,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR10R2,1994,0.1217716277875595,0.2605042014617612,0.0337814328641467,0.0247850578120367,0.000418,16,9,CYS,Q8NGX6,-9.966,0.009,-0.0259083598312288,Non-essential,82.6,17.3,10.4,0.2035180931806622,1924,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR5A2,2225,0.1106093498643225,0.2605042014617612,0.019402182508303,0.0019567150904239,3.3e-05,16,9,CYS,Q8NGI9,-9.966,0.0,-0.0746131609166281,Non-essential,87.5,8.0,6.8,0.2035161949112981,1925,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
MFSD8,2037,0.1196331737813982,0.2184873947743803,0.1031915230112288,0.0042691965609249,7.2e-05,24,12,SER,Q8NHS3,2.342,0.991,0.0377506322555053,Non-essential,83.3,14.9,12.4,0.2034357680640715,1926,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
MCHR2,2259,0.1094013944374294,0.2605042014617612,0.0156128420053771,0.0017195375037058,2.9e-05,19,7,TYR,Q969V1,-9.966,0.01,0.131994292908766,Non-essential,88.9,7.1,0.9,0.2034095653888871,1927,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR2T4,2056,0.1187574881417063,0.2605042014617612,0.021540408034161,0.0269789504891787,0.000455,14,4,TYR,Q8NH00,-9.966,0.001,0.0275039013881368,Non-essential,84.1,14.9,13.5,0.2034063101424513,1928,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
TNFRSF4,1629,0.1484438376986822,0.3697478988489514,0.0018155938636723,0.0,0.0,3,3,CYS,P43489,1.683,0.868,-0.0219374378238977,Non-essential,77.0,41.5,20.9,0.203365663063051,1929,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OPRL1,1989,0.1222089354488892,0.2773109241367135,0.0310928356792661,0.0065223836347465,0.00011,15,2,TYR,P41146,-0.166,0.456,0.0174085281153632,Non-essential,82.3,18.1,11.6,0.2033626282763528,1930,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR8B8,2248,0.1096438658518895,0.2605042014617612,0.0167768464336549,0.0013637711236288,2.3e-05,13,3,TYR,Q15620,-9.966,0.0,0.0634545656254317,Non-essential,89.9,7.4,2.3,0.2033116249009373,1931,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OPCML,1946,0.1251607857381183,0.252100840124285,0.0039854499446465,0.0770827156833679,0.0013,7,1,LYS,Q14982,-4.293,0.126,0.0925839206142329,Non-essential,83.4,20.3,17.7,0.2032023354505033,1932,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PCDH9,1632,0.1481364795870211,0.2184873947743803,0.0088755337656175,0.1935962051586125,0.003265,16,1,LYS,Q9HC56,-2.826,0.157,0.0892182143642641,Non-essential,67.8,38.9,34.4,0.2031885229020906,1933,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR5T1,2155,0.1137662743184505,0.2605042014617612,0.0207939269334176,0.011088052179069,0.000187,12,7,CYS,Q8NG75,-9.966,0.0,-0.001210316849051,Non-essential,87.2,11.0,3.1,0.203146965289738,1934,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR9G1,2222,0.1107590530711572,0.2605042014617612,0.0200790763877906,0.0017788319003854,3e-05,16,8,TYR,Q8NH87,-9.966,0.001,-0.1014469091403718,Non-essential,85.9,8.5,1.6,0.2031409475836604,1935,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
CLDN9,1937,0.1256085580672024,0.2773109241367135,0.0080341609995255,0.0409131337088645,0.00069,5,2,LYS,O95484,-1.214,0.327,-0.0278646174444089,Non-essential,81.2,21.2,10.1,0.2030956471249472,1936,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR52E1,1958,0.1246806247674651,0.2605042014617612,0.0667214929622014,0.0015416543136673,2.6e-05,8,5,SER,Q8NGJ3,-9.966,0.0,,No data,86.5,5.2,0.6,0.2030422573305835,1937,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OPRK1,1833,0.1311011774280234,0.2436974787868088,0.0456049343665981,0.0664690186777349,0.001121,19,10,LYS,P41145,-6.506,0.086,0.068656810590033,Non-essential,79.5,25.3,13.9,0.2030126058364663,1938,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LIM2,2315,0.1066369281824163,0.2605042014617612,0.0058643049185513,0.0022531870738215,3.8e-05,4,1,SER,P55344,-9.966,0.02,0.0719831723100481,Non-essential,90.3,5.2,0.0,0.2030058435097096,1939,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR51E2,2285,0.1083830733793346,0.252100840124285,0.0220591491380673,0.0030833086273347,5.2e-05,14,6,SER,Q9H255,-3.816,0.101,0.0169609974264017,Non-essential,88.9,6.6,0.6,0.2029209084848502,1940,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PCDHB1,1949,0.1250986505453828,0.2605042014617612,0.0103621698560809,0.0592943966795137,0.001,19,3,TYR,Q9Y5F3,-6.506,0.002,-0.0406686078682751,Non-essential,80.1,20.8,17.2,0.202790612145515,1941,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
SIGLEC15,1764,0.1355032832183756,0.3361344534990467,0.0034983393958563,0.0,0.0,6,0,,Q6ZMC9,-1.639,0.259,-0.0208402179909416,Non-essential,78.4,30.8,23.5,0.2027216435736304,1942,0.0212,LYS,0.0446,HIS,0.0577,CYS,Traditional_Acrylamide
OR1N1,2232,0.1104308207470274,0.2605042014617612,0.0204080341609995,0.000355766380077,6e-06,16,3,TYR,Q8NGS0,-9.966,0.004,-0.0459132055590133,Non-essential,89.0,8.7,1.6,0.2026674206468855,1943,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR13C8,1977,0.123252392954413,0.2605042014617612,0.0493310137592914,0.0141713608064037,0.000239,15,9,TYR,Q8NGS7,-9.966,0.0,-0.1295877139099027,Non-essential,83.7,19.4,5.3,0.2026520641530402,1944,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
TMEM9,1627,0.1488993176923561,0.3697478988489514,0.0033338605092519,0.0,0.0,4,0,,Q9P0T7,6.538,1.0,0.0178313405755756,Non-essential,72.8,42.6,8.7,0.2026452297244459,1945,0.0212,LYS,0.0446,HIS,0.0577,CYS,Traditional_Acrylamide
OR5L1,1936,0.125615019873422,0.2605042014617612,0.0254246402024355,0.0459531574266231,0.000775,17,7,LYS,Q8NGL2,-9.966,0.0,,No data,89.2,6.4,1.3,0.202620919918881,1946,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC7A10,2118,0.1153741900986724,0.2436974787868088,0.0168401075438873,0.0428105544026089,0.000722,20,3,LYS,Q9NS82,-4.035,0.123,-0.0721476640424711,Non-essential,83.4,12.6,10.7,0.2026067830620071,1947,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
VSTM4,1605,0.1505059213795979,0.1848739494244757,0.0060920449153882,0.2490957604506374,0.004201,7,4,LYS,Q8IW00,1.401,0.763,0.0160605444302633,Non-essential,74.9,40.9,19.1,0.2026028336400728,1948,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SSTR4,1803,0.1335813791416694,0.2605042014617612,0.0914692392851494,0.006463089238067,0.000109,16,7,SER,P31391,-9.966,0.002,0.0760194113876148,Non-essential,77.6,28.1,23.7,0.2025595526424205,1949,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR51V1,2157,0.1136138146676872,0.2605042014617612,0.0287648268227107,0.0026089534538986,4.4e-05,20,4,SER,Q9H2C8,-9.966,0.0,-0.0888699054628424,Non-essential,87.5,11.5,5.9,0.2025199155807687,1950,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CNNM3,1599,0.1510093400809497,0.2857142854741897,0.0581369603036533,0.0642751260005929,0.001084,34,14,CYS,Q8NE01,3.691,0.999,-0.0623215003415694,Non-essential,66.7,43.1,31.1,0.2025030214920279,1951,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
OR11L1,2251,0.1095097746168214,0.2605042014617612,0.0118235015024513,0.0058701452712718,9.9e-05,12,5,LYS,Q8NGX0,-9.966,0.0,0.1150571093836367,Non-essential,88.5,8.1,1.9,0.2024998822050472,1952,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ALPL,2255,0.1094413669527826,0.2689075627992374,0.0056681954768306,0.0005929439667951,1e-05,22,2,TYR,P05186,2.755,0.957,0.0159879895765348,Non-essential,93.3,8.2,6.3,0.2024829318406395,1953,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
HTR3A,2001,0.121188297379956,0.2689075627992374,0.0129242448204966,0.0324933293803735,0.000548,22,3,TYR,P46098,-3.816,0.152,0.1467414952923196,Non-essential,82.6,18.0,10.3,0.2024720405299506,1954,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
HLA-DOB,1986,0.1226058747657827,0.302521008149142,0.0012335916495334,0.0040913133708864,6.9e-05,3,1,SER,P13765,0.949,0.685,-0.0401415165419386,Non-essential,87.1,19.8,5.5,0.2024135791073046,1955,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10Q1,2271,0.1089629949435182,0.2605042014617612,0.0141515103590067,0.0017195375037058,2.9e-05,14,7,CYS,Q8NGQ4,-9.966,0.002,0.0413772561481093,Non-essential,86.5,7.8,3.1,0.2023442324772945,1956,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
SLAMF6,1757,0.1359701502118913,0.3361344534990467,0.0050545627075755,0.0,0.0,7,0,,Q96DU3,0.001,0.501,0.0268201600673222,Non-essential,77.2,31.6,25.9,0.2023106994015602,1957,0.0212,LYS,0.0446,HIS,0.0577,CYS,Traditional_Acrylamide
LRFN3,1796,0.1339718930867797,0.2773109241367135,0.0477115293373398,0.0291135487696412,0.000491,19,6,TYR,Q9BTN0,3.197,0.991,-0.0789217242257128,Non-essential,77.4,29.0,21.3,0.202265092974595,1958,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
NPFFR1,1800,0.1337848759066539,0.2689075627992374,0.0613759291475565,0.0260302401423065,0.000439,20,9,TYR,Q9GZQ6,-4.293,0.043,-0.0226720127159789,Non-essential,77.6,28.8,25.6,0.2021691893021988,1959,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
FFAR4,1874,0.1284981056307834,0.2857142854741897,0.0472560493436659,0.000118588793359,2e-06,17,1,SER,Q5NUL3,-2.053,0.131,-0.0874885194124865,Non-essential,79.3,24.7,16.3,0.2021436594502226,1960,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TAAR5,2182,0.1120818428861185,0.2605042014617612,0.0244883757709947,0.0017788319003854,3e-05,18,5,TYR,O14804,-9.966,0.0,0.0630390190881163,Non-essential,85.2,10.7,6.8,0.2020432724294614,1961,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
GPR26,2329,0.1059346046699398,0.2436974787868088,0.018105329748537,0.0100800474355173,0.00017,13,7,LYS,Q8NDV2,-9.966,0.018,-0.0377817665639091,Non-essential,91.0,5.3,3.6,0.2020404618713966,1962,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR1F2P,1792,0.1341583485997099,0.2605042014617612,0.0574600664241657,0.0423954936258523,0.000715,16,3,TYR,Q96R84,-9.966,0.0,,No data,83.7,14.1,2.2,0.2020403605241209,1963,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
TMEM140,2185,0.1119995005230935,0.2689075627992374,0.0083251621065949,0.006463089238067,0.000109,6,1,SER,Q9NV12,3.808,0.999,0.0270504781915447,Non-essential,87.1,10.8,5.4,0.2020147098158985,1964,0.0424,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR52,1955,0.124747800781012,0.252100840124285,0.0139933575834255,0.0656981915209012,0.001108,20,6,TYR,Q9Y2T5,-9.966,0.005,0.0604555488720576,Non-essential,81.8,21.3,13.0,0.2018581813195814,1965,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
SIGLEC1,1920,0.1264036278472008,0.2605042014617612,0.0616732563656492,0.0123332345093388,0.000208,74,2,TYR,Q9BZZ2,1.015,0.71,-0.06864972724308,Non-essential,76.6,22.9,7.4,0.2017780932303634,1966,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR14K1,2076,0.1178264385788396,0.2605042014617612,0.0377668828087932,0.0076489771716572,0.000129,17,6,TYR,Q8NGZ2,-9.966,0.0,0.1349834280751383,Non-essential,83.5,15.9,2.2,0.201630435506729,1967,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
OR8A1,2122,0.1152211556947256,0.2605042014617612,0.0322252095524276,0.004506374147643,7.6e-05,13,5,TYR,Q8NGG7,-9.966,0.002,-0.276915409141131,Non-essential,87.0,13.8,7.1,0.201559366436634,1968,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
CRTAM,1649,0.1465903500054489,0.302521008149142,0.0141198798038905,0.0711532760154165,0.0012,9,6,CYS,O95727,-1.43,0.236,-0.0028027975567895,Non-essential,73.5,40.7,28.2,0.2015006418070264,1969,0.0865,CYS,0.0893,HIS,0.2885,CYS,Traditional_Acrylamide
CDH2,1879,0.1283031305497941,0.2605042014617612,0.031776055669777,0.0485621108805217,0.000819,23,3,TYR,P19022,1.064,0.621,-0.0785570342222286,Non-essential,79.4,24.8,17.3,0.2014610121491911,1970,0.0424,LYS,0.1363,TYR,0.1154,CYS,SuFEx_CTR
