gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank
MC5R,1869,0.1286056816389312,0.2605042014617612,0.0486161632136644,0.0327305069670916,0.000552,15,9,CYS,P33032,-9.966,0.017,0.07843508210309391,Non-essential,82.6,18.8,12.6,0.2077131380568054,1826
C5AR2,1910,0.1269954539151788,0.2436974787868088,0.082853076071485,0.0155351319300326,0.000262,13,9,TYR,Q9P296,-0.997,0.3,0.04157994472779375,Non-essential,86.5,17.2,3.9,0.2076911695757625,1827
P2RX2,1781,0.1348833268325545,0.2436974787868088,0.0110137592914755,0.1136673584346279,0.001917,21,5,LYS,Q9UBL9,-5.012,0.092,-0.1263173183115251,Non-essential,79.9,23.8,17.0,0.20766439700690892,1828
NRROS,1829,0.1315393072655382,0.2857142854741897,0.0307702040170805,0.0267417729024607,0.000451,38,3,CYS,Q86YC3,1.345,0.83,-0.044655649378748205,Non-essential,83.3,21.8,6.8,0.2075779941458517,1829
SSTR3,1663,0.1454268313388922,0.2689075627992374,0.099174442511466,0.0270382448858582,0.000456,15,12,TYR,P32745,-4.608,0.06,-0.013382695987164451,Non-essential,74.6,33.3,24.4,0.20737081882906416,1830
ITGAM,2096,0.1164766458536891,0.2605042014617612,0.0266266012968527,0.0142899495997628,0.000241,54,7,TYR,P11215,1.642,0.817,-0.02746872336317,Non-essential,86.3,9.1,3.5,0.20730560823577032,1831
OR4X1,2268,0.1091228951361289,0.2605042014617612,0.0148030997944013,0.0016009487103468,2.7e-05,15,5,CYS,Q8NH49,-9.966,0.0,-0.09098637755153716,Non-essential,88.0,3.0,1.0,0.20727748263780343,1832
SLC2A6,1944,0.1251783928789855,0.2857142854741897,0.0300237229163371,0.0062852060480284,0.000106,24,4,SER,Q9UGQ3,1.59,0.859,0.0010011702030081,Non-essential,81.6,16.8,10.8,0.2072772321570578,1833
OR4A16,2128,0.1149504384664963,0.2605042014617612,0.0198197058358374,0.0160094871034687,0.00027,16,6,CYS,Q8NH70,-9.966,0.001,-0.0315936709204145,Non-essential,85.9,7.9,2.4,0.20723376874644295,1834
SLC38A9,1742,0.1375579008828042,0.2941176468116659,0.0548663609046338,0.0115031129558256,0.000194,22,8,TYR,Q8NBW4,2.846,0.997,0.06202197120506915,Non-essential,76.5,27.3,15.9,0.20723354484919793,1835
SCN2B,1832,0.1312104080612573,0.2268907561118565,0.0022647477463229,0.1325822709753928,0.002236,3,3,CYS,O60939,-3.458,0.158,0.1383856458680669,Non-essential,85.8,20.9,3.3,0.20722351931957872,1836
PCDHB9,1927,0.1259023655034725,0.3109243694866181,0.0032705993990194,0.0018381262970649,3.1e-05,22,1,SER,Q9Y5E1,0.276,0.556,0.23937057869243938,Non-essential,81.6,17.9,15.6,0.20720071074433744,1837
PILRA,1426,0.1685794268255155,0.252100840124285,0.0070599399019452,0.2187370293507263,0.003689,6,5,LYS,Q9UKJ1,2.799,0.977,-0.10114582451375495,Non-essential,69.5,52.5,36.0,0.20718453635666761,1838
OR5B21,2164,0.113204250086707,0.2605042014617612,0.0221224102482998,0.0078861547583753,0.000133,17,4,TYR,A6NL26,-9.966,0.0,-0.05381110431623495,Non-essential,88.9,6.5,0.6,0.20717861176328523,1839
OR4C6,2294,0.1081363402788952,0.2605042014617612,0.0127597659338921,0.000355766380077,6e-06,12,5,TYR,Q8NH72,-9.966,0.002,-0.0161202755781009,Non-essential,90.2,2.3,1.0,0.20715535359010873,1840
OR6M1,2211,0.1111212826623808,0.2605042014617612,0.0209900363751383,0.0020753038837829,3.5e-05,18,5,SER,Q8NGM8,-9.966,0.0,0.045896104809949254,Non-essential,91.0,4.8,1.0,0.20714280557634673,1841
OR13H1,2136,0.114662219310355,0.2605042014617612,0.0336232800885655,0.0012451823302697,2.1e-05,13,9,SER,Q8NG92,-9.966,0.001,-0.036198324658682404,Non-essential,87.3,7.8,2.9,0.20709358611632522,1842
OR1E1,2114,0.1155296709205524,0.2605042014617612,0.0314154673414518,0.0063445004447079,0.000107,16,6,TYR,P30953,-9.966,0.001,0.028337364363692552,Non-essential,88.5,8.6,2.2,0.20701646245815636,1843
OR10H4,2126,0.1150410871549793,0.2605042014617612,0.031447097896568,0.0046842573376815,7.9e-05,11,7,TYR,Q8NGA5,-9.966,0.0,0.0005819130132108999,Non-essential,86.9,8.2,1.9,0.2070093093201788,1844
OR5F1,2147,0.1141747417233416,0.2605042014617612,0.0287964573778269,0.0044470797509635,7.5e-05,10,9,SER,O95221,-9.966,0.0,-0.10850819394065456,Non-essential,89.2,7.6,1.9,0.20688735479381404,1845
OR1J1,2029,0.1199022130292564,0.2605042014617612,0.0340724339712162,0.0182626741772902,0.000308,17,6,TYR,Q8NGS3,-9.966,0.0,-0.02836851909355885,Non-essential,87.7,12.4,2.8,0.20686024754874305,1846
OR4C13,2243,0.109924457664921,0.2605042014617612,0.0169413253202593,0.0021345982804624,3.6e-05,17,4,SER,Q8NGP0,-9.966,0.0,-0.01868237563621825,Non-essential,88.2,4.2,1.3,0.20674545141179684,1847
OR51M1,2130,0.1149270534241291,0.2605042014617612,0.0321935789973114,0.0035576638007708,6e-05,12,3,SER,Q9H341,-9.966,0.0,-0.1538932902070131,Non-essential,86.5,8.6,6.7,0.20651428121113696,1848
XPNPEP2,2116,0.1154479220232428,0.2100840334369042,0.0966503242131899,0.0080640379484138,0.000136,16,7,TYR,O43895,-2.388,0.182,0.11480406075202615,Non-essential,91.6,8.2,7.7,0.2065080022433174,1849
FZD3,1695,0.1421029903883089,0.302521008149142,0.0292835679266171,0.0410317225022235,0.000692,24,7,TYR,Q9NPG1,0.927,0.741,-0.00590710697404415,Non-essential,75.5,32.0,25.2,0.20646117545940984,1850
CD8A,1690,0.142518247620101,0.352941176173999,0.0009742210975802,0.0034983694040913,5.9e-05,4,2,SER,P01732,1.71,0.789,0.010962739749849,Non-essential,78.2,33.2,14.5,0.20644755928631753,1851
OR8D4,2215,0.1109984056922523,0.2605042014617612,0.0206990352680689,0.0019567150904239,3.3e-05,13,4,CYS,Q8NGM9,-9.966,0.0,0.0337696783125985,Non-essential,90.4,5.4,1.3,0.2064404081012396,1852
P2RX6,1915,0.1267207210258816,0.2100840334369042,0.0127913964890083,0.1294989623480581,0.002184,15,4,LYS,O15547,-2.466,0.192,0.058556461035656704,Non-essential,82.9,17.7,12.0,0.20640200141218307,1853
NMUR1,1856,0.1296202412142309,0.2436974787868088,0.0965238019927249,0.0106136970056329,0.000179,19,7,TYR,Q9HB89,-2.548,0.091,-0.0125223892779193,Non-essential,80.6,20.7,17.4,0.20637849232497257,1854
OR52N5,2068,0.1181088483282526,0.2605042014617612,0.0439854499446465,0.0023717758671805,4e-05,18,4,TYR,Q8NH56,-9.966,0.0,0.0728857387467044,Non-essential,85.5,11.4,5.2,0.2063657769645732,1855
SLC5A10,2177,0.1122756003863944,0.252100840124285,0.0324845801043808,0.0056329676845538,9.5e-05,28,12,SER,A0PJK1,-3.626,0.109,0.05876797878243225,Non-essential,87.8,6.4,3.7,0.2063646809907334,1856
CD226,1835,0.1309935057686267,0.2689075627992374,0.0064146765775739,0.0716869255855321,0.001209,9,4,LYS,Q15762,-1.181,0.245,0.1693734172518084,Non-essential,82.7,22.3,6.0,0.20634304752050958,1857
CHRNE,1842,0.1305106828834033,0.2436974787868088,0.0104317570773367,0.0996738808182626,0.001681,25,2,LYS,Q04844,-1.056,0.209,-0.07224646296141846,Non-essential,80.7,21.5,4.7,0.20632052704928294,1858
OR10P1,2208,0.1112947861505334,0.2605042014617612,0.0229321524592756,0.0007115327601541,1.2e-05,14,4,TYR,Q8NGE3,-9.966,0.0,-0.09249465604460115,Non-essential,88.2,5.8,1.9,0.20628739181647388,1859
OR5M10,2174,0.1123732247226684,0.2605042014617612,0.019174442511466,0.0080640379484138,0.000136,21,5,LYS,Q6IEU7,-9.966,0.0,0.0310815380676503,Non-essential,89.0,6.7,3.8,0.20628609062658637,1860
OR1G1,2049,0.1192539496315993,0.2605042014617612,0.0477431598924561,0.00243107026386,4.1e-05,13,4,SER,P47890,-9.966,0.0,-0.02800032276902885,Non-essential,84.0,12.5,2.9,0.20622002805069545,1861
OR2G3,2229,0.110454466298384,0.2605042014617612,0.019300964731931,0.0015416543136673,2.6e-05,16,7,TYR,Q8NGZ4,-9.966,0.001,0.0016649625225637998,Non-essential,90.7,5.2,2.6,0.20618712527301597,1862
FKRP,2234,0.1103920026604127,0.2268907561118565,0.0618946702514629,0.0035576638007708,6e-05,16,2,TYR,Q9H9S5,2.907,0.998,-0.00644539158162515,Non-essential,93.9,4.6,3.2,0.2061748481522082,1863
OR5K2,2162,0.1132710146583659,0.2605042014617612,0.0275628657282935,0.0026682478505781,4.5e-05,16,7,CYS,Q8NHB8,-5.574,0.0,-0.1292832078194766,Non-essential,88.9,7.6,1.3,0.20613424890633436,1864
HTR3D,1375,0.174451692037066,0.2605042014617612,0.1440392218883441,0.0901274829528609,0.00152,24,14,CYS,Q70Z44,-9.966,0.0,-0.01787254337558885,Non-essential,63.4,58.6,26.2,0.2061181467219177,1865
RAET1G,1528,0.1585481678081486,0.2689075627992374,0.0403922188834414,0.1295582567447376,0.002185,16,3,CYS,Q6H3X3,-0.941,0.335,-0.0267212253995322,Non-essential,70.0,45.5,34.4,0.20610526588677786,1866
CDH6,1801,0.1337475191716279,0.2605042014617612,0.0423343349675786,0.0561517936554995,0.000947,27,3,TYR,P55285,0.445,0.599,0.0074681254562414,Non-essential,78.7,24.7,18.0,0.20609800266738593,1867
OR51G2,2197,0.1117579283718901,0.2605042014617612,0.0219263008065791,0.0032611918173732,5.5e-05,12,4,SER,Q8NGK0,-9.966,0.0,0.042450338752318406,Non-essential,87.3,6.4,4.1,0.2060733436676045,1868
OR2J1,2180,0.1121162295100603,0.2605042014617612,0.0244251146607622,0.0019567150904239,3.3e-05,14,7,TYR,Q9GZK6,-9.966,0.0,0.17198757937461223,Non-essential,89.4,6.7,3.5,0.20607192794941293,1869
OR1S1,1756,0.1360999299746112,0.2605042014617612,0.0508872370710105,0.0554402608953453,0.000935,17,6,LYS,Q8NH92,-9.966,0.0,,No data,86.3,11.7,5.5,0.20605834500320536,1870
OR2AE1,2062,0.1185358698247923,0.2605042014617612,0.041910485529021,0.0058701452712718,9.9e-05,21,10,CYS,Q8NHA4,-9.966,0.0,-0.0721809651280869,Non-essential,86.3,12.1,2.5,0.20602162821168962,1871
OR2D2,2270,0.1090379748321399,0.2605042014617612,0.0146386209077969,0.0014823599169878,2.5e-05,17,4,CYS,Q9H210,-9.966,0.0,-0.043029847356140155,Non-essential,87.5,4.2,1.6,0.2060067157178126,1872
OR5M1,2231,0.1104358553786405,0.2605042014617612,0.0139617270283093,0.006818855618144,0.000115,18,5,LYS,Q8NGP8,-9.966,0.0,-0.030074373451861203,Non-essential,89.8,5.4,3.2,0.20597161617322973,1873
OR5I1,2292,0.1081535845110897,0.2605042014617612,0.0116906531709631,0.0014823599169878,2.5e-05,16,4,CYS,Q13606,-9.966,0.0,0.09347379276268335,Non-essential,89.3,3.5,1.6,0.20596972378360417,1874
MRGPRG,2153,0.1138873153472565,0.2605042014617612,0.0220275185829511,0.0102579306255558,0.000173,11,5,TYR,Q86SM5,-9.966,0.0,0.12279478334418664,Non-essential,86.1,8.3,5.5,0.20594783281374313,1875
GPR20,1812,0.1327076552016869,0.252100840124285,0.0203068163846275,0.0859175807886154,0.001449,12,3,CYS,Q99678,-3.308,0.056,-0.0826450807020082,Non-essential,78.9,24.0,20.1,0.2057913933368105,1876
EFNB2,1516,0.1595839453572483,0.302521008149142,0.0077431598924561,0.120841980432849,0.002038,9,7,LYS,P52799,3.547,0.975,0.08547085634627795,Non-essential,70.8,47.4,32.1,0.20562863793352598,1877
SIRPB1,1952,0.124930853353266,0.302521008149142,0.0073825715641309,0.0056922620812333,9.6e-05,10,2,SER,Q5TFQ8,0.288,0.56,0.1622289962481708,Non-essential,85.1,18.6,9.3,0.20555106126354078,1878
OR1A1,2221,0.1107616896696975,0.2605042014617612,0.0205029258263482,0.0013637711236288,2.3e-05,19,5,SER,Q9P1Q5,-9.966,0.0,-0.02105341531489285,Non-essential,89.2,6.1,2.6,0.20554314474911067,1879
LRRC19,1615,0.1500975126220281,0.2773109241367135,0.0064146765775739,0.1241624666469018,0.002094,8,2,LYS,Q9H756,-4.608,0.141,0.12782313064035686,Non-essential,74.5,39.2,30.0,0.20550310925396864,1880
SIGLEC6,1693,0.1421814685858192,0.252100840124285,0.0056365649217143,0.1321672101986362,0.002229,12,3,LYS,O43699,-2.932,0.11,-0.0009293439000063,Non-essential,77.3,32.2,17.2,0.20548623782358738,1881
OR5D13,1828,0.1316908338971986,0.2605042014617612,0.0405187411039063,0.0511117699377408,0.000862,12,7,CYS,Q8NGL4,-9.966,0.0,,No data,88.7,8.6,3.8,0.20548409827202818,1882
KIRREL3,1645,0.1469121481002615,0.252100840124285,0.0119183931678,0.1416543136673584,0.002389,13,3,CYS,Q8IZU9,-1.806,0.185,0.103982576701313,Non-essential,72.4,36.2,33.7,0.20542847075228937,1883
GPBAR1,1894,0.1274295475564491,0.2352941174493327,0.059275660287838,0.0517640083012155,0.000873,16,11,TYR,Q8TDU6,-0.913,0.268,-0.09600212703818214,Non-essential,80.4,19.7,8.5,0.20541285825452982,1884
GPR25,1911,0.1269924354089792,0.302521008149142,0.0188201802941641,0.0011265935369107,1.9e-05,20,4,SER,O00155,-5.012,0.038,-0.02817203198249775,Non-essential,82.4,20.5,14.1,0.20536904630996844,1885
TNFSF4,1947,0.1251174941175952,0.3109243694866181,0.0024924877431598,0.0,0.0,3,2,CYS,P23510,0.152,0.543,0.0293993274348872,Non-essential,84.8,19.1,9.3,0.2053466512561063,1886
CLDN22,2043,0.119463035946958,0.2605042014617612,0.0097801676419421,0.041091016898903,0.000693,7,3,LYS,Q8N7P3,-9.966,0.056,0.0888077623356075,Non-essential,86.6,13.6,4.1,0.2052942666468277,1887
OR4D6,2233,0.1104249106251607,0.2605042014617612,0.0170678475407243,0.0036762525941298,6.2e-05,14,3,CYS,Q8NGJ1,-9.966,0.0,0.18987910039057898,Non-essential,88.5,6.1,2.5,0.20526249554532994,1888
GCGR,1938,0.1254889478719657,0.2436974787868088,0.0326490589909852,0.0607174621998221,0.001024,19,5,LYS,P47871,-4.608,0.105,0.0448074677142211,Non-essential,81.9,18.4,10.7,0.2052357478730849,1889
OR10C1,2213,0.1111024990077351,0.2605042014617612,0.0202751858295113,0.0027275422472576,4.6e-05,13,4,TYR,Q96KK4,-9.966,0.0,-0.27847051367196984,Non-essential,86.8,6.7,2.2,0.20522715253080864,1890
SLC5A5,1904,0.1271411785892997,0.2773109241367135,0.0477115293373398,0.0063445004447079,0.000107,22,5,SER,Q92911,-4.608,0.088,-0.1637821281361443,Non-essential,81.3,20.4,16.3,0.20517283089336164,1891
OR7C2,2175,0.1123503089340747,0.2605042014617612,0.0241973746639253,0.0029647198339756,5e-05,17,4,CYS,O60412,-9.966,0.0,-0.1854315185742633,Non-essential,88.5,7.8,2.2,0.20516699413609163,1892
OR8D1,2264,0.1092292756417667,0.2605042014617612,0.0130823975960778,0.0036762525941298,6.2e-05,12,3,TYR,Q8WZ84,-9.966,0.001,0.04377441448829135,Non-essential,90.9,5.2,2.3,0.2051661330591683,1893
KIR2DL4,1584,0.1528592404380536,0.2773109241367135,0.0178143286414676,0.1219685739697598,0.002057,11,1,CYS,Q99706,-2.826,0.095,0.023857047531475252,Non-essential,70.0,41.9,32.4,0.20510454910065656,1894
OR2J2,2196,0.1117717882378406,0.2605042014617612,0.0235141546734145,0.0017195375037058,2.9e-05,14,5,CYS,O76002,-9.966,0.0,-0.03840243793358995,Non-essential,89.3,7.4,3.8,0.20508489355589649,1895
PODXL2,1227,0.1896054101862681,0.4453781508862369,0.0311244662343824,0.0070560332048621,0.000119,8,2,SER,Q9NZ53,4.131,0.919,0.0112213879361523,Non-essential,54.4,75.4,57.7,0.20502747766999402,1896
OR1S2,1827,0.131824372042987,0.2605042014617612,0.0479013126680373,0.0441743255262377,0.000745,17,6,LYS,Q8NGQ3,-9.966,0.0,,No data,86.4,9.2,0.3,0.20499538006018517,1897
LAIR1,1518,0.159317378827144,0.3361344534990467,0.0005187411039063,0.0823599169878446,0.001389,3,2,LYS,Q6GTX8,3.418,0.974,-0.1429673708415628,Non-essential,71.4,48.4,26.8,0.20496672324760407,1898
LYPD5,1853,0.129886912950454,0.3109243694866181,0.017263956982445,0.0011265935369107,1.9e-05,10,2,SER,Q6UWN5,0.873,0.708,0.059737387317667145,Non-essential,84.0,23.5,5.2,0.20492116695015528,1899
ASIC5,2006,0.1209092468188571,0.2605042014617612,0.0155495808951447,0.0401423065520308,0.000677,24,4,LYS,Q9NY37,-9.966,0.001,0.10925939032353879,Non-essential,84.5,15.2,6.7,0.2048994423734103,1900
OR10V1,2274,0.1088088191968207,0.2605042014617612,0.0139933575834255,0.0013637711236288,2.3e-05,18,5,CYS,Q8NGI7,-9.966,0.0,-0.0274726509184361,Non-essential,88.5,5.2,2.3,0.20481575268837998,1901
PVR,1932,0.1257183721696356,0.2941176468116659,0.0060920449153882,0.0208123332345093,0.000351,4,1,TYR,P15151,3.911,0.999,-0.046272345987982896,Non-essential,84.9,19.9,11.8,0.20476727092155744,1902
OR9Q2,2169,0.1127763350949726,0.2605042014617612,0.0214075597026727,0.0071746219982211,0.000121,15,4,TYR,Q8NGE9,-9.966,0.0,0.0240492000831769,Non-essential,85.2,8.6,2.2,0.20472201593683986,1903
OR4C45,1985,0.1228078408345867,0.2605042014617612,0.0262660129685275,0.0357545211977468,0.000603,12,6,CYS,A6NMZ5,-9.966,0.0,,No data,88.0,2.0,0.3,0.20468160405318497,1904
RNF167,1740,0.1376591637670134,0.2773109241367135,0.0202751858295113,0.0688407945449155,0.001161,8,1,LYS,Q9H6Y7,6.673,1.0,0.08237873613812094,Non-essential,78.4,29.7,21.1,0.20463781854145646,1905
OPN1LW,1968,0.1238156522125747,0.2605042014617612,0.0305740945753597,0.0348058108508745,0.000587,14,7,TYR,P04000,-9.966,0.002,0.0285926598107967,Non-essential,82.2,17.9,14.6,0.20462144686817496,1906
OR5K1,2205,0.1113983353792069,0.2605042014617612,0.021439190257789,0.002549659057219,4.3e-05,18,5,CYS,Q8NHB7,-9.966,0.0,0.0353918135403617,Non-essential,89.5,7.8,1.3,0.20437368284036844,1907
CD300LF,1514,0.1596836517876011,0.3949579828613799,0.0056681954768306,0.0,0.0,3,0,,Q8TDQ1,0.576,0.636,0.00657527835821235,Non-essential,72.5,50.3,25.5,0.2043523428706906,1908
MYADM,2082,0.1174193771057876,0.2689075627992374,0.0067056776846433,0.0261488289356655,0.000441,11,2,TYR,Q96S97,5.512,0.999,-0.0821217069632445,Non-essential,85.7,13.0,8.4,0.2043312736348103,1909
OR4D11,2267,0.109155096410363,0.2605042014617612,0.0139617270283093,0.002549659057219,4.3e-05,19,2,CYS,Q8NGI4,-9.966,0.0,0.00067677493298925,Non-essential,86.7,6.1,2.3,0.20420431703299852,1910
OR6J1,2173,0.1124760171811676,0.2605042014617612,0.0242606357741578,0.0033204862140527,5.6e-05,15,10,TYR,Q8NGC5,-9.966,0.0,-0.1145576282116457,Non-essential,86.5,8.9,5.2,0.20417175100866908,1911
GRIN2D,1527,0.1587332688635719,0.3277310921615705,0.0860287838051557,0.0061073228579899,0.000103,54,6,SER,O15399,-0.492,0.427,-0.0571983104692875,Non-essential,63.2,48.6,39.6,0.20413990892233608,1912
FZD9,1889,0.1277231200862145,0.252100840124285,0.0492297959829195,0.0403794841387488,0.000681,33,13,LYS,O00144,-2.053,0.2,-0.09618038320059236,Non-essential,80.9,21.5,14.6,0.20413761407391684,1913
OR2G6,2230,0.1104363904629793,0.2605042014617612,0.0185291791870947,0.0022531870738215,3.8e-05,14,6,TYR,Q5TZ20,-9.966,0.001,-0.1076321203787335,Non-essential,88.6,7.3,3.5,0.20407206207684547,1914
OR5AU1,1873,0.1285488304752283,0.2605042014617612,0.0533480942590542,0.0278090720426919,0.000469,18,10,TYR,Q8NGC0,-9.966,0.001,-0.15099982088304853,Non-essential,79.9,22.4,16.3,0.20406576208705296,1915
SLC22A15,1964,0.1239323359109895,0.201680672099428,0.1245737782698086,0.019626445300919,0.000331,19,12,TYR,Q8IZD6,0.19,0.556,-0.16742307668748296,Non-essential,83.0,17.6,7.7,0.20403829112748167,1916
OR9A4,2152,0.1140297057347937,0.2605042014617612,0.0269492329590384,0.0058108508745923,9.8e-05,18,6,CYS,Q8NGU2,-9.966,0.002,-0.0275382853142641,Non-essential,85.4,10.5,2.5,0.2038664914700241,1917
MC2R,2140,0.1143260203625094,0.2605042014617612,0.017263956982445,0.0164838422769048,0.000278,15,2,LYS,Q01718,-9.966,0.008,0.08888402102033724,Non-essential,85.4,10.8,6.1,0.2038134203264539,1918
OR2Z1,2137,0.1146301198765682,0.2605042014617612,0.0323896884390321,0.0023717758671805,4e-05,14,6,SER,Q8NG97,-9.966,0.0,0.00531063496473125,Non-essential,85.2,11.1,3.8,0.20376683658816958,1919
SIGLEC8,1697,0.1418689649791174,0.302521008149142,0.0085212715483156,0.0610139341832196,0.001029,7,3,TYR,Q9NYZ4,-1.026,0.34,-0.08792305354517775,Non-essential,73.8,34.5,28.9,0.2037661542850835,1920
ADAM15,1691,0.1423331085872146,0.2773109241367135,0.0985291791870947,0.0061666172546694,0.000104,41,4,TYR,Q13444,6.299,1.0,-0.07925996483826095,Non-essential,73.2,34.6,22.7,0.20363277255829076,1921
LRRN4,1646,0.146878612202943,0.3193277308240944,0.0426569666297643,0.0211680996145864,0.000357,23,5,TYR,Q8WUT4,-3.626,0.18,0.07730337726112775,Non-essential,69.4,39.1,33.9,0.2036209723495207,1922
OR11H6,2146,0.114183049878281,0.2605042014617612,0.0252664874268543,0.0080047435517343,0.000135,18,2,CYS,Q8NGC7,-9.966,0.0,-0.04959300187809075,Non-essential,86.8,10.9,7.6,0.20359427825626358,1923
OR10R2,1994,0.1217716277875595,0.2605042014617612,0.0337814328641467,0.0247850578120367,0.000418,16,9,CYS,Q8NGX6,-9.966,0.009,-0.025908359831228897,Non-essential,82.6,17.3,10.4,0.20351809318066227,1924
OR5A2,2225,0.1106093498643225,0.2605042014617612,0.019402182508303,0.0019567150904239,3.3e-05,16,9,CYS,Q8NGI9,-9.966,0.0,-0.07461316091662815,Non-essential,87.5,8.0,6.8,0.20351619491129813,1925
MFSD8,2037,0.1196331737813982,0.2184873947743803,0.1031915230112288,0.0042691965609249,7.2e-05,24,12,SER,Q8NHS3,2.342,0.991,0.03775063225550535,Non-essential,83.3,14.9,12.4,0.20343576806407154,1926
MCHR2,2259,0.1094013944374294,0.2605042014617612,0.0156128420053771,0.0017195375037058,2.9e-05,19,7,TYR,Q969V1,-9.966,0.01,0.131994292908766,Non-essential,88.9,7.1,0.9,0.20340956538888716,1927
OR2T4,2056,0.1187574881417063,0.2605042014617612,0.021540408034161,0.0269789504891787,0.000455,14,4,TYR,Q8NH00,-9.966,0.001,0.02750390138813685,Non-essential,84.1,14.9,13.5,0.20340631014245136,1928
TNFRSF4,1629,0.1484438376986822,0.3697478988489514,0.0018155938636723,0.0,0.0,3,3,CYS,P43489,1.683,0.868,-0.02193743782389775,Non-essential,77.0,41.5,20.9,0.20336566306305104,1929
OPRL1,1989,0.1222089354488892,0.2773109241367135,0.0310928356792661,0.0065223836347465,0.00011,15,2,TYR,P41146,-0.166,0.456,0.01740852811536325,Non-essential,82.3,18.1,11.6,0.20336262827635287,1930
OR8B8,2248,0.1096438658518895,0.2605042014617612,0.0167768464336549,0.0013637711236288,2.3e-05,13,3,TYR,Q15620,-9.966,0.0,0.06345456562543175,Non-essential,89.9,7.4,2.3,0.20331162490093735,1931
OPCML,1946,0.1251607857381183,0.252100840124285,0.0039854499446465,0.0770827156833679,0.0013,7,1,LYS,Q14982,-4.293,0.126,0.09258392061423296,Non-essential,83.4,20.3,17.7,0.20320233545050337,1932
PCDH9,1632,0.1481364795870211,0.2184873947743803,0.0088755337656175,0.1935962051586125,0.003265,16,1,LYS,Q9HC56,-2.826,0.157,0.0892182143642641,Non-essential,67.8,38.9,34.4,0.2031885229020906,1933
OR5T1,2155,0.1137662743184505,0.2605042014617612,0.0207939269334176,0.011088052179069,0.000187,12,7,CYS,Q8NG75,-9.966,0.0,-0.001210316849051,Non-essential,87.2,11.0,3.1,0.20314696528973808,1934
OR9G1,2222,0.1107590530711572,0.2605042014617612,0.0200790763877906,0.0017788319003854,3e-05,16,8,TYR,Q8NH87,-9.966,0.001,-0.10144690914037185,Non-essential,85.9,8.5,1.6,0.20314094758366041,1935
CLDN9,1937,0.1256085580672024,0.2773109241367135,0.0080341609995255,0.0409131337088645,0.00069,5,2,LYS,O95484,-1.214,0.327,-0.02786461744440895,Non-essential,81.2,21.2,10.1,0.2030956471249472,1936
OR52E1,1958,0.1246806247674651,0.2605042014617612,0.0667214929622014,0.0015416543136673,2.6e-05,8,5,SER,Q8NGJ3,-9.966,0.0,,No data,86.5,5.2,0.6,0.20304225733058356,1937
OPRK1,1833,0.1311011774280234,0.2436974787868088,0.0456049343665981,0.0664690186777349,0.001121,19,10,LYS,P41145,-6.506,0.086,0.06865681059003301,Non-essential,79.5,25.3,13.9,0.20301260583646635,1938
LIM2,2315,0.1066369281824163,0.2605042014617612,0.0058643049185513,0.0022531870738215,3.8e-05,4,1,SER,P55344,-9.966,0.02,0.0719831723100481,Non-essential,90.3,5.2,0.0,0.20300584350970963,1939
OR51E2,2285,0.1083830733793346,0.252100840124285,0.0220591491380673,0.0030833086273347,5.2e-05,14,6,SER,Q9H255,-3.816,0.101,0.016960997426401753,Non-essential,88.9,6.6,0.6,0.20292090848485023,1940
PCDHB1,1949,0.1250986505453828,0.2605042014617612,0.0103621698560809,0.0592943966795137,0.001,19,3,TYR,Q9Y5F3,-6.506,0.002,-0.04066860786827515,Non-essential,80.1,20.8,17.2,0.20279061214551508,1941
SIGLEC15,1764,0.1355032832183756,0.3361344534990467,0.0034983393958563,0.0,0.0,6,0,,Q6ZMC9,-1.639,0.259,-0.02084021799094165,Non-essential,78.4,30.8,23.5,0.20272164357363043,1942
OR1N1,2232,0.1104308207470274,0.2605042014617612,0.0204080341609995,0.000355766380077,6e-06,16,3,TYR,Q8NGS0,-9.966,0.004,-0.04591320555901335,Non-essential,89.0,8.7,1.6,0.20266742064688553,1943
OR13C8,1977,0.123252392954413,0.2605042014617612,0.0493310137592914,0.0141713608064037,0.000239,15,9,TYR,Q8NGS7,-9.966,0.0,-0.12958771390990276,Non-essential,83.7,19.4,5.3,0.2026520641530402,1944
TMEM9,1627,0.1488993176923561,0.3697478988489514,0.0033338605092519,0.0,0.0,4,0,,Q9P0T7,6.538,1.0,0.0178313405755756,Non-essential,72.8,42.6,8.7,0.20264522972444593,1945
OR5L1,1936,0.125615019873422,0.2605042014617612,0.0254246402024355,0.0459531574266231,0.000775,17,7,LYS,Q8NGL2,-9.966,0.0,,No data,89.2,6.4,1.3,0.20262091991888107,1946
SLC7A10,2118,0.1153741900986724,0.2436974787868088,0.0168401075438873,0.0428105544026089,0.000722,20,3,LYS,Q9NS82,-4.035,0.123,-0.07214766404247111,Non-essential,83.4,12.6,10.7,0.20260678306200713,1947
VSTM4,1605,0.1505059213795979,0.1848739494244757,0.0060920449153882,0.2490957604506374,0.004201,7,4,LYS,Q8IW00,1.401,0.763,0.016060544430263397,Non-essential,74.9,40.9,19.1,0.20260283364007287,1948
