gene,uniprot_id,n_pockets,max_pocket_volume,n_nucleophiles,ldt_score,top_res_type,tsi_norm,tsi,pocket_norm,ldt_norm,final_score,rank,plddt_below_70,plddt_term,composite_primary,rank_primary
ALPL,P05186,22,89.6,2,1e-05,TYR,0.2689075627992374,0.001,0.0056681954768306,0.0005929439667951,0.1094413669527826,2255,8.2,0.918,0.18776634161448105,1999
LDLR,P01130,34,745.0,3,6.2e-05,SER,0.2857142854741897,0.003,0.047129527123201,0.0036762525941298,0.1295274481048751,1857,27.3,0.727,0.18775792120145912,2000
SLAMF6,Q96DU3,7,79.9,0,0.0,,0.3361344534990467,0.009,0.0050545627075755,0.0,0.1359701502118913,1757,31.6,0.6839999999999999,0.187563427536939,2001
GPR52,Q9Y2T5,20,221.2,6,0.001108,TYR,0.252100840124285,-0.001,0.0139933575834255,0.0656981915209012,0.124747800781012,1955,21.3,0.787,0.18755784919875268,2002
GALR3,O60755,19,484.9,8,0.000344,TYR,0.2689075627992374,0.001,0.0306753123517317,0.0203972724577527,0.1228848005625403,1982,20.9,0.791,0.1875195587996908,2003
HLA-DOB,P13765,3,19.5,1,6.9e-05,SER,0.302521008149142,0.005,0.0012335916495334,0.0040913133708864,0.1226058747657827,1986,19.8,0.802,0.18747525868978132,2004
TMEM140,Q9NV12,6,131.6,1,0.000109,SER,0.2689075627992374,0.001,0.0083251621065949,0.006463089238067,0.1119995005230935,2185,10.8,0.892,0.18743096792122832,2005
UNC5D,Q6UXZ4,23,553.0,3,0.001027,CYS,0.2605042014617612,0.0,0.0349833939585639,0.0608953453898606,0.1329653023892318,1810,29.5,0.7050000000000001,0.18739532504665074,2006
FFAR3,O14843,11,352.3,5,0.000302,TYR,0.2605042014617612,-0.0,0.0222868891349043,0.0179069077972131,0.1162598196643397,2101,15.0,0.85,0.18733926420139096,2007
CRTAM,O95727,9,223.2,6,0.0012,CYS,0.302521008149142,0.005,0.0141198798038905,0.0711532760154165,0.1465903500054489,1649,40.7,0.593,0.18720663579722097,2008
FCRL4,Q96PJ5,14,415.7,5,0.000779,TYR,0.2773109241367135,0.002,0.0262976435236438,0.0461903350133412,0.1326707632157809,1814,29.3,0.7070000000000001,0.18719570025827817,2009
OR4Q3,Q8NH05,12,207.9,6,2.6e-05,CYS,0.2605042014617612,0.0,0.0131519848173335,0.0015416543136673,0.1086097723240047,2280,8.6,0.914,0.1869074795352333,2010
OR1C1,Q15619,16,221.7,3,4.8e-05,CYS,0.2605042014617612,0.0,0.0140249881385418,0.0028461310406166,0.109263016338452,2262,9.2,0.908,0.1868954997133331,2011
SSTR1,P30872,12,1942.5,10,0.000136,SER,0.2184873947743803,-0.005,0.1228847066266013,0.0080640379484138,0.1266795812822566,1916,28.6,0.714,0.18675200964611693,2012
GALR1,P47211,9,887.8,7,0.00077,LYS,0.2184873947743803,-0.005,0.0561632136643998,0.0456566854432256,0.1179409276420397,2073,18.1,0.819,0.18663372363115943,2013
NPFFR2,Q9Y5X5,21,1444.3,8,0.000379,TYR,0.2689075627992374,0.001,0.0913680215087774,0.0224725763415357,0.1417152044747889,1699,40.6,0.594,0.18654619751775023,2014
OR1Q1,Q15612,12,273.9,2,1e-06,TYR,0.2605042014617612,0.0,0.0173272180926775,5.929439667951378e-05,0.1094176343315115,2256,9.9,0.901,0.18648945953858956,2015
TREH,O43280,31,292.4,5,6e-05,LYS,0.252100840124285,-0.001,0.0184975486319784,0.0035576638007708,0.1074568997795388,2307,8.2,0.918,0.186473974583286,2016
NPSR1,Q6W5P4,13,992.3,7,9.6e-05,TYR,0.2605042014617612,0.0,0.0627739996836944,0.0056922620812333,0.1247415591141827,1956,25.1,0.749,0.18633173593703306,2017
OR1E2,P47887,12,365.1,7,3.9e-05,SER,0.2605042014617612,0.0,0.0230966313458801,0.002312481470501,0.1118244144296188,2190,12.4,0.876,0.1862835802830057,2018
CNTN6,Q9UQ52,32,96.8,2,0.000516,TYR,0.2436974787868088,-0.002,0.0061236754705045,0.0305959086866291,0.1084948667618636,2282,8.6,0.914,0.1861801973881917,2019
OR4K3,Q96R72,13,196.6,4,2.4e-05,CYS,0.2605042014617612,0.0,0.0124371342717064,0.0014230655203083,0.1083597405223089,2286,9.2,0.908,0.18606337717320542,2020
OR51D1,Q8NGF3,13,411.6,3,4.2e-05,SER,0.2605042014617612,0.0,0.0260382729716906,0.0024903646605395,0.1127602718743735,2170,13.6,0.864,0.18601054356825847,2021
PTGDR2,Q9Y5Y4,15,642.0,9,0.000863,LYS,0.2436974787868088,-0.002,0.0406136327692551,0.0511710643344203,0.1250144006458261,1951,24.3,0.757,0.18597097348976468,2022
OR56A1,Q8NGH5,15,675.3,3,1.2e-05,SER,0.2605042014617612,0.0,0.0427202277399968,0.0007115327601541,0.1172312087347497,2083,18.2,0.8180000000000001,0.185970422023654,2023
OR8G5,Q8NG78,11,488.4,5,0.000115,CYS,0.2605042014617612,0.0,0.0308967262375454,0.006818855618144,0.1155163551414113,2115,16.2,0.838,0.18595020228741604,2024
CEACAM21,Q3KPI0,3,35.3,2,0.000106,TYR,0.302521008149142,0.005,0.0022331171912067,0.0062852060480284,0.1235639002314273,1971,22.2,0.778,0.18592358952156882,2025
SLC31A1,O15431,5,131.1,2,0.000268,TYR,0.3697478988489514,0.013,0.0082935315514787,0.0158908983101096,0.155154488498057,1560,50.0,0.5,0.185872548640104,2026
ADRB3,P13945,16,1225.2,9,4.2e-05,TYR,0.2605042014617612,0.0,0.0775075122568401,0.0024903646605395,0.1282010436599183,1882,29.2,0.708,0.1858513153538033,2027
SPACA4,Q8TDM5,3,80.4,4,0.000736,LYS,0.2857142854741897,0.003,0.0050861932626917,0.0436406759561221,0.12890377495532,1864,26.6,0.734,0.18583602688380443,2028
PCDHGC3,Q9UN70,14,207.9,6,0.002666,LYS,0.2100840334369042,-0.006,0.0131519848173335,0.1580788615475837,0.1354028672842368,1768,31.2,0.688,0.18579472253501245,2029
NTRK1,P04629,35,1023.5,4,0.000168,TYR,0.252100840124285,-0.001,0.0647477463229479,0.0099614586421583,0.1232530975392459,1976,24.4,0.756,0.18574998260092368,2030
OR5AK2,Q8NH90,15,297.5,4,9.4e-05,TYR,0.2605042014617612,0.0,0.0188201802941641,0.0055736732878742,0.111519836659316,2203,12.6,0.874,0.1856159429218342,2031
SLC16A6,O15403,18,672.3,5,0.000406,LYS,0.2689075627992374,0.001,0.0425304444092993,0.0240735250518825,0.1275442159580495,1893,27.3,0.727,0.1855951615654935,2032
ADRB1,P08588,16,780.8,7,0.001865,LYS,0.2268907561118565,-0.004,0.0493942748695239,0.1105840498072932,0.1387497998477877,1729,36.3,0.637,0.18557605955183026,2033
LINGO4,Q6UY18,22,313.9,1,5.2e-05,SER,0.2689075627992374,0.001,0.0198576625019769,0.0030833086273347,0.1144453164584884,2139,15.3,0.847,0.18554577288715984,2034
FCER1A,P12319,10,67.1,3,8.8e-05,SER,0.302521008149142,0.005,0.0042448204965997,0.0052179069077972,0.1238472214809758,1966,23.0,0.77,0.18546027572812893,2035
HTR4,Q13639,20,936.5,9,0.000137,TYR,0.252100840124285,-0.001,0.0592440297327218,0.0081233323450933,0.1210505446730585,2004,22.7,0.773,0.18533933604958963,2036
SLC5A4,Q9NY91,35,358.9,12,0.00016,TYR,0.252100840124285,-0.001,0.0227044124624387,0.0094871034687222,0.1104977908290622,2227,12.1,0.879,0.18531839364941194,2037
FAIM2,Q9BWQ8,9,1090.6,9,0.001683,CYS,0.2100840334369042,-0.006,0.0689925668195476,0.0997924696116216,0.1346691243041125,1784,33.9,0.661,0.18527529915168614,2038
OR4C5,Q8NGB2,18,329.2,7,2.5e-05,SER,0.2605042014617612,0.0,0.0208255574885339,0.0014823599169878,0.110894055806361,2219,12.6,0.874,0.18519472773742354,2039
OR4A15,Q8NGL6,17,392.7,5,4.8e-05,TYR,0.2605042014617612,0.0,0.0248426379882966,0.0028461310406166,0.1125083112933784,2172,14.2,0.858,0.18514079466825956,2040
KLRK1,P26718,2,26.1,2,0.00162,LYS,0.2605042014617612,0.0,0.0016511149770678,0.0960569226208123,0.1335140918640685,1804,30.6,0.694,0.1850860356599398,2041
MOG,Q16653,6,206.8,2,0.002146,CYS,0.1848739494244757,-0.009,0.0130823975960778,0.1272457752742365,0.1160480316308845,2107,15.4,0.846,0.18504204539594896,2042
GPR32,O75388,15,845.3,6,0.000145,TYR,0.2605042014617612,0.0,0.0534746164795192,0.0085976875185294,0.122823371784119,1984,24.4,0.756,0.18496827733510451,2043
OR9G4,Q8NGQ1,22,273.4,9,3.3e-05,CYS,0.2605042014617612,0.0,0.0172955875375612,0.0019567150904239,0.1099773713731,2242,11.9,0.881,0.18495432554549074,2044
FSHR,P23945,31,688.6,5,0.000135,LYS,0.2605042014617612,0.0,0.0435616005060888,0.0080047435517343,0.1196715838020514,2035,21.3,0.787,0.18494613655137665,2045
CLDN24,A6NM45,8,68.6,2,0.000643,LYS,0.2605042014617612,0.0,0.0043397121619484,0.0381262970649273,0.1169414833527672,2091,17.3,0.827,0.18470995842643276,2046
CLDN2,P57739,10,143.4,4,5.5e-05,SER,0.3109243694866181,0.006,0.0090716432073382,0.0032611918173732,0.1280695983020607,1885,27.8,0.722,0.1845603202368611,2047
GPR119,Q8TDV5,14,291.8,0,0.0,,0.2605042014617612,0.0,0.018459591965839,0.0,0.1097395581744561,2246,12.2,0.878,0.18451434810136813,2048
TSPAN18,Q96SJ8,11,236.0,0,0.0,,0.2352941174493327,-0.003,0.0149296220148663,0.0,0.098596533584193,2406,2.4,0.976,0.18443182771172634,2049
PRTG,Q2VWP7,32,819.2,8,0.000488,TYR,0.2605042014617612,-0.0,0.0518235015024513,0.0289356655796027,0.1284294307093207,1877,29.6,0.704,0.18435743735725246,2050
GP1BA,P07359,16,197.1,2,0.003031,LYS,0.2605042014617612,-0.0,0.0124687648268227,0.1797213163356062,0.1618587049334331,1492,55.5,0.44499999999999995,0.18434742904356477,2051
SLC39A2,Q9NP94,17,136.2,2,0.000475,TYR,0.2689075627992374,0.001,0.0086161632136643,0.028164838422769,0.1185973256106249,2059,19.4,0.806,0.18434370554952462,2052
UNC5A,Q6ZN44,31,363.0,2,2.8e-05,TYR,0.2941176468116659,0.004,0.0229637830143919,0.0016602431070263,0.1250342665610918,1950,26.0,0.74,0.1842453720651572,2053
PCDH12,Q9NPG4,27,1328.6,7,9.9e-05,SER,0.2941176468116659,0.004,0.084048711054879,0.0058701452712718,0.1446227156225116,1667,45.4,0.546,0.18422332601836472,2054
CLDN15,P56746,2,87.0,2,0.002972,LYS,0.1848739494244757,-0.009,0.0055037165902261,0.1762229469315149,0.1284675788263126,1875,26.3,0.737,0.18411273400851302,2055
FCGR3B,O75015,3,20.0,3,0.000164,TYR,0.2773109241367135,0.002,0.0012652222046496,0.0097242810554402,0.1142212206327123,2145,15.9,0.841,0.18396946037310466,2056
ATP1B3,P54709,10,72.2,0,0.0,,0.252100840124285,-0.001,0.0045674521587853,0.0,0.1022105716973496,2376,5.7,0.943,0.18390552969113533,2057
NRXN2,Q9P2S2,51,1527.3,10,0.000252,TYR,0.2352941174493327,-0.003,0.0966186936580737,0.0149421879632374,0.1275859114661264,1892,31.2,0.688,0.18387409619549788,2058
OR6K6,Q8NGW6,14,378.9,5,2.3e-05,TYR,0.2605042014617612,0.0,0.0239696346670884,0.0013637711236288,0.1118017023219196,2192,14.9,0.851,0.18380830369265014,2059
TCIRG1,Q13488,46,512.5,4,0.001317,LYS,0.1932773107619518,-0.008,0.0324213189941483,0.0780907204269196,0.1104645361311011,2228,13.1,0.869,0.1837961345716575,2060
TMEM231,Q9H6L2,9,37.9,1,1.5e-05,TYR,0.252100840124285,-0.001,0.0023975960778111,0.0008894159501927,0.1018264396581151,2380,5.4,0.946,0.18377692685439126,2061
SPPL2C,Q8IUH8,24,1476.6,6,0.000508,CYS,0.2605042014617612,0.0,0.0934113553692867,0.030121553513193,0.1412615532494484,1704,43.1,0.569,0.18363026550070066,2062
VSIG10,Q8N0Z9,14,274.9,2,6.7e-05,SER,0.302521008149142,0.005,0.01739047920291,0.0039727245775274,0.127417364393788,1896,28.5,0.7150000000000001,0.18359267775745455,2063
MYADML2,A6NDP7,9,199.7,3,8.2e-05,SER,0.2605042014617612,-0.0,0.0126332437134271,0.0048621405277201,0.1094502958570486,2254,12.7,0.873,0.18348197875757458,2064
MTNR1A,P48039,17,376.3,3,0.000138,TYR,0.2605042014617612,0.0,0.0238051557804839,0.0081826267417729,0.1137980153413815,2154,16.9,0.831,0.18346367393120483,2065
CDHR3,Q6ZTQ4,16,44.0,1,0.002451,LYS,0.201680672099428,-0.007,0.0027834888502293,0.1453305662614882,0.1251064853732864,1948,24.3,0.757,0.18345592345524064,2066
GPR68,Q15743,13,415.2,8,8e-05,TYR,0.2773109241367135,0.002,0.0262660129685275,0.0047435517343611,0.120227239065552,2022,22.7,0.773,0.18342451527199827,2067
OR12D2,P58182,19,196.1,5,8.2e-05,SER,0.2605042014617612,0.0,0.0124055037165902,0.0048621405277201,0.1093819738579975,2260,12.7,0.873,0.1834136567585235,2068
HEPACAM2,A8MVW5,12,292.4,2,0.000872,TYR,0.2689075627992374,0.001,0.0184975486319784,0.051704713904536,0.1286237038806493,1868,29.4,0.706,0.1831930900454606,2069
OR5V1,Q9UGF6,11,245.2,3,3.1e-05,CYS,0.2605042014617612,0.0,0.0155116242290052,0.0018381262970649,0.1094066057425255,2258,13.1,0.869,0.1831894893545842,2070
SYPL1,Q16563,5,61.4,2,4.4e-05,TYR,0.2941176468116659,0.004,0.0038842321682745,0.0026089534538986,0.1195950144113183,2039,21.6,0.784,0.18315868439804006,2071
FCRL1,Q96LA6,5,996.4,13,0.000681,TYR,0.2605042014617612,0.0,0.0630333702356476,0.0403794841387488,0.1352255368970234,1772,37.1,0.629,0.18308135261699787,2072
SLC13A1,Q9BZW2,31,428.0,5,5.8e-05,SER,0.2605042014617612,0.0,0.0270757551795034,0.0034390750074117,0.113356129640779,2161,17.1,0.829,0.18305896581732034,2073
GRM5,P41594,31,678.9,11,0.000272,LYS,0.2941176468116659,0.004,0.0429479677368337,0.0161280758968277,0.1353698718147648,1770,36.8,0.632,0.1830575856793401,2074
CD46,P15529,7,82.9,4,0.000383,TYR,0.2941176468116659,0.004,0.0052443460382729,0.0227097539282537,0.1260332887146243,1926,27.3,0.727,0.18289191867762836,2075
TPBG,Q13641,16,111.1,3,4.6e-05,SER,0.2941176468116659,0.004,0.007028309346829,0.0027275422472576,0.1205738142028923,2014,22.9,0.771,0.18283155474994617,2076
EREG,O14944,9,331.3,5,0.002356,CYS,0.2352941174493327,-0.003,0.0209584058200221,0.1396975985769344,0.14231444829882,1692,40.8,0.5920000000000001,0.18276486249750667,2077
SIT1,Q9Y3P8,2,13.3,3,0.001479,CYS,0.403361344198856,0.017,0.000841372766092,0.0876964126890008,0.1879058733160702,1241,80.6,0.19400000000000006,0.18275298547167737,2078
PSCA,O43653,2,17.4,4,0.000608,LYS,0.302521008149142,0.005,0.0011007433180452,0.0360509931811443,0.1321539242094137,1822,32.5,0.675,0.18272532414289933,2079
SLC29A1,Q99808,18,1294.3,6,3.8e-05,TYR,0.2100840334369042,-0.006,0.0818788549739047,0.0022531870738215,0.1092732259890795,2261,16.0,0.84,0.18265636496354326,2080
TRHR,P34981,16,728.6,13,0.000144,TYR,0.2605042014617612,0.0,0.0460920449153882,0.0085383931218499,0.1205908119958759,2013,24.6,0.754,0.18253868226669534,2081
CLRN1,P58418,9,94.7,3,5.1e-05,TYR,0.2605042014617612,0.0,0.0059908271390162,0.0030240142306552,0.1069061329956059,2311,11.2,0.888,0.18252972221098507,2082
MTNR1B,P49286,21,577.0,7,5.4e-05,TYR,0.2605042014617612,0.0,0.0365016606041436,0.0032018974206937,0.1161127479921556,2104,20.4,0.796,0.18252744304803292,2083
IL22RA1,Q8N6P7,5,37.4,0,0.0,,0.403361344198856,0.017,0.0023659655226949,0.0,0.1620543273363509,1489,59.4,0.406,0.18248626012640803,2084
UPK3A,O75631,11,42.5,1,9.4e-05,SER,0.3109243694866181,0.006,0.0026885971848805,0.0055736732878742,0.1268484289364737,1913,28.6,0.714,0.18242352679774904,2085
OR7E24,Q6IFN5,21,236.0,1,3e-06,SER,0.2605042014617612,0.0,0.0149296220148663,0.0001778831900385,0.1087339321461759,2276,13.3,0.867,0.18239982791358592,2086
OR51S1,Q8NGJ8,16,384.0,2,2e-06,SER,0.2605042014617612,0.0,0.024292266329274,0.000118588793359,0.1115249371214944,2202,16.1,0.839,0.18239379760873836,2087
ITM2C,Q9NQX7,13,187.9,1,2.8e-05,TYR,0.3277310921615705,0.008,0.0118867626126838,0.0016602431070263,0.1351565385805412,1774,36.3,0.637,0.1823869718171114,2088
SLC39A14,Q15043,21,1013.8,7,0.000374,TYR,0.2605042014617612,-0.0,0.0641341135536928,0.0221761043581381,0.1300947459582538,1850,33.7,0.663,0.18226073066725879,2089
LGR6,Q9HBX8,40,1239.0,9,0.000386,TYR,0.2268907561118565,-0.004,0.0783805155780484,0.0228876371182923,0.1211367482536448,2002,26.5,0.735,0.18214782859213735,2090
ACHE,P22303,23,431.1,9,0.000192,TYR,0.2268907561118565,-0.004,0.0272718646212241,0.0113845241624666,0.1023532190798498,2375,8.3,0.917,0.18213945506613366,2091
NRG2,O14511,10,346.1,7,0.005099,LYS,0.1932773107619518,-0.008,0.0218946702514629,0.3023421286688408,0.1745819639808718,1374,67.8,0.32200000000000006,0.18200099200933217,2092
CD164L2,Q6UWJ8,9,66.0,2,0.0,CYS,0.3949579828613799,0.016,0.0041752332753439,0.0,0.1592357631271551,1520,57.5,0.42500000000000004,0.18198786398408615,2093
OR11H12,B2RN74,17,283.6,4,0.000757,LYS,0.2605042014617612,0.0,0.0179408508619326,0.0448858582863919,0.1230496933292018,1980,25.8,0.742,0.1819801903417942,2094
BEST2,Q8NFU1,19,171.5,3,0.001115,CYS,0.252100840124285,-0.001,0.0108492804048711,0.0661132522976578,0.1239290958604727,1965,26.1,0.739,0.18191839123937553,2095
SEMA4G,Q9NTN9,40,555.0,4,4e-05,CYS,0.2773109241367135,0.002,0.0351099161790289,0.0023717758671805,0.1221688772685482,1990,26.3,0.737,0.18188474226835352,2096
SIGLEC7,Q9Y286,12,49.7,1,0.0,CYS,0.3277310921615705,0.008,0.0031440771785544,0.0,0.1320356600181945,1825,33.8,0.662,0.181849105410116,2097
ICAM4,Q14773,9,68.1,2,0.000231,TYR,0.2857142854741897,0.003,0.0043080816068321,0.0136970056329676,0.1196872403616158,2034,22.9,0.771,0.18181667580625793,2098
PCDHGA3,Q9Y5H0,20,172.0,4,0.001845,LYS,0.2352941174493327,-0.003,0.0108809109599873,0.1093981618737029,0.1302013688298401,1848,31.2,0.688,0.18176675486368837,2099
NMBR,P28336,18,534.5,7,0.000374,TYR,0.2605042014617612,0.0,0.033813063419263,0.0221761043581381,0.1209984309179248,2005,25.1,0.749,0.18176441562692985,2100
SSTR5,P35346,13,841.2,9,0.000115,SER,0.252100840124285,-0.001,0.053215245927566,0.006818855618144,0.118850566513427,2054,24.2,0.758,0.18170458172630555,2101
TBXA2R,P21731,16,525.3,2,0.000144,CYS,0.2436974787868088,-0.002,0.0332310612051241,0.0085383931218499,0.1100098278128157,2240,15.7,0.843,0.1816980342173828,2102
GLP2R,O95838,24,494.6,4,0.001353,LYS,0.2436974787868088,-0.002,0.0312889451209868,0.0802253187073821,0.1309332706632342,1836,33.1,0.669,0.18163713078852464,2103
ULBP1,Q9BZM6,16,95.7,0,0.0,,0.3109243694866181,0.006,0.0060540882492487,0.0,0.1261859742694218,1923,29.1,0.709,0.18153975579509096,2104
PCDHB2,Q9Y5E7,16,119.8,1,3e-05,SER,0.2773109241367135,0.002,0.0075786810058516,0.0017788319003854,0.1137316235265565,2156,18.3,0.817,0.18147713572470153,2105
SLC41A3,Q96GZ6,26,397.8,3,0.000113,SER,0.2689075627992374,0.001,0.0251652696504823,0.006700266824785,0.1171226860622751,2087,21.9,0.781,0.18144229458107403,2106
LRFN1,Q9P244,23,209.4,6,0.00114,TYR,0.2941176468116659,0.004,0.0132468764826822,0.0675956122146457,0.1418998053338647,1696,42.4,0.5760000000000001,0.18141414238254916,2107
SIGLEC5,O15389,17,47.6,2,0.001128,LYS,0.2605042014617612,0.0,0.0030112288470662,0.0668840794544915,0.1251702730751718,1945,27.4,0.726,0.18140085902935915,2108
IGFLR1,Q9H665,14,358.4,7,8e-05,SER,0.3277310921615705,0.008,0.0226727819073224,0.0047435517343611,0.1393173369571332,1724,41.4,0.5860000000000001,0.1812936047623367,2109
GP6,Q9HCN6,7,81.4,4,0.001791,LYS,0.2605042014617612,-0.0,0.0051494543729242,0.1061962644530091,0.1376053962324845,1741,38.1,0.619,0.18117037293674595,2110
GPR22,Q99680,17,574.0,12,0.001441,LYS,0.2436974787868088,-0.002,0.0363118772734461,0.0854432256151793,0.1340055223813112,1795,36.5,0.635,0.18104848716121175,2111
TMPRSS11D,O60235,18,325.1,2,6.2e-05,TYR,0.2352941174493327,-0.003,0.0205661869365807,0.0036762525941298,0.1013903788389462,2387,8.4,0.916,0.1810418603367731,2112
PRND,Q9UKY0,5,47.1,1,7.8e-05,SER,0.3277310921615705,0.008,0.00297959829195,0.004624962941002,0.1333738052345138,1806,35.8,0.642,0.18095600247938518,2113
PTCRA,Q6ISU1,3,55.8,2,8.1e-05,SER,0.3865546215239037,0.015,0.0035299699509726,0.0048028461310406,0.1571216934341655,1540,56.6,0.43399999999999994,0.18095382005141822,2114
TSPAN2,O60636,10,297.5,0,0.0,,0.2436974787868088,-0.002,0.0188201802941641,0.0,0.1031250456029727,2371,10.0,0.9,0.1809401716636323,2115
SLC14A1,Q13336,10,382.5,6,0.000581,TYR,0.2100840334369042,-0.006,0.0241973746639253,0.0344500444707975,0.1016278391151785,2383,8.5,0.915,0.18090113521979345,2116
NOTCH2,Q04721,72,1222.7,21,0.002304,LYS,0.252100840124285,-0.001,0.0773493594812589,0.1366142899495997,0.1650294308789716,1464,64.8,0.352,0.18079367437527735,2117
BRS3,P32247,15,661.0,9,7.3e-05,TYR,0.2605042014617612,0.0,0.0418155938636723,0.0043284909576045,0.1180449060310875,2070,24.1,0.759,0.18070327141011924,2118
MRGPRD,Q8TDS7,22,172.5,2,3.3e-05,SER,0.2605042014617612,0.0,0.0109125415151035,0.0019567150904239,0.1080624575663627,2295,14.3,0.857,0.18063941173875342,2119
OR2G2,Q8NGZ5,15,289.3,7,2.4e-05,TYR,0.2605042014617612,0.0,0.0183014391902577,0.0014230655203083,0.1101190319978743,2238,16.4,0.8360000000000001,0.1806226686487708,2120
GPR85,P60893,16,422.4,8,3.8e-05,CYS,0.2773109241367135,0.002,0.0267214929622014,0.0022531870738215,0.1196167736654923,2038,25.1,0.749,0.18053856810496552,2121
SEMA5B,Q9P283,36,556.5,6,9.8e-05,TYR,0.2857142854741897,0.003,0.0352048078443776,0.0058108508745923,0.1265904118053669,1918,31.5,0.685,0.18051415498792778,2122
AQP8,O94778,5,112.6,1,2.7e-05,CYS,0.252100840124285,-0.001,0.0071232010121777,0.0016009487103468,0.1034575809664714,2369,10.3,0.897,0.18047249152473976,2123
GPR45,Q9Y5Y3,18,423.9,11,5e-05,TYR,0.2605042014617612,-0.0,0.0268163846275502,0.0029647198339756,0.1131360119231622,2166,19.6,0.804,0.1803625658583754,2124
MPZL1,O95297,2,12.3,1,0.00022,TYR,0.3277310921615705,0.008,0.0007781116558595,0.013044767269493,0.135239300542234,1771,37.9,0.621,0.18030050757068078,2125
CXCR2,P25025,18,324.6,7,0.00046,LYS,0.2605042014617612,-0.0,0.0205345563814644,0.0272754224725763,0.1185446742409167,2061,23.9,0.761,0.1802556930441998,2126
NKAIN1,Q4KMZ8,11,231.9,3,0.000236,TYR,0.3193277308240944,0.007,0.0146702514629131,0.0139934776163652,0.1363302110534212,1753,39.6,0.604,0.18006415063139825,2127
SLC17A6,Q9P2U8,20,683.5,8,0.000198,CYS,0.2605042014617612,0.0,0.0432389688439032,0.0117402905425437,0.1206954584006385,2010,27.1,0.729,0.1799832338004233,2128
VSTM5,A8MXK1,1,36.9,3,5.8e-05,TYR,0.2605042014617612,0.0,0.0023343349675786,0.0034390750074117,0.1059337035772016,2330,13.0,0.87,0.17973653975374293,2129
TLR4,O00206,30,177.2,2,0.000659,TYR,0.2184873947743803,-0.005,0.0112098687331962,0.0390750074117995,0.1024804207532508,2374,9.9,0.901,0.17970230064394185,2130
OR5K3,A6NET4,17,182.8,3,2e-05,CYS,0.2605042014617612,0.0,0.0115641309504981,0.0011858879335902,0.108026686249931,2299,15.3,0.847,0.1796421817801634,2131
GALR2,O43603,19,841.7,8,8e-05,TYR,0.2605042014617612,0.0,0.0532468764826822,0.0047435517343611,0.1215988090498174,1996,28.7,0.7130000000000001,0.17963642139001135,2132
UMOD,P07911,21,109.6,4,0.000167,TYR,0.2605042014617612,0.0,0.0069334176814803,0.0099021642454788,0.1092523551627922,2263,16.2,0.838,0.1795320368774302,2133
GPA33,Q99795,2,13.8,4,0.000443,TYR,0.2689075627992374,0.001,0.0008730033212082,0.0262674177290246,0.1157051514347648,2112,21.6,0.784,0.1793464024083517,2134
EMP3,P54852,4,76.3,0,0.0,,0.2268907561118565,-0.004,0.0048268227107385,0.0,0.0922043492579641,2438,1.8,0.982,0.17905981145237132,2135
GP1BB,P13224,7,45.6,0,0.0,,0.2773109241367135,0.002,0.0028847066266012,0.0,0.1117897816426657,2194,18.9,0.811,0.17902423543583007,2136
AVPR1A,P37288,18,1523.2,9,0.000174,TYR,0.2436974787868088,-0.002,0.0963593231061205,0.0103172250222353,0.1294819559532303,1858,38.0,0.62,0.17878122076277805,2137
TNFRSF10A,O00220,10,182.8,1,0.000318,TYR,0.3445378148365229,0.01,0.0115641309504981,0.0188556181440853,0.1469410506629842,1643,50.0,0.5,0.1787713790139538,2138
TTYH1,Q9H313,15,613.9,4,0.000211,TYR,0.2100840334369042,-0.006,0.0388359955717222,0.0125111176993774,0.0994377473560916,2400,9.6,0.904,0.1787079897992775,2139
NCR3,O14931,4,36.4,1,6.5e-05,SER,0.2941176468116659,0.004,0.0023027044124624,0.0038541357841683,0.1194941107836556,2042,25.9,0.741,0.17869552165386388,2140
SLC10A1,Q14973,15,265.7,4,0.000188,CYS,0.252100840124285,-0.001,0.0168084769887711,0.0111473465757485,0.1092270831190699,2265,17.5,0.825,0.1785646737840682,2141
GABRR1,P24046,23,929.3,5,9.4e-05,SER,0.2605042014617612,0.0,0.0587885497390479,0.0055736732878742,0.1235103474927811,1973,31.7,0.683,0.17850645375529933,2142
ZP1,P60852,24,386.1,4,0.000936,TYR,0.252100840124285,-0.001,0.0244251146607622,0.0554995552920248,0.1248177370355501,1953,31.0,0.69,0.17843771726473462,2143
CLEC12B,Q2HXU8,5,47.6,0,0.0,,0.2605042014617612,-0.0,0.0030112288470662,0.0,0.1051050492388243,2346,13.8,0.862,0.17827983916573625,2144
IZUMO1R,A6ND01,13,349.2,5,1.7e-05,TYR,0.2605042014617612,0.0,0.0220907796931836,0.0010080047435517,0.111131315915725,2210,20.0,0.8,0.17805570560545944,2145
TM4SF20,Q53R12,9,716.3,6,0.00153,LYS,0.2352941174493327,-0.003,0.0453139332595287,0.090720426919656,0.1349279550334885,1779,40.6,0.594,0.17802722781503905,2146
TSPAN4,O14817,10,385.5,0,0.0,,0.2184873947743803,-0.005,0.0243871579946228,0.0,0.0947111053081389,2427,5.9,0.941,0.17788673556941997,2147
LRP12,Q9Y561,19,206.8,2,0.001562,CYS,0.2857142854741897,0.003,0.0130823975960778,0.0926178476134005,0.1459957877525194,1653,49.2,0.508,0.17787918109813988,2148
