gene,confidence_tier,source_surfy,source_go,uniprot_id,description,length
CD3D,Tier2_SURFY_only,True,False,P04234,T-cell surface glycoprotein CD3 delta chain,171
PTPRG,Tier2_SURFY_only,True,False,P23470,Receptor-type tyrosine-protein phosphatase gamma,1445
EMP2,Tier2_SURFY_only,True,False,P54851,Epithelial membrane protein 2,167
OR5D18,Tier2_SURFY_only,True,False,Q8NGL1,Olfactory receptor 5D18,313
GPNMB,Tier2_SURFY_only,True,False,Q14956,Transmembrane glycoprotein NMB,572
OPN4,Tier2_SURFY_only,True,False,Q9UHM6,Melanopsin,478
LPAR6,Tier2_SURFY_only,True,False,P43657,Lysophosphatidic acid receptor 6,344
LRFN4,Tier2_SURFY_only,True,False,Q6PJG9,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,635
OR6C2,Tier2_SURFY_only,True,False,Q9NZP2,Olfactory receptor 6C2,312
TMEM26,Tier2_SURFY_only,True,False,Q6ZUK4,Transmembrane protein 26,368
GPR22,Tier2_SURFY_only,True,False,Q99680,Probable G-protein coupled receptor 22,433
IL21R,Tier2_SURFY_only,True,False,Q9HBE5,Interleukin-21 receptor,538
BVES,Tier2_SURFY_only,True,False,Q8NE79,Blood vessel epicardial substance,360
MAG,Tier2_SURFY_only,True,False,P20916,Myelin-associated glycoprotein,626
ADIPOR2,Tier2_SURFY_only,True,False,Q86V24,Adiponectin receptor protein 2,386
AMICA1,Tier2_SURFY_only,True,False,Q86YT9,Junctional adhesion molecule-like,394
DDR1,Tier2_SURFY_only,True,False,Q08345,Epithelial discoidin domain-containing receptor 1,913
OR1F2P,Tier2_SURFY_only,True,False,Q96R84,Putative olfactory receptor 1F2,312
ILDR1,Tier2_SURFY_only,True,False,Q86SU0,Immunoglobulin-like domain-containing receptor 1,546
TTYH1,Tier2_SURFY_only,True,False,Q9H313,Protein tweety homolog 1,450
GPR32P1,Tier2_SURFY_only,True,False,Q8NGA4,Putative G-protein coupled receptor GPR32P1,272
TAS2R7,Tier2_SURFY_only,True,False,Q9NYW3,Taste receptor type 2 member 7,318
PCDHA4,Tier2_SURFY_only,True,False,Q9UN74,Protocadherin alpha-4,947
NLGN3,Tier2_SURFY_only,True,False,Q9NZ94,Neuroligin-3,848
SCARF1,Tier2_SURFY_only,True,False,Q14162,Scavenger receptor class F member 1,830
BTNL10,Tier2_SURFY_only,True,False,A8MVZ5,Butyrophilin-like protein 10,291
SCARA5,Tier2_SURFY_only,True,False,Q6ZMJ2,Scavenger receptor class A member 5,495
KCNMB3,Tier2_SURFY_only,True,False,Q9NPA1,Calcium-activated potassium channel subunit beta-3,279
ACVRL1,Tier2_SURFY_only,True,False,P37023,Serine/threonine-protein kinase receptor R3,503
TMEM108,Tier2_SURFY_only,True,False,Q6UXF1,Transmembrane protein 108,575
KIT,Tier2_SURFY_only,True,False,P10721,Mast/stem cell growth factor receptor Kit,976
OR4C6,Tier2_SURFY_only,True,False,Q8NH72,Olfactory receptor 4C6,309
OR51I1,Tier2_SURFY_only,True,False,Q9H343,Olfactory receptor 51I1,314
SLC13A1,Tier2_SURFY_only,True,False,Q9BZW2,Solute carrier family 13 member 1,595
DSG2,Tier2_SURFY_only,True,False,Q14126,Desmoglein-2,1118
ATP4B,Tier2_SURFY_only,True,False,P51164,Potassium-transporting ATPase subunit beta,291
ENG,Tier2_SURFY_only,True,False,P17813,Endoglin,658
GRID2,Tier2_SURFY_only,True,False,O43424,"Glutamate receptor ionotropic, delta-2",1007
BDKRB2,Tier2_SURFY_only,True,False,P30411,B2 bradykinin receptor,391
SLC47A1,Tier2_SURFY_only,True,False,Q96FL8,Multidrug and toxin extrusion protein 1,570
ACKR1,Tier2_SURFY_only,True,False,Q16570,Atypical chemokine receptor 1,336
OR2H2,Tier2_SURFY_only,True,False,O95918,Olfactory receptor 2H2,312
CD24,Tier2_SURFY_only,True,False,P25063,Signal transducer CD24,80
OR1E2,Tier2_SURFY_only,True,False,P47887,Olfactory receptor 1E2,323
FLVCR2,Tier2_SURFY_only,True,False,Q9UPI3,Feline leukemia virus subgroup C receptor-related protein 2,526
NRP2,Tier2_SURFY_only,True,False,O60462,Neuropilin-2,931
TMIGD1,Tier2_SURFY_only,True,False,Q6UXZ0,Transmembrane and immunoglobulin domain-containing protein 1,262
GPR176,Tier2_SURFY_only,True,False,Q14439,Probable G-protein coupled receptor 176,515
PCDHA9,Tier2_SURFY_only,True,False,Q9Y5H5,Protocadherin alpha-9,950
ITGA10,Tier2_SURFY_only,True,False,O75578,Integrin alpha-10,1167
SV2C,Tier2_SURFY_only,True,False,Q496J9,Synaptic vesicle glycoprotein 2C,727
PECAM1,Tier2_SURFY_only,True,False,P16284,Platelet endothelial cell adhesion molecule,738
TSPAN9,Tier2_SURFY_only,True,False,O75954,Tetraspanin-9,239
GPR34,Tier2_SURFY_only,True,False,Q9UPC5,Probable G-protein coupled receptor 34,381
OR4E2,Tier2_SURFY_only,True,False,Q8NGC2,Olfactory receptor 4E2,313
SIGLEC15,Tier2_SURFY_only,True,False,Q6ZMC9,Sialic acid-binding Ig-like lectin 15,328
OR51J1,Tier2_SURFY_only,True,False,Q9H342,Olfactory receptor 51J1,316
SLC4A5,Tier2_SURFY_only,True,False,Q9BY07,Electrogenic sodium bicarbonate cotransporter 4,1137
MFSD12,Tier2_SURFY_only,True,False,Q6NUT3,Major facilitator superfamily domain-containing protein 12,480
KCNS1,Tier2_SURFY_only,True,False,Q96KK3,Potassium voltage-gated channel subfamily S member 1,526
OR4A16,Tier2_SURFY_only,True,False,Q8NH70,Olfactory receptor 4A16,328
LRIG2,Tier2_SURFY_only,True,False,O94898,Leucine-rich repeats and immunoglobulin-like domains protein 2,1065
OR5B2,Tier2_SURFY_only,True,False,Q96R09,Olfactory receptor 5B2,309
SPACA1,Tier2_SURFY_only,True,False,Q9HBV2,Sperm acrosome membrane-associated protein 1,294
CDH8,Tier2_SURFY_only,True,False,P55286,Cadherin-8,799
TLR5,Tier2_SURFY_only,True,False,O60602,Toll-like receptor 5,858
OR5AU1,Tier2_SURFY_only,True,False,Q8NGC0,Olfactory receptor 5AU1,362
HTR1A,Tier2_SURFY_only,True,False,P08908,5-hydroxytryptamine receptor 1A,422
SLC2A1,Tier2_SURFY_only,True,False,P11166,"Solute carrier family 2, facilitated glucose transporter member 1",492
GPBAR1,Tier2_SURFY_only,True,False,Q8TDU6,G-protein coupled bile acid receptor 1,330
CCKAR,Tier2_SURFY_only,True,False,P32238,Cholecystokinin receptor type A,428
TRAT1,Tier2_SURFY_only,True,False,Q6PIZ9,T-cell receptor-associated transmembrane adapter 1,186
LRRC4C,Tier2_SURFY_only,True,False,Q9HCJ2,Leucine-rich repeat-containing protein 4C,640
HLA-DMA,Tier2_SURFY_only,True,False,P28067,"HLA class II histocompatibility antigen, DM alpha chain",261
ENTPD1,Tier2_SURFY_only,True,False,P49961,Ectonucleoside triphosphate diphosphohydrolase 1,510
RAET1L,Tier2_SURFY_only,True,False,Q5VY80,Retinoic acid early transcript 1L protein,246
OR4K1,Tier2_SURFY_only,True,False,Q8NGD4,Olfactory receptor 4K1,311
SLC5A8,Tier2_SURFY_only,True,False,Q8N695,Sodium-coupled monocarboxylate transporter 1,610
EMR1,Tier2_SURFY_only,True,False,Q14246,EGF-like module-containing mucin-like hormone receptor-like 1,886
SLC39A9,Tier2_SURFY_only,True,False,Q9NUM3,Zinc transporter ZIP9,307
GPR148,Tier2_SURFY_only,True,False,Q8TDV2,Probable G-protein coupled receptor 148,347
SSR1,Tier2_SURFY_only,True,False,P43307,Translocon-associated protein subunit alpha,286
ERVK-19,Tier2_SURFY_only,True,False,O71037,Endogenous retrovirus group K member 19 Env polyprotein,699
LRP1,Tier2_SURFY_only,True,False,Q07954,Prolow-density lipoprotein receptor-related protein 1,4544
EPHA1,Tier2_SURFY_only,True,False,P21709,Ephrin type-A receptor 1,976
LPPR5,Tier2_SURFY_only,True,False,Q32ZL2,Lipid phosphate phosphatase-related protein type 5,321
TLR2,Tier2_SURFY_only,True,False,O60603,Toll-like receptor 2,784
MRGPRX2,Tier2_SURFY_only,True,False,Q96LB1,Mas-related G-protein coupled receptor member X2,330
OR1N1,Tier2_SURFY_only,True,False,Q8NGS0,Olfactory receptor 1N1,311
TMEM235,Tier2_SURFY_only,True,False,A6NFC5,Transmembrane protein 235,223
NPR3,Tier2_SURFY_only,True,False,P17342,Atrial natriuretic peptide receptor 3,541
MRGPRD,Tier2_SURFY_only,True,False,Q8TDS7,Mas-related G-protein coupled receptor member D,321
OR7D2,Tier2_SURFY_only,True,False,Q96RA2,Olfactory receptor 7D2,312
NOTCH2,Tier2_SURFY_only,True,False,Q04721,Neurogenic locus notch homolog protein 2,2471
S1PR3,Tier2_SURFY_only,True,False,Q99500,Sphingosine 1-phosphate receptor 3,378
SECTM1,Tier2_SURFY_only,True,False,Q8WVN6,Secreted and transmembrane protein 1,248
CDHR4,Tier2_SURFY_only,True,False,A6H8M9,Cadherin-related family member 4,788
GPR158,Tier2_SURFY_only,True,False,Q5T848,Probable G-protein coupled receptor 158,1215
CD180,Tier2_SURFY_only,True,False,Q99467,CD180 antigen,661
TMEM30C,Tier2_SURFY_only,True,False,A0ZSE6,Cell cycle control protein 50C,113
CXCL16,Tier2_SURFY_only,True,False,Q9H2A7,C-X-C motif chemokine 16,254
ANO2,Tier2_SURFY_only,True,False,Q9NQ90,Anoctamin-2,1003
SLC22A2,Tier2_SURFY_only,True,False,O15244,Solute carrier family 22 member 2,555
ANO9,Tier2_SURFY_only,True,False,A1A5B4,Anoctamin-9,782
SLC34A1,Tier2_SURFY_only,True,False,Q06495,Sodium-dependent phosphate transport protein 2A,639
TLR6,Tier2_SURFY_only,True,False,Q9Y2C9,Toll-like receptor 6,796
CD1C,Tier2_SURFY_only,True,False,P29017,T-cell surface glycoprotein CD1c,333
OXGR1,Tier2_SURFY_only,True,False,Q96P68,2-oxoglutarate receptor 1,337
FZD10,Tier2_SURFY_only,True,False,Q9ULW2,Frizzled-10,581
MFSD2B,Tier2_SURFY_only,True,False,A6NFX1,Major facilitator superfamily domain-containing protein 2B,497
OR10Q1,Tier2_SURFY_only,True,False,Q8NGQ4,Olfactory receptor 10Q1,319
ACE,Tier2_SURFY_only,True,False,P12821,Angiotensin-converting enzyme,1306
PCDHB9,Tier2_SURFY_only,True,False,Q9Y5E1,Protocadherin beta-9,797
IL18RAP,Tier2_SURFY_only,True,False,O95256,Interleukin-18 receptor accessory protein,599
CLRN1,Tier2_SURFY_only,True,False,P58418,Clarin-1,232
PLXND1,Tier2_SURFY_only,True,False,Q9Y4D7,Plexin-D1,1925
SLITRK2,Tier2_SURFY_only,True,False,Q9H156,SLIT and NTRK-like protein 2,845
OR6B2,Tier2_SURFY_only,True,False,Q6IFH4,Olfactory receptor 6B2,312
ATP1A4,Tier2_SURFY_only,True,False,Q13733,Sodium/potassium-transporting ATPase subunit alpha-4,1029
AQP9,Tier2_SURFY_only,True,False,O43315,Aquaporin-9,295
FZD2,Tier2_SURFY_only,True,False,Q14332,Frizzled-2,565
F3,Tier2_SURFY_only,True,False,P13726,Tissue factor,295
LYPD1,Tier2_SURFY_only,True,False,Q8N2G4,Ly6/PLAUR domain-containing protein 1,141
CD226,Tier2_SURFY_only,True,False,Q15762,CD226 antigen,336
OR5B21,Tier2_SURFY_only,True,False,A6NL26,Olfactory receptor 5B21,309
SLC12A1,Tier2_SURFY_only,True,False,Q13621,Solute carrier family 12 member 1,1099
RAMP2,Tier2_SURFY_only,True,False,O60895,Receptor activity-modifying protein 2,175
IFNLR1,Tier2_SURFY_only,True,False,Q8IU57,Interferon lambda receptor 1,520
OR2Z1,Tier2_SURFY_only,True,False,Q8NG97,Olfactory receptor 2Z1,314
FLRT2,Tier2_SURFY_only,True,False,O43155,Leucine-rich repeat transmembrane protein FLRT2,660
ACVR1B,Tier2_SURFY_only,True,False,P36896,Activin receptor type-1B,505
AMN,Tier2_SURFY_only,True,False,Q9BXJ7,Protein amnionless,453
MUC17,Tier2_SURFY_only,True,False,Q685J3,Mucin-17,4493
MEGF10,Tier2_SURFY_only,True,False,Q96KG7,Multiple epidermal growth factor-like domains protein 10,1140
AXL,Tier2_SURFY_only,True,False,P30530,Tyrosine-protein kinase receptor UFO,894
OPN1SW,Tier2_SURFY_only,True,False,P03999,Short-wave-sensitive opsin 1,348
OR4C13,Tier2_SURFY_only,True,False,Q8NGP0,Olfactory receptor 4C13,309
PRPH2,Tier2_SURFY_only,True,False,P23942,Peripherin-2,346
QSOX2,Tier2_SURFY_only,True,False,Q6ZRP7,Sulfhydryl oxidase 2,698
TMPRSS11B,Tier2_SURFY_only,True,False,Q86T26,Transmembrane protease serine 11B,416
SLC14A2,Tier2_SURFY_only,True,False,Q15849,Urea transporter 2,920
NRROS,Tier2_SURFY_only,True,False,Q86YC3,Negative regulator of reactive oxygen species,692
OR4D5,Tier2_SURFY_only,True,False,Q8NGN0,Olfactory receptor 4D5,318
OR51A7,Tier2_SURFY_only,True,False,Q8NH64,Olfactory receptor 51A7,312
DCBLD2,Tier2_SURFY_only,True,False,Q96PD2,"Discoidin, CUB and LCCL domain-containing protein 2",775
OR5D16,Tier2_SURFY_only,True,False,Q8NGK9,Olfactory receptor 5D16,328
EPHA10,Tier2_SURFY_only,True,False,Q5JZY3,Ephrin type-A receptor 10,1008
GRM8,Tier2_SURFY_only,True,False,O00222,Metabotropic glutamate receptor 8,908
SLC13A3,Tier2_SURFY_only,True,False,Q8WWT9,Solute carrier family 13 member 3,602
GSG1L,Tier2_SURFY_only,True,False,Q6UXU4,Germ cell-specific gene 1-like protein,331
KIRREL,Tier2_SURFY_only,True,False,Q96J84,Kin of IRRE-like protein 1,757
SLC9A1,Tier2_SURFY_only,True,False,P19634,Sodium/hydrogen exchanger 1,815
OR10P1,Tier2_SURFY_only,True,False,Q8NGE3,Olfactory receptor 10P1,313
CELSR3,Tier2_SURFY_only,True,False,Q9NYQ7,Cadherin EGF LAG seven-pass G-type receptor 3,3312
PTH1R,Tier2_SURFY_only,True,False,Q03431,Parathyroid hormone/parathyroid hormone-related peptide receptor,593
TYRP1,Tier2_SURFY_only,True,False,P17643,"5,6-dihydroxyindole-2-carboxylic acid oxidase",537
FCRL2,Tier2_SURFY_only,True,False,Q96LA5,Fc receptor-like protein 2,508
SLC9A2,Tier2_SURFY_only,True,False,Q9UBY0,Sodium/hydrogen exchanger 2,812
CDH22,Tier2_SURFY_only,True,False,Q9UJ99,Cadherin-22,828
KLRG1,Tier2_SURFY_only,True,False,Q96E93,Killer cell lectin-like receptor subfamily G member 1,195
PLXNC1,Tier2_SURFY_only,True,False,O60486,Plexin-C1,1568
SLC45A4,Tier2_SURFY_only,True,False,Q5BKX6,Solute carrier family 45 member 4,768
SERINC5,Tier2_SURFY_only,True,False,Q86VE9,Serine incorporator 5,423
ABCB5,Tier2_SURFY_only,True,False,Q2M3G0,ATP-binding cassette sub-family B member 5,1257
TNFRSF10A,Tier2_SURFY_only,True,False,O00220,Tumor necrosis factor receptor superfamily member 10A,468
ASTN1,Tier2_SURFY_only,True,False,O14525,Astrotactin-1,1302
CD1B,Tier2_SURFY_only,True,False,P29016,T-cell surface glycoprotein CD1b,333
CACNG3,Tier2_SURFY_only,True,False,O60359,Voltage-dependent calcium channel gamma-3 subunit,315
EPGN,Tier2_SURFY_only,True,False,Q6UW88,Epigen,154
KIR2DS2,Tier2_SURFY_only,True,False,P43631,Killer cell immunoglobulin-like receptor 2DS2,304
PCDHGA4,Tier2_SURFY_only,True,False,Q9Y5G9,Protocadherin gamma-A4,931
TSPAN14,Tier2_SURFY_only,True,False,Q8NG11,Tetraspanin-14,270
LRRC37A,Tier2_SURFY_only,True,False,A6NMS7,Leucine-rich repeat-containing protein 37A,1700
SEMA4G,Tier2_SURFY_only,True,False,Q9NTN9,Semaphorin-4G,838
TSPAN13,Tier2_SURFY_only,True,False,O95857,Tetraspanin-13,204
SLITRK5,Tier2_SURFY_only,True,False,O94991,SLIT and NTRK-like protein 5,958
GPRC5A,Tier2_SURFY_only,True,False,Q8NFJ5,Retinoic acid-induced protein 3,357
HLA-B,Tier2_SURFY_only,True,False,P01889,"HLA class I histocompatibility antigen, B-7 alpha chain",362
PLXNB2,Tier2_SURFY_only,True,False,O15031,Plexin-B2,1838
ITGAD,Tier2_SURFY_only,True,False,Q13349,Integrin alpha-D,1161
SLC17A6,Tier2_SURFY_only,True,False,Q9P2U8,Vesicular glutamate transporter 2,582
TMEFF1,Tier2_SURFY_only,True,False,Q8IYR6,Tomoregulin-1,380
OR2A1,Tier2_SURFY_only,True,False,Q8NGT9,Olfactory receptor 2A1/2A42,310
NPFFR1,Tier2_SURFY_only,True,False,Q9GZQ6,Neuropeptide FF receptor 1,430
SIGLEC10,Tier2_SURFY_only,True,False,Q96LC7,Sialic acid-binding Ig-like lectin 10,697
AVPR1B,Tier2_SURFY_only,True,False,P47901,Vasopressin V1b receptor,424
OR51E2,Tier2_SURFY_only,True,False,Q9H255,Olfactory receptor 51E2,320
CELSR2,Tier2_SURFY_only,True,False,Q9HCU4,Cadherin EGF LAG seven-pass G-type receptor 2,2923
ALPL,Tier2_SURFY_only,True,False,P05186,"Alkaline phosphatase, tissue-nonspecific isozyme",524
INSR,Tier2_SURFY_only,True,False,P06213,Insulin receptor,1382
TMEM219,Tier2_SURFY_only,True,False,Q86XT9,Insulin-like growth factor-binding protein 3 receptor,240
OR2T8,Tier2_SURFY_only,True,False,A6NH00,Olfactory receptor 2T8,312
LRRN4,Tier2_SURFY_only,True,False,Q8WUT4,Leucine-rich repeat neuronal protein 4,740
ANPEP,Tier2_SURFY_only,True,False,P15144,Aminopeptidase N,967
DISP2,Tier2_SURFY_only,True,False,A7MBM2,Protein dispatched homolog 2,1401
OR10H1,Tier2_SURFY_only,True,False,Q9Y4A9,Olfactory receptor 10H1,318
KL,Tier2_SURFY_only,True,False,Q9UEF7,Klotho,1012
OR52I1,Tier2_SURFY_only,True,False,Q8NGK6,Olfactory receptor 52I1,324
GLRB,Tier2_SURFY_only,True,False,P48167,Glycine receptor subunit beta,497
FLT4,Tier2_SURFY_only,True,False,P35916,Vascular endothelial growth factor receptor 3,1363
EPHB2,Tier2_SURFY_only,True,False,P29323,Ephrin type-B receptor 2,1055
CDHR2,Tier2_SURFY_only,True,False,Q9BYE9,Cadherin-related family member 2,1310
PTPRT,Tier2_SURFY_only,True,False,O14522,Receptor-type tyrosine-protein phosphatase T,1441
TRABD2A,Tier2_SURFY_only,True,False,Q86V40,Metalloprotease TIKI1,505
OR4K17,Tier2_SURFY_only,True,False,Q8NGC6,Olfactory receptor 4K17,315
TXNDC15,Tier2_SURFY_only,True,False,Q96J42,Thioredoxin domain-containing protein 15,360
SLC52A2,Tier2_SURFY_only,True,False,Q9HAB3,"Solute carrier family 52, riboflavin transporter, member 2",445
TMEM231,Tier2_SURFY_only,True,False,Q9H6L2,Transmembrane protein 231,316
SORCS3,Tier2_SURFY_only,True,False,Q9UPU3,VPS10 domain-containing receptor SorCS3,1222
OR52L1,Tier2_SURFY_only,True,False,Q8NGH7,Olfactory receptor 52L1,329
ABCB11,Tier2_SURFY_only,True,False,O95342,Bile salt export pump,1321
BAMBI,Tier2_SURFY_only,True,False,Q13145,BMP and activin membrane-bound inhibitor homolog,260
TMEM255A,Tier2_SURFY_only,True,False,Q5JRV8,Transmembrane protein 255A,349
LYPD8,Tier2_SURFY_only,True,False,Q6UX82,Ly6/PLAUR domain-containing protein 8,237
SLC12A4,Tier2_SURFY_only,True,False,Q9UP95,Solute carrier family 12 member 4,1085
LIFR,Tier2_SURFY_only,True,False,P42702,Leukemia inhibitory factor receptor,1097
THSD1,Tier2_SURFY_only,True,False,Q9NS62,Thrombospondin type-1 domain-containing protein 1,852
CNTN3,Tier2_SURFY_only,True,False,Q9P232,Contactin-3,1028
OR2W6P,Tier2_SURFY_only,True,False,Q8NHA6,Putative olfactory receptor 2W6,318
OR7C2,Tier2_SURFY_only,True,False,O60412,Olfactory receptor 7C2,319
SLC22A25,Tier2_SURFY_only,True,False,Q6T423,Solute carrier family 22 member 25,547
KIR2DS5,Tier2_SURFY_only,True,False,Q14953,Killer cell immunoglobulin-like receptor 2DS5,304
GJC3,Tier2_SURFY_only,True,False,Q8NFK1,Gap junction gamma-3 protein,279
LHFPL4,Tier2_SURFY_only,True,False,Q7Z7J7,Lipoma HMGIC fusion partner-like 4 protein,247
TMEM8A,Tier2_SURFY_only,True,False,Q9HCN3,Transmembrane protein 8A,771
OR10D4P,Tier2_SURFY_only,True,False,Q8NGN7,Putative olfactory receptor 10D4,298
OR52N1,Tier2_SURFY_only,True,False,Q8NH53,Olfactory receptor 52N1,320
CD40LG,Tier2_SURFY_only,True,False,P29965,CD40 ligand,261
RXFP2,Tier2_SURFY_only,True,False,Q8WXD0,Relaxin receptor 2,754
BAI1,Tier2_SURFY_only,True,False,O14514,Brain-specific angiogenesis inhibitor 1,1584
GPR98,Tier2_SURFY_only,True,False,Q8WXG9,G-protein coupled receptor 98,6306
PTPRK,Tier2_SURFY_only,True,False,Q15262,Receptor-type tyrosine-protein phosphatase kappa,1439
CRTAM,Tier2_SURFY_only,True,False,O95727,Cytotoxic and regulatory T-cell molecule,393
MRVI1,Tier2_SURFY_only,True,False,Q9Y6F6,Protein MRVI1,885
OR10J5,Tier2_SURFY_only,True,False,Q8NHC4,Olfactory receptor 10J5,309
CHRNA10,Tier2_SURFY_only,True,False,Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10,450
CSF1,Tier2_SURFY_only,True,False,P09603,Macrophage colony-stimulating factor 1,554
LRTM2,Tier2_SURFY_only,True,False,Q8N967,Leucine-rich repeat and transmembrane domain-containing protein 2,370
OR8D2,Tier2_SURFY_only,True,False,Q9GZM6,Olfactory receptor 8D2,311
MPZL1,Tier2_SURFY_only,True,False,O95297,Myelin protein zero-like protein 1,269
ROS1,Tier2_SURFY_only,True,False,P08922,Proto-oncogene tyrosine-protein kinase ROS,2347
GPR37L1,Tier2_SURFY_only,True,False,O60883,Prosaposin receptor GPR37L1,481
HIAT1,Tier2_SURFY_only,True,False,Q96MC6,Hippocampus abundant transcript 1 protein,490
LILRB1,Tier2_SURFY_only,True,False,Q8NHL6,Leukocyte immunoglobulin-like receptor subfamily B member 1,650
ADAM8,Tier2_SURFY_only,True,False,P78325,Disintegrin and metalloproteinase domain-containing protein 8,824
DRD2,Tier2_SURFY_only,True,False,P14416,D(2) dopamine receptor,443
RELL1,Tier2_SURFY_only,True,False,Q8IUW5,RELT-like protein 1,271
DRD4,Tier2_SURFY_only,True,False,P21917,D(4) dopamine receptor,467
NUP210,Tier2_SURFY_only,True,False,Q8TEM1,Nuclear pore membrane glycoprotein 210,1887
SSPN,Tier2_SURFY_only,True,False,Q14714,Sarcospan,243
CHRNA5,Tier2_SURFY_only,True,False,P30532,Neuronal acetylcholine receptor subunit alpha-5,468
OR8B12,Tier2_SURFY_only,True,False,Q8NGG6,Olfactory receptor 8B12,310
NRXN3,Tier2_SURFY_only,True,False,Q9HDB5,Neurexin-3-beta,637
CLEC1A,Tier2_SURFY_only,True,False,Q8NC01,C-type lectin domain family 1 member A,280
OPRM1,Tier2_SURFY_only,True,False,P35372,Mu-type opioid receptor,400
SCN4A,Tier2_SURFY_only,True,False,P35499,Sodium channel protein type 4 subunit alpha,1836
DUOX2,Tier2_SURFY_only,True,False,Q9NRD8,Dual oxidase 2,1548
ABCB1,Tier2_SURFY_only,True,False,P08183,Multidrug resistance protein 1,1280
TSPAN31,Tier2_SURFY_only,True,False,Q12999,Tetraspanin-31,210
SLC29A2,Tier2_SURFY_only,True,False,Q14542,Equilibrative nucleoside transporter 2,456
DPEP2,Tier2_SURFY_only,True,False,Q9H4A9,Dipeptidase 2,486
PVR,Tier2_SURFY_only,True,False,P15151,Poliovirus receptor,417
OR52E2,Tier2_SURFY_only,True,False,Q8NGJ4,Olfactory receptor 52E2,325
MPEG1,Tier2_SURFY_only,True,False,Q2M385,Macrophage-expressed gene 1 protein,716
CLDND1,Tier2_SURFY_only,True,False,Q9NY35,Claudin domain-containing protein 1,253
LRRTM2,Tier2_SURFY_only,True,False,O43300,Leucine-rich repeat transmembrane neuronal protein 2,516
DPEP3,Tier2_SURFY_only,True,False,Q9H4B8,Dipeptidase 3,488
AVPR2,Tier2_SURFY_only,True,False,P30518,Vasopressin V2 receptor,371
SLC28A1,Tier2_SURFY_only,True,False,O00337,Sodium/nucleoside cotransporter 1,649
RTN4RL2,Tier2_SURFY_only,True,False,Q86UN3,Reticulon-4 receptor-like 2,420
LRP11,Tier2_SURFY_only,True,False,Q86VZ4,Low-density lipoprotein receptor-related protein 11,500
RGR,Tier2_SURFY_only,True,False,P47804,RPE-retinal G protein-coupled receptor,291
TMEM225,Tier2_SURFY_only,True,False,Q6GV28,Transmembrane protein 225,225
HRH4,Tier2_SURFY_only,True,False,Q9H3N8,Histamine H4 receptor,390
GPR33,Tier2_SURFY_only,True,False,Q49SQ1,Probable G-protein coupled receptor 33,333
TAS2R16,Tier2_SURFY_only,True,False,Q9NYV7,Taste receptor type 2 member 16,291
MAS1L,Tier2_SURFY_only,True,False,P35410,Mas-related G-protein coupled receptor MRG,378
NLGN2,Tier2_SURFY_only,True,False,Q8NFZ4,Neuroligin-2,835
ICAM4,Tier2_SURFY_only,True,False,Q14773,Intercellular adhesion molecule 4,271
GPIHBP1,Tier2_SURFY_only,True,False,Q8IV16,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,184
OR8K1,Tier2_SURFY_only,True,False,Q8NGG5,Olfactory receptor 8K1,319
SLC6A19,Tier2_SURFY_only,True,False,Q695T7,Sodium-dependent neutral amino acid transporter B(0)AT1,634
SIGLEC9,Tier2_SURFY_only,True,False,Q9Y336,Sialic acid-binding Ig-like lectin 9,463
HM13,Tier2_SURFY_only,True,False,Q8TCT9,Minor histocompatibility antigen H13,377
OR9Q2,Tier2_SURFY_only,True,False,Q8NGE9,Olfactory receptor 9Q2,314
TAAR8,Tier2_SURFY_only,True,False,Q969N4,Trace amine-associated receptor 8,342
PCDHGB2,Tier2_SURFY_only,True,False,Q9Y5G2,Protocadherin gamma-B2,931
CEACAM21,Tier2_SURFY_only,True,False,Q3KPI0,Carcinoembryonic antigen-related cell adhesion molecule 21,293
PCDHB6,Tier2_SURFY_only,True,False,Q9Y5E3,Protocadherin beta-6,794
OR10K1,Tier2_SURFY_only,True,False,Q8NGX5,Olfactory receptor 10K1,313
SLITRK6,Tier2_SURFY_only,True,False,Q9H5Y7,SLIT and NTRK-like protein 6,841
MMEL1,Tier2_SURFY_only,True,False,Q495T6,Membrane metallo-endopeptidase-like 1,779
OR51F2,Tier2_SURFY_only,True,False,Q8NH61,Olfactory receptor 51F2,342
PODXL2,Tier2_SURFY_only,True,False,Q9NZ53,Podocalyxin-like protein 2,605
CDH26,Tier2_SURFY_only,True,False,Q8IXH8,Cadherin-like protein 26,852
RAET1E,Tier2_SURFY_only,True,False,Q8TD07,NKG2D ligand 4,263
PILRA,Tier2_SURFY_only,True,False,Q9UKJ1,Paired immunoglobulin-like type 2 receptor alpha,303
NLGN4Y,Tier2_SURFY_only,True,False,Q8NFZ3,"Neuroligin-4, Y-linked",816
SLC6A11,Tier2_SURFY_only,True,False,P48066,Sodium- and chloride-dependent GABA transporter 3,632
FAM171A1,Tier2_SURFY_only,True,False,Q5VUB5,Protein FAM171A1,890
UPK3BL,Tier2_SURFY_only,True,False,B0FP48,Uroplakin-3b-like protein,263
MRGPRX3,Tier2_SURFY_only,True,False,Q96LB0,Mas-related G-protein coupled receptor member X3,322
FLT3LG,Tier2_SURFY_only,True,False,P49771,Fms-related tyrosine kinase 3 ligand,235
