gene,uniprot_id,pdb_file
SLC6A17,Q9H1V8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H1V8-F1-model_v6.pdb
RTN4RL1,Q86UN2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86UN2-F1-model_v6.pdb
PCDHB6,Q9Y5E3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5E3-F1-model_v6.pdb
SLC46A3,Q7Z3Q1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z3Q1-F1-model_v6.pdb
CASD1,Q96PB1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96PB1-F1-model_v6.pdb
TMEM132D,Q14C87,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14C87-F1-model_v6.pdb
JAG1,P78504,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78504-F1-model_v6.pdb
SLC2A12,Q8TD20,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TD20-F1-model_v6.pdb
GHRHR,Q02643,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q02643-F1-model_v6.pdb
AVPR1A,P37288,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P37288-F1-model_v6.pdb
ASGR1,P07306,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P07306-F1-model_v6.pdb
CNTN6,Q9UQ52,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UQ52-F1-model_v6.pdb
ANTXRL,A6NF34,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NF34-F1-model_v6.pdb
LHCGR,P22888,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P22888-F1-model_v6.pdb
TYRO3,Q06418,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q06418-F1-model_v6.pdb
LRRTM2,O43300,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43300-F1-model_v6.pdb
PCDHGA11,Q9Y5H2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5H2-F1-model_v6.pdb
GPR75,O95800,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95800-F1-model_v6.pdb
PCDH11Y,Q9BZA8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BZA8-F1-model_v6.pdb
DRD4,P21917,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P21917-F1-model_v6.pdb
DRD2,P14416,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P14416-F1-model_v6.pdb
DSC1,Q08554,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q08554-F1-model_v6.pdb
ATP6V0A2,Q9Y487,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y487-F1-model_v6.pdb
PRNP,P04156,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P04156-F1-model_v6.pdb
CSF3R,Q99062,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99062-F1-model_v6.pdb
CHPT1,Q8WUD6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WUD6-F1-model_v6.pdb
SLC39A5,Q6ZMH5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZMH5-F1-model_v6.pdb
SLC6A2,P23975,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P23975-F1-model_v6.pdb
SLC8B1,Q6J4K2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6J4K2-F1-model_v6.pdb
SLC6A4,P31645,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P31645-F1-model_v6.pdb
TMEM255A,Q5JRV8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5JRV8-F1-model_v6.pdb
SSTR2,P30874,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30874-F1-model_v6.pdb
ANO3,Q9BYT9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BYT9-F1-model_v6.pdb
PTGER2,P43116,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43116-F1-model_v6.pdb
TSPAN11,A1L157,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A1L157-F1-model_v6.pdb
SLC18A2,Q05940,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q05940-F1-model_v6.pdb
SLC16A8,O95907,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95907-F1-model_v6.pdb
OPRK1,P41145,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41145-F1-model_v6.pdb
LY6D,Q14210,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14210-F1-model_v6.pdb
KCNMB3,Q9NPA1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NPA1-F1-model_v6.pdb
GPR22,Q99680,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99680-F1-model_v6.pdb
SLC8A2,Q9UPR5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UPR5-F1-model_v6.pdb
DCT,P40126,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P40126-F1-model_v6.pdb
TENM3,Q9P273,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9P273-F1-model_v6.pdb
GPC5,P78333,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78333-F1-model_v6.pdb
SLC9A3,P48764,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48764-F1-model_v6.pdb
SLC13A4,Q9UKG4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UKG4-F1-model_v6.pdb
CLEC4G,Q6UXB4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UXB4-F1-model_v6.pdb
PCDHB7,Q9Y5E2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5E2-F1-model_v6.pdb
HTR2A,P28223,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P28223-F1-model_v6.pdb
C5AR2,Q9P296,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9P296-F1-model_v6.pdb
CACNA1G,O43497,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43497-F1-model_v6.pdb
NIPAL4,Q0D2K0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q0D2K0-F1-model_v6.pdb
ATRNL1,Q5VV63,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VV63-F1-model_v6.pdb
CACNA1I,Q9P0X4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9P0X4-F1-model_v6.pdb
LRRC38,Q5VT99,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VT99-F1-model_v6.pdb
SLC1A6,P48664,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48664-F1-model_v6.pdb
LRP10,Q7Z4F1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z4F1-F1-model_v6.pdb
LRRTM4,Q86VH4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86VH4-F1-model_v6.pdb
CACNG1,Q06432,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q06432-F1-model_v6.pdb
OR2W3,Q7Z3T1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z3T1-F1-model_v6.pdb
LRRC37A3,O60309,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60309-F1-model_v6.pdb
MRC1,P22897,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P22897-F1-model_v6.pdb
FAS,P25445,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P25445-F1-model_v6.pdb
HRH3,Q9Y5N1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5N1-F1-model_v6.pdb
KLRG1,Q96E93,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96E93-F1-model_v6.pdb
CEACAM7,Q14002,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14002-F1-model_v6.pdb
PCDHGA4,Q9Y5G9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5G9-F1-model_v6.pdb
CHRNA2,Q15822,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15822-F1-model_v6.pdb
LILRA6,Q6PI73,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6PI73-F1-model_v6.pdb
SLC7A10,Q9NS82,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NS82-F1-model_v6.pdb
ADRA1D,P25100,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P25100-F1-model_v6.pdb
PCDHGA7,Q9Y5G6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5G6-F1-model_v6.pdb
SLC51B,Q86UW2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86UW2-F1-model_v6.pdb
SLC7A3,Q8WY07,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WY07-F1-model_v6.pdb
ENPP4,Q9Y6X5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y6X5-F1-model_v6.pdb
LY6K,Q17RY6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q17RY6-F1-model_v6.pdb
CHRNE,Q04844,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q04844-F1-model_v6.pdb
MEGF10,Q96KG7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96KG7-F1-model_v6.pdb
ADAM32,Q8TC27,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TC27-F1-model_v6.pdb
LY6G6C,O95867,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95867-F1-model_v6.pdb
ATP13A5,Q4VNC0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q4VNC0-F1-model_v6.pdb
NPC1L1,Q9UHC9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UHC9-F1-model_v6.pdb
IL3RA,P26951,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P26951-F1-model_v6.pdb
MALRD1,Q5VYJ5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VYJ5-F1-model_v6.pdb
CD93,Q9NPY3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NPY3-F1-model_v6.pdb
PCDHGC5,Q9Y5F6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5F6-F1-model_v6.pdb
TMEM150A,Q86TG1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86TG1-F1-model_v6.pdb
P2RY1,P47900,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P47900-F1-model_v6.pdb
SEZ6,Q53EL9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q53EL9-F1-model_v6.pdb
NMUR1,Q9HB89,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HB89-F1-model_v6.pdb
AJAP1,Q9UKB5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UKB5-F1-model_v6.pdb
GLP2R,O95838,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95838-F1-model_v6.pdb
P2RY11,Q96G91,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96G91-F1-model_v6.pdb
GPR26,Q8NDV2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NDV2-F1-model_v6.pdb
NKAIN2,Q5VXU1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VXU1-F1-model_v6.pdb
SLC12A1,Q13621,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13621-F1-model_v6.pdb
ATP1A4,Q13733,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13733-F1-model_v6.pdb
CHODL,Q9H9P2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H9P2-F1-model_v6.pdb
SLC6A3,Q01959,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q01959-F1-model_v6.pdb
TBXA2R,P21731,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P21731-F1-model_v6.pdb
EPHA3,P29320,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P29320-F1-model_v6.pdb
PRPH2,P23942,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P23942-F1-model_v6.pdb
GCGR,P47871,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P47871-F1-model_v6.pdb
TACR2,P21452,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P21452-F1-model_v6.pdb
ENPP6,Q6UWR7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UWR7-F1-model_v6.pdb
PCDH11X,Q9BZA7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BZA7-F1-model_v6.pdb
SLC1A2,P43004,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43004-F1-model_v6.pdb
THSD7A,Q9UPZ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UPZ6-F1-model_v6.pdb
NCR3LG1,Q68D85,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q68D85-F1-model_v6.pdb
UPK3B,Q9BT76,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BT76-F1-model_v6.pdb
ASIC4,Q96FT7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96FT7-F1-model_v6.pdb
ITLN1,Q8WWA0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WWA0-F1-model_v6.pdb
SLITRK4,Q8IW52,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IW52-F1-model_v6.pdb
TPSG1,Q9NRR2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NRR2-F1-model_v6.pdb
TAS2R14,Q9NYV8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NYV8-F1-model_v6.pdb
TACR1,P25103,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P25103-F1-model_v6.pdb
PCDHGA6,Q9Y5G7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5G7-F1-model_v6.pdb
LRP3,O75074,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75074-F1-model_v6.pdb
ROR1,Q01973,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q01973-F1-model_v6.pdb
HRH2,P25021,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P25021-F1-model_v6.pdb
SLC26A1,Q9H2B4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H2B4-F1-model_v6.pdb
GRIN2C,Q14957,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14957-F1-model_v6.pdb
PGAP1,Q75T13,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q75T13-F1-model_v6.pdb
IL1R2,P27930,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P27930-F1-model_v6.pdb
ABCC2,Q92887,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q92887-F1-model_v6.pdb
PTCHD1,Q96NR3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96NR3-F1-model_v6.pdb
TMEM108,Q6UXF1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UXF1-F1-model_v6.pdb
GRID2,O43424,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43424-F1-model_v6.pdb
PLXNA3,P51805,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51805-F1-model_v6.pdb
PAM,P19021,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P19021-F1-model_v6.pdb
ART4,Q93070,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q93070-F1-model_v6.pdb
CHRM1,P11229,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P11229-F1-model_v6.pdb
LRRC4C,Q9HCJ2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HCJ2-F1-model_v6.pdb
GPBAR1,Q8TDU6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TDU6-F1-model_v6.pdb
ADORA2A,P29274,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P29274-F1-model_v6.pdb
ADAM11,O75078,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75078-F1-model_v6.pdb
PIK3IP1,Q96FE7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96FE7-F1-model_v6.pdb
PECAM1,P16284,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P16284-F1-model_v6.pdb
SLC4A5,Q9BY07,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BY07-F1-model_v6.pdb
RPRML,Q8N4K4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N4K4-F1-model_v6.pdb
CD163,Q86VB7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86VB7-F1-model_v6.pdb
CHRM2,P08172,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P08172-F1-model_v6.pdb
SLC6A13,Q9NSD5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NSD5-F1-model_v6.pdb
KCNJ12,Q14500,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14500-F1-model_v6.pdb
PTPRQ,Q9UMZ3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UMZ3-F1-model_v6.pdb
NIPAL2,Q9H841,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H841-F1-model_v6.pdb
IGDCC4,Q8TDY8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TDY8-F1-model_v6.pdb
CNTN2,Q02246,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q02246-F1-model_v6.pdb
SLCO1C1,Q9NYB5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NYB5-F1-model_v6.pdb
NALCN,Q8IZF0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IZF0-F1-model_v6.pdb
ACKR4,Q9NPB9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NPB9-F1-model_v6.pdb
LTK,P29376,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P29376-F1-model_v6.pdb
TM4SF20,Q53R12,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q53R12-F1-model_v6.pdb
NRG4,Q8WWG1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WWG1-F1-model_v6.pdb
SORT1,Q99523,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99523-F1-model_v6.pdb
TSPAN18,Q96SJ8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96SJ8-F1-model_v6.pdb
SLC2A11,Q9BYW1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BYW1-F1-model_v6.pdb
CD248,Q9HCU0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HCU0-F1-model_v6.pdb
FLRT1,Q9NZU1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NZU1-F1-model_v6.pdb
SV2A,Q7L0J3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7L0J3-F1-model_v6.pdb
TMPRSS5,Q9H3S3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H3S3-F1-model_v6.pdb
CLEC2D,Q9UHP7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UHP7-F1-model_v6.pdb
SLC4A7,Q9Y6M7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y6M7-F1-model_v6.pdb
SLC8A3,P57103,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P57103-F1-model_v6.pdb
OXGR1,Q96P68,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96P68-F1-model_v6.pdb
C19orf18,Q8NEA5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NEA5-F1-model_v6.pdb
EREG,O14944,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O14944-F1-model_v6.pdb
HBEGF,Q99075,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99075-F1-model_v6.pdb
FLT1,P17948,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P17948-F1-model_v6.pdb
AQP4,P55087,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55087-F1-model_v6.pdb
IGSF1,Q8N6C5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N6C5-F1-model_v6.pdb
SLC22A7,Q9Y694,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y694-F1-model_v6.pdb
CDH20,Q9HBT6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HBT6-F1-model_v6.pdb
TMEM132B,Q14DG7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14DG7-F1-model_v6.pdb
SCN9A,Q15858,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15858-F1-model_v6.pdb
SLC2A13,Q96QE2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96QE2-F1-model_v6.pdb
CD22,P20273,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P20273-F1-model_v6.pdb
RGMB,Q6NW40,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6NW40-F1-model_v6.pdb
ASTN1,O14525,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O14525-F1-model_v6.pdb
TMPRSS11D,O60235,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60235-F1-model_v6.pdb
CDH4,P55283,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55283-F1-model_v6.pdb
BCAN,Q96GW7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96GW7-F1-model_v6.pdb
CLDN18,P56856,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P56856-F1-model_v6.pdb
NRXN2,Q9P2S2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9P2S2-F1-model_v6.pdb
SLC51A,Q86UW1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86UW1-F1-model_v6.pdb
SLC43A3,Q8NBI5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NBI5-F1-model_v6.pdb
LYPD2,Q6UXB3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UXB3-F1-model_v6.pdb
UNC5C,O95185,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95185-F1-model_v6.pdb
GABRB3,P28472,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P28472-F1-model_v6.pdb
PTGER4,P35408,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P35408-F1-model_v6.pdb
LRRC3B,Q96PB8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96PB8-F1-model_v6.pdb
KL,Q9UEF7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UEF7-F1-model_v6.pdb
TMX3,Q96JJ7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96JJ7-F1-model_v6.pdb
EPHA7,Q15375,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15375-F1-model_v6.pdb
PCDH18,Q9HCL0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HCL0-F1-model_v6.pdb
SSPN,Q14714,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14714-F1-model_v6.pdb
NRXN3,Q9Y4C0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y4C0-F1-model_v6.pdb
SCN4A,P35499,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P35499-F1-model_v6.pdb
CSF1,P09603,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P09603-F1-model_v6.pdb
NPY2R,P49146,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P49146-F1-model_v6.pdb
DSG1,Q02413,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q02413-F1-model_v6.pdb
EDA2R,Q9HAV5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HAV5-F1-model_v6.pdb
EPHA5,P54756,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P54756-F1-model_v6.pdb
NPY5R,Q15761,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15761-F1-model_v6.pdb
GPR4,P46093,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P46093-F1-model_v6.pdb
ITGA2B,P08514,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P08514-F1-model_v6.pdb
NCAM2,O15394,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15394-F1-model_v6.pdb
PCDHGA3,Q9Y5H0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5H0-F1-model_v6.pdb
GRIK1,P39086,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P39086-F1-model_v6.pdb
SHISA7,A6NL88,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NL88-F1-model_v6.pdb
CDH26,Q8IXH8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IXH8-F1-model_v6.pdb
LRIG1,Q96JA1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96JA1-F1-model_v6.pdb
PCDH20,Q8N6Y1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N6Y1-F1-model_v6.pdb
SIRPA,P78324,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78324-F1-model_v6.pdb
ACKR2,O00590,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00590-F1-model_v6.pdb
GSG1L,Q6UXU4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UXU4-F1-model_v6.pdb
LGR5,O75473,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75473-F1-model_v6.pdb
SEMA4D,Q92854,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q92854-F1-model_v6.pdb
GJA1,P17302,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P17302-F1-model_v6.pdb
IL4R,P24394,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P24394-F1-model_v6.pdb
ADCY9,O60503,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60503-F1-model_v6.pdb
KCNMB1,Q16558,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q16558-F1-model_v6.pdb
LGR6,Q9HBX8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HBX8-F1-model_v6.pdb
LSAMP,Q13449,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13449-F1-model_v6.pdb
NLGN4X,Q8N0W4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N0W4-F1-model_v6.pdb
DPP10,Q8N608,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N608-F1-model_v6.pdb
PLB1,Q6P1J6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6P1J6-F1-model_v6.pdb
ACKR3,P25106,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P25106-F1-model_v6.pdb
ADRB1,P08588,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P08588-F1-model_v6.pdb
NRN1L,Q496H8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q496H8-F1-model_v6.pdb
SLC38A11,Q08AI6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q08AI6-F1-model_v6.pdb
GIPR,P48546,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48546-F1-model_v6.pdb
NLGN3,Q9NZ94,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NZ94-F1-model_v6.pdb
LRP4,O75096,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75096-F1-model_v6.pdb
