gene,enhanced_score_v2,rank_v2,tsi_norm,ldt_norm,pocket_norm,eas,ntrs,risk_level,top_res_type,n_nucleophiles,n_extracellular_domains,depmap_label,mean_plddt
OR7A2P,0.2667944724091333,2062,0.2605042014617612,0.040972428105544,0.047869682112921,0.5,,,TYR,4,,No data,84.2
GRIN2D,0.2667599943730218,2063,0.3277310921615705,0.0061073228579899,0.0860287838051557,0.5,,,SER,6,,Non-essential,63.2
SIGLEC5,0.2667051120257518,2064,0.2605042014617612,0.0668840794544915,0.0030112288470662,0.5,,,LYS,2,,Non-essential,77.7
SLC41A3,0.2666999979948629,2065,0.2689075627992374,0.006700266824785,0.0251652696504823,0.5,,,SER,3,,Non-essential,79.0
KCNMB4,0.2666845913465644,2066,0.2268907561118565,0.0123332345093388,0.0099762770836628,0.5,,,TYR,1,,Non-essential,87.2
PCDHGA3,0.2666793439290712,2067,0.2352941174493327,0.1093981618737029,0.0108809109599873,0.5,,,LYS,4,,Non-essential,74.7
PRTG,0.2666778837818511,2068,0.2605042014617612,0.0289356655796027,0.0518235015024513,0.5,,,TYR,8,,Non-essential,73.8
GPR45,0.2664822712577455,2069,0.2605042014617612,0.0029647198339756,0.0268163846275502,0.5,,,TYR,11,,Non-essential,83.3
TRHR,0.2664521379728879,2070,0.2605042014617612,0.0085383931218499,0.0460920449153882,0.5,,,TYR,13,,Non-essential,79.6
VSIG10,0.266402892793373,2071,0.302521008149142,0.0039727245775274,0.01739047920291,0.5,,,SER,2,,Non-essential,77.1
TNFRSF4,0.2663000934849723,2072,0.3697478988489514,0.0,0.0018155938636723,0.5,,,CYS,3,,Non-essential,77.0
NMBR,0.2662238839209205,2073,0.2605042014617612,0.0221761043581381,0.033813063419263,0.5,,,TYR,7,,Non-essential,79.3
SLC10A1,0.2661163747439752,2074,0.252100840124285,0.0111473465757485,0.0168084769887711,0.5,,,CYS,4,,Non-essential,83.5
GPA33,0.2660549749098559,2075,0.2689075627992374,0.0262674177290246,0.0008730033212082,0.5,,,TYR,4,,Non-essential,85.0
OR2A1,0.2660266976946441,2076,0.2605042014617612,0.0152979543433145,0.0342052823027044,0.5,,,CYS,8,,No data,86.5
GP1BB,0.2660046723594986,2077,0.2773109241367135,0.0,0.0028847066266012,0.5,,,,0,,Non-essential,88.0
NUP210L,0.2658338499645579,2078,0.252100840124285,0.0049807293210791,0.0150624703463545,0.5,,,SER,3,,Non-essential,79.5
SSTR5,0.2658320303402133,2079,0.252100840124285,0.006818855618144,0.053215245927566,0.5,,,SER,9,,Non-essential,81.2
CXCR2,0.2657880461362484,2080,0.2605042014617612,0.0272754224725763,0.0205345563814644,0.5,,,LYS,7,,Non-essential,79.6
UPK3A,0.2657835464662055,2081,0.3109243694866181,0.0055736732878742,0.0026885971848805,0.5,,,SER,1,,Non-essential,78.6
ITLN1,0.2657209351082256,2082,0.2352941174493327,0.0076489771716572,0.0078380515578048,0.5,,,TYR,7,,Non-essential,92.5
ITGA1,0.2655714198401141,2083,0.2100840334369042,0.0139934776163652,0.0552585797880752,0.5,,,TYR,7,,Non-essential,83.6
PSCA,0.2655605993371234,2084,0.302521008149142,0.0360509931811443,0.0011007433180452,0.5,,,LYS,4,,Non-essential,81.3
SEMA4G,0.2655240694434202,2085,0.2773109241367135,0.0023717758671805,0.0351099161790289,0.5,,,CYS,4,,Non-essential,79.8
TMEM9,0.2655037468140883,2086,0.3697478988489514,0.0,0.0033338605092519,0.5,,,,0,,Non-essential,72.8
LGR6,0.2654763195672323,2087,0.2268907561118565,0.0228876371182923,0.0783805155780484,0.5,,,TYR,9,,Non-essential,77.4
GPR21,0.2653887504998538,2088,0.2605042014617612,0.0114438185591461,0.007869682112921,0.5,,,TYR,5,,Non-essential,83.1
OR52I2,0.2653676286598088,2089,0.2605042014617612,0.0163652534835458,0.0648426379882966,0.5,,,TYR,10,,No data,83.2
OR1B1,0.2653243875247454,2090,0.2605042014617612,0.0004150607767565,0.038576625019769,0.5,,,TYR,3,,No data,87.8
BRS3,0.2652548673296957,2091,0.2605042014617612,0.0043284909576045,0.0418155938636723,0.5,,,TYR,9,,Non-essential,78.9
OR4M2,0.2652241167004253,2092,0.2605042014617612,0.017551141417136,0.021439190257789,0.5,,,CYS,8,,No data,86.1
EREG,0.2651547302417245,2093,0.2352941174493327,0.1396975985769344,0.0209584058200221,0.5,,,CYS,5,,Non-essential,68.7
GLP2R,0.2651272224623759,2094,0.2436974787868088,0.0802253187073821,0.0312889451209868,0.5,,,LYS,4,,Non-essential,73.5
CD177,0.265087153315601,2095,0.252100840124285,0.000118588793359,0.0106911276292898,0.5,,,SER,3,,Non-essential,85.2
GPR85,0.265022667041383,2096,0.2773109241367135,0.0022531870738215,0.0267214929622014,0.5,,,CYS,8,,Non-essential,82.6
NRXN2,0.2649357056865954,2097,0.2352941174493327,0.0149421879632374,0.0966186936580737,0.5,,,TYR,10,,Non-essential,74.4
ULBP1,0.2648419100215042,2098,0.3109243694866181,0.0,0.0060540882492487,0.5,,,,0,,Non-essential,80.7
OR2W6P,0.2647955997481873,2099,0.2605042014617612,0.004506374147643,0.040841372766092,0.5,,,TYR,4,,No data,86.8
IZUMO1R,0.2647458072527874,2100,0.2605042014617612,0.0010080047435517,0.0220907796931836,0.5,,,TYR,5,,Non-essential,87.3
LINGO3,0.2647342984751391,2101,0.252100840124285,0.0026682478505781,0.0053771943697611,0.5,,,SER,3,,Non-essential,85.9
ATP6V0A2,0.2647097247496833,2102,0.2436974787868088,0.0,0.0209267752649059,0.5,,,,0,,Non-essential,81.6
CD300LF,0.2645731348107111,2103,0.3949579828613799,0.0,0.0056681954768306,0.5,,,,0,,Non-essential,72.5
CHRNG,0.2645603179176437,2104,0.2605042014617612,0.0066409724281055,0.0160303653329115,0.5,,,SER,1,,Non-essential,81.3
CHRND,0.2645045643607602,2105,0.252100840124285,0.006700266824785,0.0126965048236596,0.5,,,SER,1,,Non-essential,83.7
NPFFR2,0.264395010269872,2106,0.2689075627992374,0.0224725763415357,0.0913680215087774,0.5,,,TYR,8,,Non-essential,69.4
PLXDC2,0.264320574226157,2107,0.2941176468116659,0.0006522383634746,0.0938035742527281,0.5,,,TYR,4,,Non-essential,69.6
GP6,0.2642951941306269,2108,0.2605042014617612,0.1061962644530091,0.0051494543729242,0.5,,,LYS,4,,Non-essential,76.0
OR14I1,0.2642197429673648,2109,0.2605042014617612,0.0057515564779128,0.0097169065317096,0.5,,,CYS,4,,Non-essential,82.8
MRGPRX1,0.2641553339811925,2110,0.2605042014617612,0.0208716276311888,0.0077747904475723,0.5,,,TYR,5,,Non-essential,82.8
KCNMB1,0.2640543286887041,2111,0.2268907561118565,0.0012451823302697,0.0099130159734303,0.5,,,SER,3,,Non-essential,84.1
SLC17A6,0.2640219022427297,2112,0.2605042014617612,0.0117402905425437,0.0432389688439032,0.5,,,CYS,8,,Non-essential,78.2
OR2T1,0.2639426632947039,2113,0.2605042014617612,0.0372961755114141,0.0622868891349043,0.5,,,TYR,7,,No data,80.2
SLC7A2,0.26388583279343,2114,0.1848739494244757,0.0726356359324043,0.0297010912541515,0.5,,,LYS,4,,Non-essential,81.4
NCR3,0.2638607797422426,2115,0.2941176468116659,0.0038541357841683,0.0023027044124624,0.5,,,SER,1,,Non-essential,83.6
LTB4R2,0.2638133733218173,2116,0.2100840334369042,0.0093685146753631,0.0700933101375929,0.5,,,TYR,12,,Non-essential,81.1
GPR22,0.2637753902744273,2117,0.2436974787868088,0.0854432256151793,0.0363118772734461,0.5,,,LYS,12,,Non-essential,72.3
SIGLEC7,0.2637615884761035,2118,0.3277310921615705,0.0,0.0031440771785544,0.5,,,CYS,1,,Non-essential,74.3
FCRL1,0.2637086212403196,2119,0.2605042014617612,0.0403794841387488,0.0630333702356476,0.5,,,TYR,13,,Non-essential,75.7
OR12D3,0.2636961266505934,2120,0.2605042014617612,0.0014823599169878,0.0113680215087774,0.5,,,SER,7,,Non-essential,81.9
SLC39A14,0.2636880939478064,2121,0.2605042014617612,0.0221761043581381,0.0641341135536928,0.5,,,TYR,7,,Non-essential,73.6
SELE,0.2636808278891406,2122,0.252100840124285,0.0008301215535131,0.0029479677368337,0.5,,,TYR,1,,Non-essential,83.0
MRGPRE,0.2636657141431606,2123,0.252100840124285,0.0039727245775274,0.0092297959829195,0.5,,,TYR,4,,Non-essential,85.2
OR4C16,0.2635928136805043,2124,0.2605042014617612,0.0045656685443225,0.0217681480309979,0.5,,,TYR,7,,No data,86.4
RXFP4,0.2635683210442021,2125,0.2689075627992374,0.002312481470501,0.0218946702514629,0.5,,,TYR,5,,Non-essential,81.3
GRM5,0.2635446204296487,2126,0.2941176468116659,0.0161280758968277,0.0429479677368337,0.5,,,LYS,11,,Non-essential,71.1
OR8D2,0.2634605523851117,2127,0.2605042014617612,0.0092499258820041,0.016422584216353,0.5,,,TYR,2,,No data,88.3
GLRA1,0.2634294664653929,2128,0.2605042014617612,0.0,0.0040170804997627,0.5,,,,0,,Non-essential,84.0
ITM2C,0.2633421741843347,2129,0.3277310921615705,0.0016602431070263,0.0118867626126838,0.5,,,TYR,1,,Non-essential,76.2
ITGAE,0.2633374347154795,2130,0.252100840124285,0.002193892677142,0.0263672307448995,0.5,,,CYS,5,,Non-essential,80.6
GLRA3,0.2632750144647602,2131,0.2605042014617612,0.0,0.0042448204965997,0.5,,,,0,,Non-essential,84.4
HEPH,0.2632728155968644,2132,0.1932773107619518,0.0116217017491847,0.039645737782698,0.5,,,TYR,3,,Non-essential,89.1
SEMA5B,0.2631317031123414,2133,0.2857142854741897,0.0058108508745923,0.0352048078443776,0.5,,,TYR,6,,Non-essential,74.9
PCDHB7,0.2630676496736746,2134,0.2436974787868088,0.0179662021938926,0.0062501976909694,0.5,,,TYR,4,,Non-essential,81.8
PRSS41,0.2630675941550274,2135,0.2605042014617612,0.0051586125111176,0.0165491064368179,0.5,,,SER,4,,Non-essential,82.7
GP1BA,0.2630640665979261,2136,0.2605042014617612,0.1797213163356062,0.0124687648268227,0.5,,,LYS,2,,Non-essential,64.3
GALR2,0.263024136008849,2137,0.2605042014617612,0.0047435517343611,0.0532468764826822,0.5,,,TYR,8,,Non-essential,77.9
ZP1,0.2630101440216287,2138,0.252100840124285,0.0554995552920248,0.0244251146607622,0.5,,,TYR,4,,Non-essential,73.0
FCAR,0.2629373761290897,2139,0.252100840124285,0.0344500444707975,0.0066107860192946,0.5,,,TYR,1,,Non-essential,83.6
TMEM95,0.2629228597867507,2140,0.2605042014617612,0.0042691965609249,0.000714850545627,0.5,,,SER,2,,Non-essential,81.7
OR11H7,0.2628061248271242,2141,0.2605042014617612,0.0017788319003854,0.0106215404080341,0.5,,,SER,7,,No data,90.6
OR52L2P,0.2627182644100538,2142,0.2605042014617612,0.0059294396679513,0.0400316305551162,0.5,,,TYR,7,,No data,86.2
PRND,0.2626536852869831,2143,0.3277310921615705,0.004624962941002,0.00297959829195,0.5,,,SER,1,,Non-essential,77.0
LYPD4,0.2626144735822677,2144,0.2605042014617612,0.0,0.0019421160841372,0.5,,,CYS,1,,Non-essential,84.7
OR1D4,0.2624114948945382,2145,0.2605042014617612,0.0601245182330269,0.0423027044124624,0.5,,,CYS,5,,No data,81.2
LRRC38,0.2623965686518623,2146,0.2436974787868088,0.0050400237177586,0.003820971058042,0.5,,,SER,6,,Non-essential,86.1
LRFN1,0.262297909442382,2147,0.2941176468116659,0.0675956122146457,0.0132468764826822,0.5,,,TYR,6,,Non-essential,69.7
SLC31A1,0.2622738606845555,2148,0.3697478988489514,0.0158908983101096,0.0082935315514787,0.5,,,TYR,2,,Non-essential,70.3
TEX101,0.2622264972724564,2149,0.2605042014617612,0.0508152979543433,0.0061869365807369,0.5,,,LYS,5,,Non-essential,81.5
ITGA10,0.2622059315308382,2150,0.1848739494244757,0.0097835754521197,0.0496536454214771,0.5,,,TYR,11,,Non-essential,85.2
TAS2R14,0.2621088367162871,2151,0.2352941174493327,0.0189149125407648,0.0155116242290052,0.5,,,TYR,2,,Non-essential,81.7
OR10AD1,0.2621029856656697,2152,0.2605042014617612,0.0019567150904239,0.0184279614107227,0.5,,,TYR,5,,Non-essential,80.4
LRRC52,0.2620614165894558,2153,0.2605042014617612,0.0006522383634746,0.0015245927566028,0.5,,,TYR,1,,Non-essential,87.0
LHCGR,0.2620040329611696,2154,0.2436974787868088,0.0017788319003854,0.0416194844219516,0.5,,,TYR,5,,Non-essential,80.1
MPZL1,0.2617973488254631,2155,0.3277310921615705,0.013044767269493,0.0007781116558595,0.5,,,TYR,1,,Non-essential,76.4
CLDN19,0.2617649495520902,2156,0.252100840124285,0.0339163949006818,0.0052823027044124,0.5,,,TYR,2,,Non-essential,80.9
PTGDR,0.2617507080001467,2157,0.252100840124285,0.0093685146753631,0.0277589751700142,0.5,,,CYS,2,,Non-essential,79.4
SPPL2C,0.2617326321419362,2158,0.2605042014617612,0.030121553513193,0.0934113553692867,0.5,,,CYS,6,,Non-essential,67.1
CRHR1,0.2614952031277706,2159,0.252100840124285,0.0383041802549659,0.0235457852285307,0.5,,,TYR,4,,Non-essential,77.3
BTNL3,0.2614862970824165,2160,0.1932773107619518,0.013281944856211,0.0085529021034319,0.5,,,TYR,3,,Non-essential,89.5
INSRR,0.2614647745149936,2161,0.252100840124285,0.0026682478505781,0.0310295745690336,0.5,,,TYR,3,,Non-essential,78.0
OR2W3,0.2613840301469599,2162,0.2436974787868088,0.0246071746219982,0.0506911276292898,0.5,,,TYR,4,,Non-essential,77.3
GABRR1,0.2612984949708247,2163,0.2605042014617612,0.0055736732878742,0.0587885497390479,0.5,,,SER,5,,Non-essential,74.0
PCDH12,0.2611131829681467,2164,0.2941176468116659,0.0058701452712718,0.084048711054879,0.5,,,SER,7,,Non-essential,65.9
IGFLR1,0.2610160397687293,2165,0.3277310921615705,0.0047435517343611,0.0226727819073224,0.5,,,SER,7,,Non-essential,71.9
NKAIN1,0.2609646785218792,2166,0.3193277308240944,0.0139934776163652,0.0146702514629131,0.5,,,TYR,3,,Non-essential,75.5
SLITRK1,0.260960403385708,2167,0.2100840334369042,0.0731099911058404,0.0300869840265696,0.5,,,LYS,7,,Non-essential,76.5
LRRC3B,0.2609194490207231,2168,0.2352941174493327,0.0,0.00297959829195,0.5,,,,0,,Non-essential,85.8
LILRA5,0.2607625425847423,2169,0.2857142854741897,0.0,0.0021698560809742,0.5,,,,0,,Non-essential,80.2
ENG,0.2607301517746292,2170,0.2100840334369042,0.0515861251111769,0.018459591965839,0.5,,,LYS,7,,Non-essential,80.0
CLEC7A,0.2605599418694866,2171,0.2857142854741897,0.0310702638600652,0.0175865886446307,0.5,,,TYR,5,,Non-essential,77.6
TM4SF20,0.2604304013981701,2172,0.2352941174493327,0.090720426919656,0.0453139332595287,0.5,,,LYS,6,,Non-essential,73.4
ESAM,0.2604228228774821,2173,0.2100840334369042,0.1462792766083605,0.0092297959829195,0.5,,,LYS,2,,Non-essential,77.6
ASIC4,0.2604006788891764,2174,0.2436974787868088,0.0087162763118885,0.0251652696504823,0.5,,,TYR,5,,Non-essential,79.7
NRG2,0.2603666874745487,2175,0.1932773107619518,0.3023421286688408,0.0218946702514629,0.5,,,LYS,7,,Non-essential,54.9
CEACAM8,0.2603009810258522,2176,0.252100840124285,0.0,0.0018788549739047,0.5,,,,0,,Non-essential,86.9
SIGLECL1,0.2602904960695011,2177,0.2605042014617612,0.0011265935369107,0.0011956349833939,0.5,,,SER,1,,Non-essential,83.2
F2RL3,0.2602124307207373,2178,0.2689075627992374,0.0004743551734361,0.0049533449312035,0.5,,,TYR,4,,Non-essential,80.2
DLL4,0.2601327509692196,2179,0.252100840124285,0.0462496294100207,0.0197880752807211,0.5,,,TYR,8,,Non-essential,74.9
ACKR2,0.2599520093856871,2180,0.2352941174493327,0.0458938630299436,0.0097485370868258,0.5,,,LYS,2,,Non-essential,80.4
ITM2B,0.259932999422478,2181,0.302521008149142,0.0008301215535131,0.0131836153724497,0.5,,,TYR,2,,Non-essential,75.4
OR2AK2,0.2597813921289933,2182,0.2605042014617612,0.0042691965609249,0.0375075122568401,0.5,,,SER,7,,No data,87.1
LGR4,0.2596885554938527,2183,0.2689075627992374,0.0010672991402312,0.0122410248299857,0.5,,,SER,2,,Non-essential,78.8
CHRNA7,0.2596629853824669,2184,0.2605042014617612,0.0038541357841683,0.0103305393009647,0.5,,,TYR,2,,Non-essential,78.3
RAET1E,0.2595870024451493,2185,0.2605042014617612,0.0,0.0113047603985449,0.5,,,,0,,Non-essential,81.6
TMEM106A,0.2595832964782154,2186,0.302521008149142,0.0,0.0012652222046496,0.5,,,,0,,Non-essential,75.5
TEK,0.2595718221789364,2187,0.1932773107619518,0.006463089238067,0.0492993832041752,0.5,,,SER,5,,Non-essential,84.0
FCRL2,0.2595605319198339,2188,0.2773109241367135,0.0,0.0011640044282777,0.5,,,,0,,Non-essential,80.7
GRIN3B,0.2595011556784682,2189,0.252100840124285,0.0007115327601541,0.0456681954768306,0.5,,,SER,4,,Non-essential,75.1
OR4Q3,0.2594647781916405,2190,0.2605042014617612,0.0015416543136673,0.0131519848173335,0.5,,,CYS,6,,No data,87.8
NAGPA,0.2593949086913587,2191,0.2605042014617612,0.0040320189742069,0.0088122726553851,0.5,,,SER,1,,Non-essential,82.2
LHFPL4,0.2593421229891932,2192,0.2268907561118565,0.0215238659946635,0.0055733038114818,0.5,,,TYR,3,,Non-essential,82.8
AVPR1A,0.2592596793223733,2193,0.2436974787868088,0.0103172250222353,0.0963593231061205,0.5,,,TYR,9,,Non-essential,73.4
CDH13,0.2591998030822217,2194,0.2100840334369042,0.0195671509042395,0.0048268227107385,0.5,,,TYR,2,,Non-essential,85.1
ICAM5,0.259199105463644,2195,0.2436974787868088,0.0034390750074117,0.0044346038272971,0.5,,,SER,2,,Non-essential,80.1
GABRG2,0.2590629643053167,2196,0.1848739494244757,0.1388081826267417,0.0074142021192471,0.5,,,CYS,6,,Non-essential,77.2
GPR42,0.2590316086688853,2197,0.2605042014617612,0.0183812629706492,0.0246465285465759,0.5,,,TYR,7,,No data,87.0
PCDH11X,0.2589732104996869,2198,0.2436974787868088,0.129380373554699,0.0068638304602245,0.5,,,LYS,2,,Non-essential,64.0
MC1R,0.2589314498008618,2199,0.2268907561118565,0.0072932107915801,0.0187505930729084,0.5,,,CYS,3,,Non-essential,80.5
PTGER1,0.2588739311011987,2200,0.252100840124285,0.0295879039430773,0.0586557014075597,0.5,,,TYR,5,,Non-essential,74.8
CCKAR,0.2587600523213207,2201,0.2605042014617612,0.0072932107915801,0.0328767989878222,0.5,,,TYR,6,,Non-essential,77.7
OR4K3,0.2586980903238433,2202,0.2605042014617612,0.0014230655203083,0.0124371342717064,0.5,,,CYS,4,,No data,84.7
PODXL2,0.2585806376094081,2203,0.4453781508862369,0.0070560332048621,0.0311244662343824,0.5,,,SER,2,,Non-essential,54.4
ASTN1,0.2584652308311285,2204,0.2352941174493327,0.1553513193003261,0.0208571880436501,0.5,,,LYS,3,,Non-essential,64.4
LRP12,0.258368620410443,2205,0.2857142854741897,0.0926178476134005,0.0130823975960778,0.5,,,CYS,2,,Non-essential,62.5
DRD3,0.2583625191388945,2206,0.2605042014617612,0.0123925289060183,0.0427898149612525,0.5,,,TYR,11,,Non-essential,75.4
SLC2A12,0.2583435074344535,2207,0.2436974787868088,0.0286984879928846,0.0298972006958722,0.5,,,CYS,2,,Non-essential,74.9
GLRB,0.2582998755559375,2208,0.2605042014617612,0.002193892677142,0.0041752332753439,0.5,,,SER,1,,Non-essential,78.0
TPBGL,0.2582950092249106,2209,0.2773109241367135,0.0,0.0113363909536612,0.5,,,,0,,Non-essential,80.3
IL5RA,0.2582510226887046,2210,0.2605042014617612,0.0,0.0036248616163213,0.5,,,,0,,Non-essential,83.8
TMEM114,0.258238186867837,2211,0.2605042014617612,0.0009487103468722,0.0041119721651114,0.5,,,SER,2,,Non-essential,82.1
FFAR3,0.2581648097518638,2212,0.2605042014617612,0.0179069077972131,0.0222868891349043,0.5,,,TYR,5,,No data,86.4
CDHR1,0.2581103836983387,2213,0.252100840124285,0.0059887340646308,0.0124371342717064,0.5,,,TYR,1,,Non-essential,78.7
TMEM235,0.2580678233054113,2214,0.2605042014617612,0.0049807293210791,0.0127281353787758,0.5,,,SER,3,,Non-essential,80.9
CRLF2,0.2580151641380342,2215,0.2689075627992374,0.0114438185591461,0.0184975486319784,0.5,,,TYR,2,,Non-essential,77.2
RNFT1,0.2579919292828321,2216,0.2773109241367135,0.0206344500444707,0.033686541198798,0.5,,,TYR,4,,Non-essential,71.6
GPR152,0.2577451643451094,2217,0.2605042014617612,0.0368811147346575,0.0682144551636881,0.5,,,TYR,8,,Non-essential,70.8
PTTG1IP,0.2577333381410678,2218,0.3109243694866181,0.0,0.0030112288470662,0.5,,,,0,,Non-essential,77.2
DPEP3,0.2574673918432586,2219,0.2605042014617612,0.000355766380077,0.0073509410090147,0.5,,,TYR,3,,Non-essential,83.7
LILRB3,0.2574405030924577,2220,0.2184873947743803,0.0550844945152683,0.0615087774790447,0.5,,,LYS,7,,Non-essential,74.0
OR3A4P,0.2573368311098498,2221,0.2605042014617612,0.0273940112659353,0.0631598924561126,0.5,,,LYS,10,,No data,74.8
LTK,0.2572838329687744,2222,0.2352941174493327,0.0109101689890305,0.0688913490431757,0.5,,,TYR,11,,Non-essential,73.7
DRD1,0.2572396705071547,2223,0.252100840124285,0.0438778535428402,0.0436944488375771,0.5,,,LYS,9,,Non-essential,72.5
GABRB2,0.2572297768296131,2224,0.252100840124285,0.0480877557070856,0.0034350782856239,0.5,,,LYS,1,,Non-essential,76.5
TNFRSF10A,0.2572184035280473,2225,0.3445378148365229,0.0188556181440853,0.0115641309504981,0.5,,,TYR,1,,Non-essential,66.1
CD164L2,0.2570745423704138,2226,0.3949579828613799,0.0,0.0041752332753439,0.5,,,CYS,2,,Non-essential,65.7
GABRB3,0.2569947188967362,2227,0.2352941174493327,0.0435220871627631,0.0033338605092519,0.5,,,LYS,1,,Non-essential,80.1
TMEM132E,0.2569628488871971,2228,0.2605042014617612,0.0044470797509635,0.0742369128578206,0.5,,,SER,11,,Non-essential,71.6
IL22RA1,0.256913529154253,2229,0.403361344198856,0.0,0.0023659655226949,0.5,,,,0,,Non-essential,61.7
PTCRA,0.2567052185973786,2230,0.3865546215239037,0.0048028461310406,0.0035299699509726,0.5,,,SER,2,,Non-essential,63.8
ROR1,0.2565931036190936,2231,0.2352941174493327,0.0166617254669433,0.101186145816859,0.5,,,TYR,13,,Non-essential,68.2
TMEM178B,0.2564801899622303,2232,0.2689075627992374,0.0265045953157426,0.0082619009963624,0.5,,,TYR,4,,Non-essential,75.4
HTR2C,0.2564725591018925,2233,0.2605042014617612,0.0095463978654017,0.061186145816859,0.5,,,TYR,10,,Non-essential,73.6
SLC17A7,0.256470653112233,2234,0.2268907561118565,0.0099021642454788,0.0353376561758658,0.5,,,CYS,8,,Non-essential,80.0
OR4A15,0.2564638041712229,2235,0.2605042014617612,0.0028461310406166,0.0248426379882966,0.5,,,TYR,5,,No data,85.3
HTR6,0.2563690452126044,2236,0.2605042014617612,0.0037948413874888,0.0749201328483314,0.5,,,SER,9,,Non-essential,72.6
BEST4,0.256229369449069,2237,0.252100840124285,0.0,0.0095207970899889,0.5,,,,0,,Non-essential,82.4
IL4R,0.25604503123728,2238,0.2268907561118565,0.2717462199822116,0.0033654910643681,0.5,,,LYS,4,,Non-essential,54.8
NOTCH2,0.256017939917243,2239,0.252100840124285,0.1366142899495997,0.0773493594812589,0.5,,,LYS,21,,Non-essential,59.4
NCR1,0.255888972804609,2240,0.2605042014617612,0.0041506077675659,0.0011640044282777,0.5,,,SER,1,,Non-essential,83.9
KIR3DL3,0.2558876666868067,2241,0.2605042014617612,0.0,0.0043080816068321,0.5,,,,0,,Non-essential,80.3
OR12D2,0.2558795792143024,2242,0.2605042014617612,0.0048621405277201,0.0124055037165902,0.5,,,SER,5,,No data,85.5
MEGF10,0.2558456046584152,2243,0.2436974787868088,0.0332048621405277,0.0079013126680373,0.5,,,TYR,5,,Non-essential,70.8
ZP2,0.2557514415989752,2244,0.2605042014617612,0.0052772013044767,0.0498497548631978,0.5,,,SER,9,,Non-essential,71.6
LRTM1,0.2556390989728261,2245,0.2605042014617612,0.0065223836347465,0.0030428594021825,0.5,,,SER,2,,Non-essential,81.4
AMHR2,0.2556281052302648,2246,0.252100840124285,0.0065223836347465,0.0299920923612209,0.5,,,SER,1,,Non-essential,77.6
GPC2,0.2556100553660496,2247,0.252100840124285,0.0044470797509635,0.0214771469239285,0.5,,,SER,6,,Non-essential,79.0
OR2A7,0.2556008061326097,2248,0.2941176468116659,0.0071746219982211,0.0291823501502451,0.5,,,TYR,6,,No data,79.3
OXER1,0.2555478159867759,2249,0.2184873947743803,0.0040320189742069,0.0205978174916969,0.5,,,TYR,8,,Non-essential,81.7
BST1,0.2555353078370784,2250,0.2184873947743803,0.000355766380077,0.0077115293373398,0.5,,,SER,3,,Non-essential,89.7
LRRC37A,0.2554243317256313,2251,0.2268907561118565,0.3265935369107619,0.0864146765775739,0.5,,,LYS,8,,No data,42.0
CDHR4,0.25541880856123,2252,0.2436974787868088,0.0005929439667951,0.0143792503558437,0.5,,,SER,1,,Non-essential,78.6
OR6K6,0.2552927315235838,2253,0.2605042014617612,0.0013637711236288,0.0239696346670884,0.5,,,TYR,5,,No data,83.4
MEGF11,0.25523668979792,2254,0.2436974787868088,0.0,0.0035616005060888,0.5,,,CYS,3,,Non-essential,74.4
KCNK5,0.2550386249115478,2255,0.302521008149142,0.0260302401423065,0.0155116242290052,0.5,,,TYR,3,,Non-essential,69.0
PECAM1,0.2549867705030231,2256,0.2352941174493327,0.0066409724281055,0.0041752332753439,0.5,,,SER,3,,Non-essential,80.4
TSHR,0.254977469255596,2257,0.2605042014617612,0.0035576638007708,0.0331994306500079,0.5,,,TYR,5,,Non-essential,74.0
FLRT1,0.2549421474793643,2258,0.2352941174493327,0.0173732582270975,0.0702198323580578,0.5,,,TYR,10,,Non-essential,72.6
PKD2,0.254915496454738,2259,0.1932773107619518,0.116454195078565,0.0505266487426854,0.5,,,CYS,10,,Non-essential,70.1
TMEM213,0.2548919270844293,2260,0.2857142854741897,0.1065520308330862,0.0022647477463229,0.5,,,CYS,3,,Non-essential,68.4
IL20RB,0.2548334745287177,2261,0.252100840124285,0.0037948413874888,0.0007464811007433,0.5,,,TYR,2,,Non-essential,83.7
CCR10,0.2547449644623544,2262,0.201680672099428,0.0062259116513489,0.0813980705361379,0.5,,,SER,8,,Non-essential,76.8
SLC10A6,0.2547376092086768,2263,0.252100840124285,0.0,0.0160619958880278,0.5,,,,0,,Non-essential,77.3
CDH19,0.254598603676516,2264,0.2100840334369042,0.0249629410020753,0.0379250355843745,0.5,,,TYR,6,,Non-essential,78.1
ADORA2A,0.2545968255732918,2265,0.2352941174493327,0.0085383931218499,0.0288280879329432,0.5,,,TYR,4,,Non-essential,80.4
VSIG1,0.2545895038510422,2266,0.3109243694866181,0.0031426030240142,0.0051494543729242,0.5,,,TYR,6,,Non-essential,75.6
LRFN4,0.2544153811257055,2267,0.2689075627992374,0.0013637711236288,0.0075786810058516,0.5,,,SER,1,,Non-essential,77.3
SIGLEC9,0.2540742975852849,2268,0.302521008149142,0.0,0.0027202277399968,0.5,,,CYS,2,,Non-essential,73.4
KLRK1,0.2540676578850163,2269,0.2605042014617612,0.0960569226208123,0.0016511149770678,0.5,,,LYS,2,,No data,79.2
HTR2B,0.2540561069055131,2270,0.2773109241367135,0.0006522383634746,0.0484896409931994,0.5,,,SER,4,,Non-essential,71.5
GRID2,0.2538818244754124,2271,0.2352941174493327,0.0,0.0392914755653961,0.5,,,CYS,1,,Non-essential,75.9
