gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,composite_primary,rank_primary,pu_score_v2,pu_score_v2_rank,maxITSI,best_cancer_ind,FC_best,P_tumor_best,pu_score_v3,pu_score_fused,pu_rank_fused,known_target
PTPRN2,1817,0.132546458794846,0.2436974787868088,0.0625778902419737,0.0543136673584346,0.000916,26,6,TYR,Q92932,1.071,0.645,0.0342934617747432,Non-essential,63.4,51.5,44.3,0.1780170069754851,2303,0.1661459014875838,2292,0.6920561525679959,243,1.1331,Pheochromocytoma,6.309,1.0,0.7206632012224492,0.9174757281553398,205,0
SIGIRR,2252,0.109496917259502,0.2689075627992374,0.0064463071326901,0.0,0.0,16,0,,Q6IA17,5.291,1.0,0.0608175192046148,Non-essential,75.2,32.9,16.6,0.1778292237629056,2304,0.1631515391195401,2317,0.5134330159860395,772,0.3891,Sarcoma,2.201,1.0,0.4414195364299987,0.6468446601941747,874,0
BST1,2448,0.0898151466249772,0.2184873947743803,0.0077115293373398,0.000355766380077,6e-06,5,3,SER,Q10588,1.595,0.859,0.1177965278886026,Non-essential,89.7,15.7,7.9,0.1777874121003873,2305,0.1631729885672543,2316,0.2369919549550673,1891,0.7374,Pancreatic,4.243,0.983,0.132464952676549,0.21116504854368934,1951,0
PCDHA13,2249,0.1096265377841887,0.2605042014617612,0.0129242448204966,0.0051586125111176,8.7e-05,21,5,TYR,Q9Y5I0,-4.035,0.089,-0.1164119613347998,Non-essential,73.3,33.1,28.3,0.1775971848445199,2306,0.1632433970855448,2315,0.3312645604573751,1586,0.8196,Pheochromocytoma,4.341,0.534,0.4201825387020924,0.4470064724919094,1368,0
CEACAM7,2405,0.0987342070983375,0.2436974787868088,0.0011007433180452,0.0030833086273347,5.2e-05,1,1,SER,Q14002,-5.012,0.215,0.0128232277993565,Non-essential,84.1,23.8,10.6,0.177540130561728,2307,0.1625951677276303,2323,0.4411247948639107,1077,1.9042,Cholangiocarcinoma,7.617,0.75,0.3135456699466665,0.4830097087378641,1279,0
PCDHGA1,2306,0.1075415886910493,0.2605042014617612,0.0068638304602245,0.0042691965609249,7.2e-05,13,2,SER,Q9Y5H4,-1.685,0.173,-0.0696569991810698,Non-essential,74.8,31.5,24.8,0.1774597272669038,2308,0.1628029187899149,2319,0.3159418735280293,1643,0.2525,Adrenocortical,2.665,0.474,0.1494843032594398,0.26415857605177995,1820,0
MFRP,2183,0.112050287539141,0.2605042014617612,0.0243238968843903,0.0018381262970649,3.1e-05,24,3,SER,Q9BY79,-9.966,0.0,-0.0384340144512604,Non-essential,72.5,35.4,20.6,0.1773169763069802,2309,0.1635331711511997,2313,0.0896326455072397,2161,0.0,AML,0.0,0.0,0.0713954662962636,0.1456310679611651,2113,0
CHRNA2,2393,0.1007114309418119,0.2436974787868088,0.0064463071326901,0.0043284909576045,7.3e-05,18,3,TYR,Q15822,-6.506,0.074,-0.003689774857567,Non-essential,77.0,25.7,23.6,0.1772878170979567,2310,0.1626101324545912,2322,0.4265394171884942,1144,0.6206,Prostate,1.533,0.992,0.3685981204423805,0.5048543689320388,1225,0
CEACAM20,2247,0.1096945103748545,0.2605042014617612,0.0114312826190099,0.0068781500148235,0.000116,9,1,SER,Q6UY09,-9.966,0.042,0.162664175948981,Non-essential,74.0,33.6,31.0,0.1771538286700748,2311,0.1627253928010252,2321,0.4180375225261452,1183,0.6104,Prostate,2.323,0.525,0.2187762851633935,0.3996763754045307,1485,0
PCDHA6,2281,0.1085963727093573,0.2605042014617612,0.0077115293373398,0.0069374444115031,0.000117,14,6,SER,Q9UN73,-3.171,0.14,-0.0420297236423826,Non-essential,73.7,32.7,28.3,0.1771387139488272,2312,0.1625242904156941,2324,0.3531973073667087,1494,0.3458,Pheochromocytoma,3.119,0.415,0.2383228552678548,0.3474919093851133,1614,0
GJC3,2176,0.1123278681673168,0.252100840124285,0.0338446939743792,0.0044470797509635,7.5e-05,8,6,SER,Q8NFK1,-2.114,0.23,-0.1625871970833504,Non-essential,75.8,35.8,15.4,0.1770082374748354,2313,0.1637004721735543,2311,0.4056655201855207,1251,0.1302,Pheochromocytoma,2.414,0.295,0.519280178885309,0.5889967637540453,1017,0
CNR1,2041,0.1194978233291908,0.1848739494244757,0.0319342084453582,0.1198932700859768,0.002022,22,6,LYS,P21554,-2.114,0.229,0.0702793342458393,Non-essential,71.7,40.7,27.1,0.1769627519314002,2314,0.1635594623536681,2312,0.3290466377507662,1597,0.1224,Glioblastoma,0.704,0.969,0.2594509196496553,0.3414239482200647,1629,0
ZP4,2277,0.1086730866988542,0.2605042014617612,0.0093310137592914,0.0055736732878742,9.4e-05,32,2,SER,Q12836,-9.966,0.007,0.0295825974542325,Non-essential,74.7,33.0,15.4,0.1769026422734078,2315,0.1623691929613723,2327,0.1343364265088429,2094,0.1101,Melanoma,3.459,0.032,0.0624037311372116,0.15008090614886727,2102,0
KIR2DL3,2184,0.1120162863334664,0.2605042014617612,0.0121145026095207,0.0139341832196857,0.000235,9,1,TYR,P43628,-4.608,0.014,0.0224970928484742,Non-essential,76.9,35.8,23.5,0.176888641968918,2316,0.162494367099394,2325,0.2571122573805228,1828,0.1534,AML,2.948,0.104,0.1412593674274934,0.22491909385113273,1917,0
CEACAM4,2066,0.1182083392722233,0.252100840124285,0.0212494069270915,0.0366439371479395,0.000618,5,5,TYR,O75871,-2.114,0.121,-0.0083765888262611,Non-essential,77.3,41.0,13.1,0.1767086300622575,2317,0.1627711004086121,2320,0.612342256509733,451,1.2453,AML,6.628,0.994,0.5748909527771808,0.8042071197411003,485,0
OSMR,2320,0.1064047523597711,0.252100840124285,0.0180736991934208,0.0004743551734361,8e-06,45,2,SER,Q99650,3.753,0.969,0.1219841333343769,Non-essential,73.5,31.4,21.1,0.176472307635214,2318,0.162375992594885,2326,0.3862983856172082,1344,0.5449,Glioblastoma,3.102,0.994,0.1899791977967637,0.3543689320388349,1597,0
LRRC24,2289,0.1082507725140004,0.2184873947743803,0.0157393642258421,0.053780017788319,0.000907,18,5,TYR,Q50LG9,-0.302,0.43,0.0564353802229932,Non-essential,77.0,32.7,21.6,0.1761504336745734,2319,0.1619374018858655,2329,0.3980997558804215,1279,0.4282,AML,3.127,0.775,0.3840907182160614,0.48826860841423947,1266,0
CD55,2291,0.1081700133155337,0.2689075627992374,0.0007781116558595,0.0012451823302697,2.1e-05,5,2,SER,P08174,5.148,0.998,-0.0163545668560648,Non-essential,78.3,33.6,28.9,0.1760234704762653,2320,0.1610623760590583,2339,0.6583187322548038,323,0.7441,Pancreatic,4.209,1.0,0.7450696972841624,0.912621359223301,217,0
CD33,2244,0.1098515972954418,0.2605042014617612,0.0053139332595287,0.0135191224429291,0.000228,6,3,TYR,P20138,1.434,0.816,0.0595867413682942,Non-essential,77.4,34.9,23.4,0.1759847344372309,2321,0.1612504311002073,2336,0.451149664285867,1037,0.6151,Sarcoma,3.715,0.937,0.3858454838738693,0.5473300970873787,1120,1
AQP4,2402,0.0989254737275639,0.2352941174493327,0.0145437292424482,0.0014823599169878,2.5e-05,5,1,SER,P55087,-2.879,0.241,0.1071167007278339,Non-essential,81.0,25.4,20.4,0.1759594633971254,2322,0.1616866498592478,2331,0.6115868176428948,455,0.4329,Glioblastoma,1.936,1.0,0.708994025909925,0.8656957928802589,333,0
GPR150,1991,0.1221033361906014,0.2605042014617612,0.0576561758658864,0.0020160094871034,3.4e-05,12,6,TYR,Q8NGU9,-2.826,0.047,-0.0135991342064539,Non-essential,70.8,45.2,24.7,0.1758945168498638,2323,0.1637773256431582,2309,0.3136404029782321,1650,0.1909,Uveal Melanoma,1.847,0.506,0.1596335727729366,0.26860841423948223,1809,0
TPSG1,2398,0.0996953790689312,0.2352941174493327,0.0185924402973272,0.0,0.0,16,2,CYS,Q9NRR2,-3.626,0.12,0.0446936666214822,Non-essential,82.4,26.2,15.9,0.1758010511815982,2324,0.1617306731964646,2330,0.2455988515568393,1865,0.0827,Cholangiocarcinoma,1.861,0.222,0.272986142103948,0.2884304207119741,1760,0
GPR32P1,2158,0.1135906124880016,0.2605042014617612,0.0075786810058516,0.0237177586718055,0.0004,13,3,CYS,Q8NGA4,-9.966,0.0,,No data,79.0,23.2,12.9,0.1758005804310307,2325,0.1761795144813232,2168,0.1469574684424198,2076,0.0,AML,0.0,0.035,0.075731394508773,0.1601941747572816,2077,0
SIGLEC16,2316,0.1065559273290102,0.2605042014617612,0.0076103115609678,0.000237177586718,4e-06,15,3,TYR,A6NMB1,-2.727,0.037,,No data,83.0,17.5,6.2,0.1756383427985378,2326,0.1760188583765862,2172,0.3095952225584707,1662,0.1581,AML,2.301,0.37,0.1861027786964391,0.27791262135922334,1786,0
PTGER2,2368,0.1035911119392706,0.2436974787868088,0.0190099636248616,0.0013637711236288,2.3e-05,16,5,SER,P43116,0.152,0.529,-0.0126256937756384,Non-essential,77.6,29.9,15.4,0.1754875512625057,2327,0.1614380494437487,2333,0.5386330963374227,670,1.6033,AML,8.634,1.0,0.5138900101231738,0.7172330097087378,700,0
RAMP2,2308,0.1070750801083893,0.2605042014617612,0.0035299699509726,0.0060480284613104,0.000102,3,3,SER,O60895,4.687,1.0,-0.0251775127646781,Non-essential,80.9,33.1,10.9,0.1754709701146871,2328,0.1606474686122357,2343,0.648098217198734,347,0.442,Pancreatic,2.461,1.0,0.593749345162714,0.8365695792880259,405,0
TMEM225,2326,0.106112316530003,0.2605042014617612,0.0062501976909694,0.000118588793359,2e-06,7,3,SER,Q6GV28,-9.966,0.0,0.0959461515546961,Non-essential,76.0,32.4,20.0,0.1753686671326985,2329,0.160681177017247,2342,0.214331640532575,1945,0.0,AML,0.0,0.0,0.078947867284906,0.1856796116504854,2014,0
ZNRF4,1851,0.1300849045700615,0.2605042014617612,0.0259750118614581,0.0603024014230655,0.001017,12,10,CYS,Q8WWF5,-9.966,0.0,0.0486199306504107,Non-essential,66.4,52.4,33.3,0.1753458238327473,2330,0.1616445744258202,2332,0.4289035379372353,1133,0.0,AML,0.0,0.0,0.2511535641312559,0.42839805825242716,1414,0
CD40,2361,0.1043478137493415,0.2605042014617612,0.0004871105487901,0.0,0.0,1,2,CYS,P25942,3.752,0.993,0.001951648807832,Non-essential,81.2,31.0,13.0,0.1752982481488139,2331,0.1603226036762534,2345,0.5025423977809459,811,0.5704,DLBCL,3.226,1.0,0.4892534203923021,0.6678802588996764,822,0
CLDN18,2098,0.1163275501755116,0.2352941174493327,0.0200158152775581,0.054017195375037,0.000911,3,3,TYR,P56856,-4.293,0.142,-0.0350387276421258,Non-essential,72.8,40.6,20.7,0.1752611937704152,2332,0.1612619845342931,2335,0.73377011364352,164,1.591,Pancreatic,8.865,0.842,0.6238967776674342,0.8887540453074434,276,1
MICA,2422,0.0954404353897674,0.2184873947743803,0.0208888185987664,0.0059294396679513,0.0001,11,4,TYR,Q29983,3.601,0.994,0.0530392192853543,Non-essential,81.7,23.0,17.5,0.1751751527377125,2333,0.1612195936676508,2337,0.3985095664261642,1277,0.4073,Sarcoma,2.304,1.0,0.5620186795753419,0.6128640776699029,958,0
LSAMP,2433,0.0932823185763257,0.2268907561118565,0.0084200537719436,0.0,0.0,13,0,,Q13449,-0.134,0.482,0.0946405237886968,Non-essential,83.8,21.6,14.8,0.1749167780821356,2334,0.1603377807707328,2344,0.3106588041706874,1658,0.8192,Kidney Chromophobe,5.031,0.862,0.2885549627699841,0.3495145631067961,1609,0
CSF2RB,1914,0.1267360855643916,0.2689075627992374,0.0051494543729242,0.0587607471093981,0.000991,18,4,TYR,P32927,0.986,0.704,-0.0728524811931162,Non-essential,64.0,50.4,46.3,0.1746951973503137,2335,0.1599526700689598,2347,0.4087328687193504,1232,0.5816,AML,3.29,1.0,0.2792690101050556,0.4279935275080906,1415,0
TMEM132D,2133,0.1147349196063653,0.2436974787868088,0.0483884232168274,0.0091313370886451,0.000154,50,5,TYR,Q14C87,-6.506,0.072,-0.0031198880168427,Non-essential,70.4,40.0,28.8,0.1746740576517512,2336,0.1620934788125925,2328,0.6751917409144153,277,3.464,Pheochromocytoma,11.187,0.619,0.2567084757451006,0.6189320388349515,943,0
GPR88,2275,0.1087662100829272,0.252100840124285,0.0235141546734145,0.0029054254372961,4.9e-05,17,4,CYS,Q9GZN0,-4.293,0.075,-0.0140634893973605,Non-essential,75.8,35.2,21.6,0.1746401890711774,2337,0.1608158968048481,2341,0.2850929336875818,1745,0.1705,AML,4.569,0.145,0.5186542490876426,0.47896440129449835,1289,0
KIR2DL1,2224,0.1106292577024688,0.2605042014617612,0.0082619009963624,0.013163356062852,0.000222,10,3,TYR,P43626,-5.574,0.007,-0.0344487924229214,Non-essential,75.2,37.1,24.7,0.17443278477642,2338,0.1598458798262381,2348,0.2392128879869894,1888,0.0492,AML,2.434,0.04,0.1485075833889406,0.2184466019417476,1933,0
SLC39A5,2048,0.1193092948524973,0.2436974787868088,0.0691507195951288,0.0036169581974503,6.1e-05,26,2,SER,Q6ZMH5,-2.245,0.256,-0.0437031885719094,Non-essential,67.3,44.1,33.1,0.1743860370235278,2339,0.1628435730032842,2318,0.7171122757806805,188,0.7937,Stomach,5.076,0.856,0.7461090395340898,0.936084142394822,159,0
LRRTM2,2366,0.1037016774683704,0.2436974787868088,0.0159987347777953,0.0047435517343611,8e-05,15,2,SER,O43300,-3.626,0.109,0.0235050631996482,Non-essential,79.1,31.2,21.9,0.1742796892034221,2340,0.1600796259423119,2346,0.5667347964275465,577,1.1328,Pheochromocytoma,5.808,0.915,0.4686621637245368,0.7079288025889967,723,0
PCDHA3,2347,0.1051000164366927,0.252100840124285,0.0104633876324529,0.0037355469908093,6.3e-05,12,3,TYR,Q9Y5H8,-2.635,0.153,-0.084421584244518,Non-essential,73.7,32.6,28.9,0.1741850276993153,2341,0.1597081970809379,2350,0.3338399901537993,1578,0.3462,Pheochromocytoma,3.438,0.483,0.2951434252734916,0.3705501618122977,1557,0
GGT7,2452,0.0882989473131985,0.2100840334369042,0.0135062470346354,0.0007115327601541,1.2e-05,25,2,SER,Q9UJ14,3.3,0.981,-0.0401703865332506,Non-essential,85.1,18.0,14.4,0.1740838566516138,2342,0.1597591690033456,2349,0.2025548955812306,1974,0.1911,Cholangiocarcinoma,1.081,1.0,0.1446085355483314,0.1994336569579288,1980,0
SIGLEC11,2345,0.1051952665128972,0.252100840124285,0.0090020559860825,0.0055143788911947,9.3e-05,30,3,SER,Q96RL6,-2.727,0.095,-0.2775915582819155,Non-essential,74.1,33.0,21.3,0.173864402762819,2343,0.1593145055621231,2353,0.4671929731004784,956,0.1694,Sarcoma,2.837,0.321,0.5723376006842804,0.6953883495145632,754,0
CDHR5,2003,0.1211359048346922,0.2268907561118565,0.0436311877273446,0.0576341535724873,0.000972,17,7,TYR,Q9HBB8,-3.816,0.26,0.0161841216337312,Non-essential,68.3,46.0,43.0,0.1737280999641077,2344,0.1609096593504749,2340,0.7417744670361884,150,0.7838,Stomach,4.249,0.959,0.8293619489000345,0.9644012944983819,89,0
TNFRSF1A,2119,0.1153512156525025,0.252100840124285,0.0054404554799936,0.0429291431959679,0.000724,10,1,TYR,P19438,6.569,1.0,0.1059613065547659,Non-essential,71.4,41.8,31.9,0.1735276937124901,2345,0.1587997164864898,2355,0.7314234257113889,171,0.6168,Glioblastoma,3.489,1.0,0.6605644344008166,0.9045307443365695,237,0
CDH4,2416,0.0963566789815932,0.2352941174493327,0.0047951921556223,0.0026682478505781,4.5e-05,22,2,TYR,P55283,-3.047,0.229,0.0008176449014881,Non-essential,78.7,25.7,19.3,0.1735188011088165,2346,0.1587585607165976,2356,0.435232616616345,1109,0.6592,Mesothelioma,3.973,0.862,0.3470166092632246,0.4963592233009708,1246,0
PTGER4,2090,0.1169696755762681,0.2352941174493327,0.054056618693658,0.0221168099614586,0.000373,16,10,TYR,P35408,1.387,0.793,-0.0191279273241933,Non-essential,70.9,43.0,30.5,0.1733962982710456,2347,0.1610991292057285,2338,0.4951901566536922,841,1.1773,AML,6.555,1.0,0.5084596380658457,0.6755663430420712,803,0
ERVV-1,1379,0.1736757290134414,0.302521008149142,0.0604080341609995,0.1151497183516157,0.001942,28,6,CYS,B6SEH8,-6.506,0.034,-0.0201075495651174,Non-essential,42.2,91.4,69.2,0.1733717909803535,2348,0.1613921926884034,2334,0.3663031102091427,1431,0.8355,DLBCL,7.14,0.234,0.127561247257741,0.29490291262135926,1744,0
IFNAR2,1807,0.1331629730025374,0.3277310921615705,0.006901787126364,0.0,0.0,9,0,,P48551,3.937,0.999,0.05323948967703,Non-essential,64.4,58.4,38.6,0.1730313290381406,2349,0.1583764183944588,2357,0.3747266890888078,1393,0.4614,Pancreatic,2.61,1.0,0.1916972992705572,0.3450647249190939,1620,0
SEZ6,2287,0.1083165621436759,0.2436974787868088,0.0323896884390321,0.0037355469908093,6.3e-05,26,5,TYR,Q53EL9,-4.035,0.14,-0.1282741092287008,Non-essential,69.8,36.5,31.0,0.1728254264328434,2350,0.159444910854795,2351,0.6272445293622707,406,2.1809,Pheochromocytoma,7.669,0.943,0.4264334720721799,0.7156148867313916,704,0
TREML2,1769,0.1354027605145815,0.2689075627992374,0.0301249406927091,0.062674177290246,0.001057,7,5,LYS,Q5T2D2,-3.816,0.052,-0.1836348060278974,Non-essential,64.2,59.5,40.2,0.1728174264754718,2351,0.1593236735101073,2352,0.5327604093627398,693,1.2672,Thymoma,5.492,0.653,0.7142293367781788,0.8252427184466019,433,0
IMPG2,1687,0.1429907303359666,0.2605042014617612,0.026658231851969,0.1026386006522383,0.001731,23,5,LYS,Q9BZV3,-4.293,0.021,0.024772926933451,Non-essential,53.6,65.7,58.2,0.1728006786376682,2352,0.1591335902302666,2354,0.2410586768729092,1880,0.114,Ovarian,0.918,0.393,0.1312152471807888,0.21359223300970875,1945,0
MAG,2443,0.0916075818209045,0.2184873947743803,0.0090020559860825,0.0050400237177586,8.5e-05,8,1,SER,P20916,-3.458,0.237,-0.1694496752100164,Non-essential,80.8,22.2,18.2,0.1727811080969933,2353,0.1582312108962975,2359,0.5593205157606161,597,0.5963,Kidney Chromophobe,4.228,0.662,0.6882932529313456,0.8333333333333334,413,0
PCDHGC5,2382,0.1017081118903666,0.2436974787868088,0.0110137592914755,0.0030833086273347,5.2e-05,16,1,SER,Q9Y5F6,-2.727,0.127,-0.0726387282683594,Non-essential,74.4,31.1,28.8,0.1727183845550856,2354,0.1582690725196594,2358,0.3488589752049054,1515,0.4506,AML,7.639,0.312,0.2500709378435621,0.3511326860841424,1605,0
TMEM219,1929,0.1258217997234395,0.302521008149142,0.0126648742685434,0.0033797806107322,5.7e-05,13,2,SER,Q86XT9,7.129,1.0,0.026569961860702,Non-essential,67.9,52.5,18.8,0.1723935165720186,2355,0.1580267602854457,2361,0.699147920925827,224,0.298,Sarcoma,1.686,1.0,0.6888991336458832,0.9065533980582524,232,0
GIPR,2424,0.0952705890137271,0.2268907561118565,0.0085845326585481,0.006463089238067,0.000109,20,4,TYR,P48546,-0.759,0.344,-0.0176457972905999,Non-essential,78.5,25.8,10.1,0.1723736701133035,2356,0.1578028967462309,2362,0.4590674369820163,996,0.3876,Cholangiocarcinoma,3.108,0.694,0.3701617840388208,0.5436893203883495,1129,0
RGMB,2401,0.0990211840550714,0.2352941174493327,0.0092297959829195,0.0071153276015416,0.00012,14,2,SER,Q6NW40,2.749,0.977,0.0729705348167475,Non-essential,79.5,29.3,19.5,0.1721392220033817,2357,0.1576007118025277,2363,0.4456037361355311,1060,0.5698,Pheochromocytoma,3.172,1.0,0.3206516407376903,0.49110032362459544,1259,0
FAS,2391,0.1007553067322886,0.2436974787868088,0.0064146765775739,0.004506374147643,7.6e-05,10,1,SER,P25445,3.128,0.974,-0.123557641188224,Non-essential,77.9,31.0,16.4,0.1720243802566873,2358,0.157345114085566,2364,0.4091330151721978,1230,0.5779,Sarcoma,3.335,0.98,0.211236562102368,0.38309061488673135,1526,0
KLRC1,2237,0.1102434825708545,0.2689075627992374,0.0053771943697611,0.0035576638007708,6e-05,5,2,SER,P26715,-1.732,0.172,0.0866294733380203,Non-essential,75.6,39.5,23.2,0.171851361522366,2359,0.1571202212408541,2367,0.3727038467632864,1401,0.2237,Cervical,2.422,0.452,0.2982160529609855,0.4077669902912622,1465,0
GPM6A,2455,0.0869171814718842,0.1932773107619518,0.030479202910011,0.0015416543136673,2.6e-05,10,1,TYR,P51674,-1.47,0.307,0.13968957633151,Non-essential,82.7,19.1,5.0,0.1715522730726026,2360,0.1580762332181032,2360,0.5585191978008317,599,0.2264,Low Grade Glioma,1.26,1.0,0.6226229083700496,0.7981391585760518,500,0
LYSMD3,1751,0.1364149109418201,0.2773109241367135,0.0090716432073382,0.0758968277497776,0.00128,5,3,LYS,Q7Z3D4,2.614,0.988,0.1281761584726001,Non-essential,63.3,62.1,33.0,0.1712009411871287,2361,0.1566545233474955,2368,0.3266620554262722,1603,0.2936,Kidney Clear Cell,1.664,0.998,0.168960688178122,0.27872168284789645,1784,0
IGSF1,2385,0.1014460309861128,0.2352941174493327,0.0192693341768148,0.0051586125111176,8.7e-05,45,4,SER,Q8N6C5,-1.47,0.302,0.1011357158066923,Non-essential,73.2,32.3,13.4,0.1711599277792495,2362,0.1571233944880903,2366,0.7652897036614869,114,1.0429,Pheochromocytoma,6.256,0.898,0.6482270499973474,0.9114077669902912,220,0
KCNMB3,2318,0.106495411880206,0.2436974787868088,0.0272086035109916,0.0028461310406166,4.8e-05,17,6,SER,Q9NPA1,0.586,0.696,0.1045545240954564,Non-essential,72.1,36.9,15.1,0.1709078012132851,2363,0.1572682313888347,2365,0.3245564369950704,1612,0.278,Sarcoma,1.933,0.813,0.3367517833531357,0.39077669902912626,1507,0
CD164,1880,0.128235915989293,0.3193277308240944,0.001682745532184,0.0,0.0,2,1,CYS,Q04900,7.014,1.0,-0.1216878258340399,Non-essential,66.6,56.3,23.4,0.170885392171479,2364,0.1559695294480882,2369,0.6140615626910264,442,0.3522,Glioblastoma,1.992,1.0,0.6225003030964024,0.8313106796116505,418,0
GPC1,2439,0.092019977678849,0.2184873947743803,0.0154167325636564,0.0,0.0,28,0,,P35052,4.89,0.996,-0.0641462613525739,Non-essential,82.5,25.4,15.2,0.1699247713119472,2365,0.15569560794013,2370,0.4971697093503296,831,0.398,Lung Squamous,2.252,1.0,0.5848375686707122,0.7289644012944984,671,0
KIR2DS4,2298,0.1080440233201023,0.2605042014617612,0.0119183931678,0.0008894159501927,1.5e-05,7,1,SER,P43632,-5.012,0.016,,No data,81.8,25.0,14.5,0.1693784227911146,2366,0.1699743424495046,2246,0.2556308077130722,1832,0.1952,Mesothelioma,6.794,0.057,0.122705206876556,0.21804207119741104,1934,0
OR1E3,2150,0.1140379958847922,0.2605042014617612,0.0304159417997785,0.0023717758671805,4e-05,19,6,SER,Q8WZA6,-9.966,0.0,,No data,76.5,30.3,15.2,0.1690733999283561,2367,0.1705941970183451,2240,0.1255910701283931,2105,0.0,AML,0.0,0.0,0.0894113641524088,0.1618122977346278,2073,0
EFNB1,2135,0.1146633668423042,0.2773109241367135,0.0092614265380357,0.0032018974206937,5.4e-05,6,5,TYR,P98172,3.94,0.999,0.000177588235783,Non-essential,70.7,46.5,31.5,0.168674654437532,2368,0.1541377257644338,2374,0.4542577296846398,1016,0.7146,Pancreatic,4.043,1.0,0.3920562818192165,0.5566343042071198,1097,0
SERINC1,2432,0.0933633960922489,0.2184873947743803,0.0160999525541673,0.0037948413874888,6.4e-05,29,6,TYR,Q9NRX5,6.155,1.0,0.1084796039370475,Non-essential,77.5,28.0,13.0,0.1684442866564471,2369,0.1542492842841555,2373,0.6214597406795136,427,0.3218,Pancreatic,1.82,1.0,0.6173432573195955,0.8305016181229774,420,0
NTSR2,2435,0.0927383893136549,0.1932773107619518,0.0474521587853866,0.0039727245775274,6.7e-05,23,13,TYR,O95665,-9.966,0.08,-0.0536710566027174,Non-essential,78.9,27.3,17.8,0.1682032796074116,2370,0.1555758875466809,2371,0.3288402924066287,1598,0.0376,Uterine Carcinosarcoma,5.672,0.018,0.5719628395897591,0.5529935275080906,1106,0
KIT,2441,0.0918033923090031,0.1848739494244757,0.0368622489324687,0.0226504595315742,0.000382,48,4,LYS,P10721,0.919,0.658,-0.0530316464722258,Non-essential,78.2,26.4,16.2,0.1681840594145772,2371,0.1550271718612006,2372,0.4949464242423764,848,1.1387,AML,6.414,0.988,0.3901877122553824,0.5898058252427185,1015,0
TMEM123,1634,0.1481041255367338,0.3697478988489514,0.0006832199905108,0.0,0.0,1,0,,Q8N131,6.578,1.0,0.0896177240514522,Non-essential,59.6,76.4,39.4,0.1681825695947607,2372,0.1532167305942862,2378,0.5958677936316069,490,0.4896,Sarcoma,2.77,1.0,0.5464581092704921,0.7783171521035599,549,0
OR10J3,2191,0.1118206806549893,0.2605042014617612,0.0240328957773208,0.0013637711236288,2.3e-05,18,8,CYS,Q5JRS4,-9.966,0.0,,No data,75.0,29.5,21.9,0.1680256372368538,2373,0.1692272820257198,2258,0.0998423064012218,2149,0.0,AML,0.0,0.0,0.0927202342497259,0.1557443365695793,2088,0
KCNK18,2272,0.108874053348499,0.2605042014617612,0.0141515103590067,0.0014230655203083,2.4e-05,19,2,TYR,Q7Z418,-9.966,0.0,-0.0341172608883543,Non-essential,69.8,42.4,24.5,0.1676701144814452,2374,0.1533776899993955,2377,0.1017742599368246,2143,0.0,AML,0.0,0.0,0.0488252081147307,0.13754045307443363,2133,0
SPACA1,2204,0.1114159830346095,0.2605042014617612,0.0011007433180452,0.0229469315149718,0.000387,7,1,TYR,Q9HBV2,-9.966,0.005,-0.0212406352910333,Non-essential,71.0,44.6,31.0,0.1675883892198706,2375,0.1526434263857729,2381,0.6960426226558409,235,2.6452,Uveal Melanoma,9.533,0.392,0.3845882575531382,0.7261326860841424,678,0
IL9R,1972,0.1235622337905989,0.2941176468116659,0.0140249881385418,0.0056922620812333,9.6e-05,15,3,SER,Q01113,-1.639,0.172,-0.1721857690109739,Non-essential,63.1,55.7,41.8,0.1671704889390268,2376,0.1528717383459539,2379,0.4706380777375766,942,0.7143,Thymoma,4.206,0.797,0.4164079651551891,0.5885922330097088,1018,0
LYPD2,2333,0.1058052933255576,0.2352941174493327,0.0074142021192471,0.0315446190335013,0.000532,4,5,LYS,Q6UXB3,-4.608,0.191,-0.1556538245375275,Non-essential,76.1,40.0,11.2,0.1670926463954535,2377,0.1524633565014159,2382,0.7160401474880956,191,2.9333,Head&Neck,12.83,0.758,0.765342704528365,0.9437702265372169,140,0
GPR50,2117,0.1154405256446386,0.2605042014617612,0.0355653961727028,0.0018974206937444,3.2e-05,16,5,TYR,Q13585,-9.966,0.043,0.0964367674453119,Non-essential,66.2,48.5,42.5,0.1670421747282282,2378,0.1538204445368633,2375,0.4043690025443991,1255,1.2086,Lung Squamous,6.794,0.252,0.1356351991638457,0.34304207119741104,1625,0
PCDHGA9,2431,0.0939577306116628,0.2268907561118565,0.0073509410090147,0.0033204862140527,5.6e-05,21,3,SER,Q9Y5G4,-0.886,0.296,0.0409680106772915,Non-essential,75.3,30.2,25.0,0.1668796214449166,2379,0.1522471684953673,2383,0.2773908478566871,1765,0.1973,Kidney Clear Cell,1.936,0.558,0.1285096278987291,0.2293689320388349,1906,0
DNER,2355,0.1047931753941745,0.201680672099428,0.0209900363751383,0.0594129854728728,0.001002,17,5,TYR,Q8NFT8,-1.994,0.298,0.0755691680953381,Non-essential,70.5,38.9,21.2,0.1667889906968025,2380,0.1528384925155594,2380,0.4800537289001975,908,0.4883,Cholangiocarcinoma,5.373,0.472,0.5711804256429797,0.7063106796116505,727,0
